candidate_id,source_name,source_type,vector,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,population_index
g002_5817fe9d5f015159,current_mean,state_mean,"[1.6096233268941393, 1.3155215820132082, 0.37986475899531846, 0.973757009063277, 1.6262099294291907, 0.013341016264751229, 0.29596661152060955, 1.4203100382861655, -0.15110116133477217, -0.4100918952490735, -0.12773494717927814, 0.062160845363780116, -0.15257475546088645, -0.24085652719436912, 0.018613000153781752]",3.3709922210613965,-0.0260739143892057,0.03652956538497221,1070.4690675456004,0.04499791772382583,0.3556885695093739,0.12845968723257137,0.0,0
g002_eb588a42e459f278,hall_of_fame_best,best,"[1.825023275813646, 1.4214449326056637, 0.5946924083921948, 1.0499970850457627, 1.6264099393268208, 0.02382718505608355, -0.08718898338747821, 1.6138738566501698, -0.12404548244477717, -0.4946189413552219, -0.37883841849507965, -0.03424417377226979, -0.11236965097135541, -0.39275198955716295, -0.1504114910432131]",3.1836644025468948,-0.02485599310639197,0.03588706192902065,1118.4244285424757,0.04370434334456865,0.38696163918932075,0.16097755373052586,0.00054613169387498,1
g002_346b00d55c04ff8d,gaussian_0532,gaussian,"[2.030831986549508, 1.372417509709605, 0.2764626799113342, 1.2255384143005246, 1.6380869743566373, 0.01124772234588253, 0.6713550565858253, 1.8692438166021255, -0.31517097972864816, -0.08232554293624428, -0.0301647866882577, 0.3272769171238333, -0.9292877828701509, -0.2234902455805028, -0.05709899528619236]",2.569225854077931,-0.026776505786787697,0.02626507382297353,1081.8294285416923,0.040073760498170165,0.424860082754422,0.155184351703029,0.014806377253287551,2
g002_b38555ab62cb061f,gaussian_0595,gaussian,"[2.154580444454486, 1.5433315512191177, 0.2965772992433469, 0.8749731679440075, 2.015694293207942, 0.05204160302104725, 0.3148060029126725, 1.7335511877793603, -0.07295061441587088, -0.21640234511175716, 0.1913397994282413, 0.3654155748618091, 0.26230335209800604, -0.7025163718073575, -0.09765701396527073]",2.669069375297306,-0.021978106787844398,0.031641129694964285,927.3381645831905,0.04066835333683221,0.41245218419559526,0.14842489157159766,0.04615054423740897,3
g002_32ca1fb3818aee62,gaussian_0030,gaussian,"[1.6466703861507146, 1.7543525898440577, 0.38123995795768645, 1.1766294195193678, 1.7963195349353194, -0.004321874126606198, 0.4021387253304961, 1.96572120348376, -0.35565891717224907, -0.4858283843973537, -0.09488943573862153, 0.22380620368784343, -0.810107174697704, 0.31957916895695415, 0.012200585750950127]",2.6762246010792725,-0.020470924376329913,0.03295492968381507,1220.0006809259066,0.040613760899366656,0.421248033739934,0.15167484771149586,0.046550894288939645,4
g002_cbabe0a763f90f57,gaussian_0550,gaussian,"[1.7160192076657352, 1.6826265057180914, 0.41975138366740633, 1.293531397732531, 1.6386996463708183, 0.189476111617793, 0.1427103890675127, 2.1599771112424406, -0.13109017086461827, -0.6213199102363116, -0.3581948531156, -0.2635139047738011, 0.01120718745384533, -0.19665577633207668, 0.31929103715928014]",2.7206947746886097,-0.021650527188347257,0.03283992663216261,1076.4703523305507,0.04085370575548283,0.41920525338416703,0.17972670610535382,0.04289837024665201,5
g002_6afd0a51d88cff8f,gaussian_0674,gaussian,"[1.4751269509073108, 1.6027245677308741, 0.36240219744317814, 1.0710173694492995, 1.8534616294742534, -0.024558412038231777, 0.8065441729437207, 1.6375016091524002, -0.2754120621301136, -0.6578350722126379, -0.0949360432273662, 0.3468523894455359, -0.0072015756039648104, 0.2654218938764704, 0.43040703541468645]",2.7220074759383186,-0.021918765810419072,0.03246851741494036,893.9482959301058,0.04098963990828693,0.4084497716865254,0.15998558392620782,0.002969954557826559,6
g002_c1c4697ce7d298d3,gaussian_0515,gaussian,"[2.006928027541624, 1.5441077785193302, 0.5032399057783798, 1.2840918267923107, 1.7714132557759887, 0.17908514493809644, -0.08702491486729319, 1.9146427262484265, 0.06961511926307382, -0.3634797424244015, -0.9761986712442439, -0.15072896787905174, 0.02226501305287859, -0.26671217988876444, 0.36652973429854313]",2.7525286019256905,-0.024828536105620747,0.03142182127259724,819.9119485854026,0.04089259885322017,0.43272148487103573,0.2144521394979428,0.01418158449771407,7
g002_28460e13bacfe0a7,gaussian_0190,gaussian,"[1.9323113285553777, 1.262893795629387, 0.15193063292771747, 0.8031089612947657, 1.8079802083186423, 0.2834657121929564, 0.6020930162079718, 1.7599252442343642, -0.20247630598531463, 0.13931424263105519, 0.23942903091788403, -0.09548378186582587, -0.00377161761116937, -0.780290078666099, 0.10257504742197521]",2.7698909609910776,-0.024444698659172204,0.030493501829730346,1068.4934926776405,0.041552069865831785,0.4015573770954011,0.14259612895859874,0.012864368570898814,8
g002_7306bc2c31878d15,gaussian_0252,gaussian,"[2.2346131366342408, 1.8122673659030655, 0.40114193280360927, 0.8524770414825078, 1.9733150035905203, -0.15844019294136885, 0.42688594327812407, 1.7259431533413707, -0.19484368172889688, -0.29901757476347246, -0.49028387381114696, -0.10296835702686585, -0.028542133820546545, -0.408507888177157, -0.1607307547452556]",2.776078594496428,-0.022799437039810022,0.032690968975312235,1304.2221383212054,0.041111363298357385,0.4085184393145266,0.16847459100970374,0.07920196306822772,9
g002_1a50efcda843d376,gaussian_0719,gaussian,"[2.040599772818427, 1.6630415651698476, 0.4244732829654128, 1.1634821596735767, 1.7808938253954314, -0.07144217192599, 0.352590654669005, 1.6559368229741027, -0.24054750623162285, -1.0078083883058695, -0.13971776136814953, -0.1839838236245914, -0.25679102877406346, -0.8598474583548448, -0.37401333429157607]",2.779020874453413,-0.023438002907618105,0.032544033434253376,1392.2206960205804,0.04112513440909679,0.43026935001362443,0.16970403854392996,0.03769954010644328,10
g002_1679bdd49cc6485d,gaussian_0748,gaussian,"[1.7093015528212028, 1.7835281483781202, 0.6473973284866552, 1.4316219457294599, 1.7397359857791903, 0.020311945476422122, 0.47536328381776916, 1.766753868603994, -0.3358965549364215, -0.901469990245815, 0.02186922818835424, -0.055458770578805265, -1.2781367971300932, 0.5686641094507133, -0.1342071412730661]",2.7942733467370804,-0.022044878225568665,0.03309934126852391,1442.4141875047826,0.041382490688053164,0.4453978516931441,0.1612443536684844,0.06820839124977142,11
g002_7a1c6fcec5a7064e,gaussian_0136,gaussian,"[1.7217351484099617, 1.650339467724324, 0.312510373235879, 1.3709138435682273, 1.696269356951707, -0.09413408585908914, 0.5467116777358922, 1.5812617005037366, -0.3134241038313723, -0.5654480040397433, -0.41081436827416634, 0.49435962820612744, -0.947758461946276, 0.009935320532741876, 0.05650009852590013]",2.801320652751653,-0.025902962898925352,0.0307935398791497,963.1093363875189,0.041329763171161486,0.41815187099787116,0.1681281632733056,0.022810742436502433,12
g002_c35bf224ec1ad2e6,gaussian_0699,gaussian,"[2.1475968751073697, 1.5327314989020386, 0.1787546390180054, 0.9271393139387192, 1.7740639618965108, -0.13862375875562807, 0.4925705013806037, 1.7396941759264508, -0.24327517882546357, -0.6673263825026194, 0.03928967917567622, -0.29775682689779315, -0.276302082664958, -0.21982883695638156, 0.22572909117291384]",2.8065214153048914,-0.02350305596207014,0.03227256969263953,1355.105391403038,0.041500359986102145,0.4059170986679555,0.15398134561960036,0.04653048673231847,13
