candidate_id,phase,nominal_id,source_candidate_id,nominal_category,source_name,source_type,tail_vector,action_rms_pred,delta_action_rms_pred,repair_excess_rms_pred,sqp_center_candidate_id,sqp_profile,sqp_endpoint_step,sqp_step_scale,sqp_solver_success,sqp_solver_message,predicted_linear_objective,predicted_max_violation,predicted_sum_violation,predicted_position_box_m,predicted_endpoint_speed_m_per_s,predicted_late_speed_m_per_s,unavailable_jacobian_variables_frozen,population_index
s30r02s_56ec612e9bbd8311,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_damping_e15_s0.5,real_tsc_sqp_step,"[-0.382843451818111,0.29811250362187663,0.1426404246401969,0.23049999999999998,0.23049999999999957,0.05232500000000014,0.3226999999999994,0.32269999999999976,0.11524999999999727,0.3687999999999997,0.3687999999999994,0.08969999999999997,0.3687999999999998,0.0487999999999993,0.13829999999999923,0.3687999999999988,-0.04589345007253903,0.13829999999999976]",0.3790118203606073,0.2075295739437777,0.04807504367787985,s30r01s_341150084ff015bd,damping,15,0.5,True,Optimization terminated successfully,4.2787684149394165,0.17382437809718754,0.18810362786679402,0.035214731342915626,0.0697575290203898,0.10142792497696065,[],10
s30r02s_ed017f5950f07ca0,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_balanced_e13_s0.5,real_tsc_sqp_step,"[-0.38284345181811014,0.29811250362187663,0.1426404246401969,0.23049999999999998,0.23049999999999995,0.05232499999999997,0.3226999999999994,0.3226999999999999,0.11524999999999996,0.3687999999999997,0.36879999999999963,0.0896999999999999,0.36879999999999974,0.04879999999999922,0.13829999999999995,0.36879999999999913,0.008511419174220658,0.13829999999999987]",0.3789990440359829,0.20743928342409446,0.04807504367787985,s30r01s_341150084ff015bd,balanced,13,0.5,True,Optimization terminated successfully,3.3997767055386316,0.1898343415433581,0.36364344774037405,0.03521427318591048,0.11898343415433582,0.08696059869947496,[],11
s30r02s_1ebc20e208afb12a,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_a41b0f020132d509_position_e15_s1.0,real_tsc_sqp_step,"[-0.36259345181811015,0.3183625036218767,0.14993042464019693,0.27099999999999974,0.27099999999999996,0.03814999999999963,0.37939999999999924,0.3793999999999998,0.04549999999999977,0.4335999999999996,0.4336,0.06539999999999979,0.4336000000000001,0.11359999999999884,0.10219834672408384,0.433599999999999,0.11359999999999873,0.13632124206273805]",0.3810391020189665,0.20822095754031028,0.04807504367787985,s30r01s_a41b0f020132d509,position,15,1.0,True,Optimization terminated successfully,5.716139119363957,0.15896871163287551,0.15896871163287551,0.03476906134898627,0.05127064058561239,0.0931193950770026,[],12
s30r02s_c864315fad7d773f,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_a41b0f020132d509_balanced_e13_s1.0,real_tsc_sqp_step,"[-0.36259345181811053,0.318362503621876,0.14993042464019693,0.271,0.27099999999999996,0.03814999999999971,0.37939999999999924,0.3793999999999999,0.04549999999999998,0.43359999999999976,0.43359999999999954,0.06539999999999983,0.4336,0.11359999999999923,0.10219834672408407,0.43359999999999854,0.11359999999999831,0.039321982221438706]",0.38093262848539666,0.2082551249876701,0.04807504367787985,s30r01s_a41b0f020132d509,balanced,13,1.0,True,Optimization terminated successfully,3.268990758303551,0.15898572961413016,0.29529458327969516,0.0347695718884239,0.11363088536655651,0.08428738925979694,[],13
s30r02s_8467f6d4ed4fc4f6,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_a41b0f020132d509_balanced_e12_s1.0,real_tsc_sqp_step,"[-0.3625934518181101,0.3183625036218768,0.1499304246401968,0.271,0.2709999999999999,0.03814999999999963,0.37939999999999924,0.37939999999999985,0.04549999999999995,0.4335999999999995,0.4335999999999999,0.06539999999999993,0.43359999999999976,0.11359999999999948,0.10219834672408411,0.43359999999999876,0.11359999999999845,0.03912124206273805]",0.38093253006337263,0.20825543470271987,0.04807504367787985,s30r01s_a41b0f020132d509,balanced,12,1.0,True,Optimization terminated successfully,3.221769646769537,0.15898576483287563,0.21747558120834154,0.03476957294498627,0.10584898163754661,0.07189222916686386,[],14
s30r02s_1a04cc0dbdef6c1a,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_a41b0f020132d509_position_e15_s0.5,real_tsc_sqp_step,"[-0.3828434518181101,0.2981125036218767,0.1426404246401969,0.23049999999999987,0.23049999999999995,0.05232499999999963,0.32269999999999927,0.3226999999999998,0.025249999999999884,0.3687999999999997,0.3688,0.0896999999999998,0.36880000000000007,0.04879999999999922,0.07789834672408401,0.36879999999999896,0.04879999999999872,0.11202124206273806]",0.3788107012912344,0.20740968107524133,0.04807504367787985,s30r01s_a41b0f020132d509,position,15,0.5,True,Optimization terminated successfully,5.865281127837296,0.1729535941497713,0.18286216688807477,0.03518860782449314,0.06812126008290854,0.10099085727383035,[],15
s30r02s_495721a8968daac6,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_a41b0f020132d509_balanced_e12_s0.5,real_tsc_sqp_step,"[-0.3828434518181101,0.29811250362187675,0.14264042464019686,0.23049999999999998,0.23049999999999993,0.05232499999999963,0.32269999999999927,0.3226999999999999,0.025249999999999974,0.3687999999999996,0.3687999999999999,0.08969999999999986,0.3687999999999999,0.04879999999999954,0.07789834672408413,0.36879999999999885,0.04879999999999858,0.06342124206273805]",0.37875710555617015,0.2073979374283032,0.04807504367787985,s30r01s_a41b0f020132d509,balanced,12,0.5,True,Optimization terminated successfully,3.342680810790193,0.17296212074977113,0.2650584281100328,0.035188863622493134,0.10822035056717243,0.07322319367177961,[],16
s30r02s_87f2869dc396cb0c,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,linear_fill_003,real_tsc_sqp_fill,"[-0.3953998349185717,0.28851964091333854,0.13801210633806038,0.1899714317441543,0.20670611133980066,0.06543957420640185,0.2966092008255797,0.3000103903587733,0.0037418956240557804,0.2713430930491214,0.2696944806061205,0.10999602719319697,0.328166923126803,0.02045364683433336,0.06906535292851904,0.2587739744187788,-0.007318018071448001,0.07388972842958969]",0.37701118363520786,0.20652925213768403,0.04807504367787985,s30r01s_a41b0f020132d509,fill,15,1.0,True,,3.9350065260199965,0.18363185678709715,0.25975845414092835,,,,[],17
s30r02s_dbe3d477ece72c45,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,linear_fill_004,real_tsc_sqp_fill,"[-0.40606263921138336,0.27484349290363486,0.1342313881400216,0.18644149147102426,0.20560020051167086,0.06382308247141316,0.29959508952284913,0.2904063612166015,0.01787588348470224,0.30119730111485354,0.2778450138574724,0.12049725760310044,0.32114493403009936,0.020419249284027254,0.04401390080293925,0.2760054980475421,-0.050557353054956206,0.09363988386426862]",0.37717435061887133,0.20642455834692247,0.04807504367787985,s30r01s_a41b0f020132d509,fill,15,1.0,True,,3.9611119745528365,0.18502857730751687,0.270632801922045,,,,[],18
s30r02s_79d64290e4dea04f,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,linear_fill_005,real_tsc_sqp_fill,"[-0.3995547707221535,0.2787445072868259,0.13133840574215058,0.21034380401108022,0.19246507918449762,0.07139650362969518,0.2662747738843474,0.2826659061021559,-0.0006380175165281833,0.274235517535944,0.30802674080618536,0.10664385402798206,0.2987479051331775,-0.015273470918260864,0.06590483100781558,0.323725387824893,0.026979580344960438,0.07981834007965953]",0.37710851404974693,0.20707269402326103,0.04807504367787985,s30r01s_a41b0f020132d509,fill,15,1.0,True,,3.969257769021014,0.18562241677668312,0.2742918930874998,,,,[],19
s30r02s_c0f031492ba1547a,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,linear_fill_002,real_tsc_sqp_fill,"[-0.4020424003062109,0.2727495360691646,0.1379703502810007,0.1867458209426742,0.16279098523245428,0.07569725549421319,0.29566803325957,0.28092313163666455,0.009525843580678903,0.29902302589002094,0.33460530683071205,0.10917809751766855,0.32024064102264893,0.017901918680910858,0.039858816748983006,0.3218874552379471,0.005541111852547992,0.10197039134153532]",0.37737003720204315,0.20690158740872294,0.04807504367787985,s30r01s_a41b0f020132d509,fill,15,1.0,True,,3.9824445832474056,0.18613900503048542,0.2787955242801776,,,,[],20
s30r02s_537b37a3295ec029,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,linear_fill_006,real_tsc_sqp_fill,"[-0.4106022269177611,0.2664690571207461,0.1334574850312947,0.17372057277637926,0.1727811085009821,0.06193314147619998,0.29742273838393335,0.2786224174774683,0.010438968268015388,0.29731872730473197,0.3470549273340758,0.11669002711936322,0.29268108116135605,-0.021560704311037692,0.06452465905162237,0.3185121597513602,0.017278897617088625,0.0724738537733366]",0.37728695886809605,0.20709482468109924,0.04807504367787985,s30r01s_a41b0f020132d509,fill,15,1.0,True,,4.012777231730503,0.18787222768918,0.2926997972801717,,,,[],21
s30r02s_ab1214012045e7e9,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,linear_fill_001,real_tsc_sqp_fill,"[-0.41242509954404294,0.28256072986144126,0.13924166020133474,0.16640866078675626,0.20512820867884804,0.061465675891050724,0.2565861498316217,0.3032367028831659,0.008420312773909446,0.2777440587134251,0.3373360286434005,0.12939217330091318,0.3048906089292802,0.02289911239939816,0.053323080198943204,0.3246845840400232,-0.029589764213790896,0.07461880239390219]",0.37734607188519337,0.20671809055358642,0.04807504367787985,s30r01s_a41b0f020132d509,fill,15,1.0,True,,4.020879231922377,0.1884718366696989,0.29925604894273183,,,,[],22
s30r02s_e83395e25d243b67,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_a41b0f020132d509_balanced_e13_s0.5,real_tsc_sqp_step,"[-0.3828434518181103,0.29811250362187636,0.1426404246401969,0.23049999999999998,0.23049999999999995,0.05232499999999967,0.32269999999999927,0.32269999999999993,0.025249999999999988,0.36879999999999974,0.3687999999999998,0.08969999999999981,0.3688,0.04879999999999941,0.07789834672408412,0.36879999999999874,0.04879999999999851,0.06352161214208837]",0.37875718565061595,0.2073979018063759,0.04807504367787985,s30r01s_a41b0f020132d509,balanced,13,0.5,True,Optimization terminated successfully,3.3935294730143757,0.194845960146093,0.3678080632864915,0.03518886309421195,0.1194845960146093,0.08712272516292639,[],23
