candidate_id,phase,nominal_id,source_candidate_id,nominal_category,source_name,source_type,tail_vector,action_rms_pred,delta_action_rms_pred,repair_excess_rms_pred,sqp_center_candidate_id,sqp_profile,sqp_endpoint_step,sqp_step_scale,sqp_solver_success,sqp_solver_message,predicted_linear_objective,predicted_max_violation,predicted_sum_violation,predicted_position_box_m,predicted_endpoint_speed_m_per_s,predicted_late_speed_m_per_s,unavailable_jacobian_variables_frozen,population_index
s30r02s_5c06bc76b59d0d57,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_position_e15_s1.0,real_tsc_sqp_step,"[-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2709999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",0.38128983453440557,0.2084764939627096,0.04807504367787985,s30r01s_341150084ff015bd,position,15,1.0,True,Optimization terminated successfully,5.729520471550018,0.1608539070466133,0.1608539070466133,0.034825617211398395,0.05416311225046611,0.09395017313667917,[],0
s30r02s_b29c3a2aeadcf743,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_balanced_e15_s1.0,real_tsc_sqp_step,"[-0.3625934518181105,0.31836250362187624,0.14993042464019693,0.2709999999999993,0.27099999999999996,0.03814999999999995,0.3793999999999992,0.3794,0.1355,0.43359999999999954,0.43359999999999976,0.06539999999999992,0.4335999999999999,0.11359999999999956,0.1626,0.4335999999999991,0.045727214290415825,0.16259999999999988]",0.3812223009839496,0.20853285636356408,0.04807504367787985,s30r01s_341150084ff015bd,balanced,15,1.0,True,Optimization terminated successfully,3.6031029703361948,0.1608729595031686,0.1608729595031686,0.03482618878509506,0.05414414395500957,0.09394743972777041,[],1
s30r02s_be533d746ad58fa3,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_balanced_e14_s1.0,real_tsc_sqp_step,"[-0.3625934518181101,0.31836250362187624,0.14993042464019685,0.27099999999999985,0.27099999999999996,0.03814999999999995,0.3793999999999991,0.3794,0.1355,0.43359999999999954,0.43359999999999976,0.0653999999999999,0.4335999999999999,0.11359999999999956,0.1626,0.4335999999999991,0.03711960332157193,0.16259999999999988]",0.38121784715627943,0.2085480559792367,0.04807504367787985,s30r01s_341150084ff015bd,balanced,14,1.0,True,Optimization terminated successfully,3.4628249269979694,0.1608753757312975,0.1608753757312975,0.03482626127193893,0.09124150008338161,0.09561743192443216,[],2
s30r02s_a2990aed69da9796,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_balanced_e13_s1.0,real_tsc_sqp_step,"[-0.36259345181811015,0.3183625036218767,0.1499304246401969,0.271,0.27099999999999996,0.038149999999999996,0.37939999999999935,0.3793999999999998,0.13549999999999995,0.43359999999999965,0.43359999999999954,0.0653999999999999,0.43359999999999965,0.1135999999999989,0.1625999999999999,0.4335999999999991,0.0330228383484413,0.16259999999999988]",0.38121605242084744,0.20855592642777152,0.04807504367787985,s30r01s_341150084ff015bd,balanced,13,1.0,True,Optimization terminated successfully,3.2809637605650264,0.16087652572736522,0.2936236871321809,0.034826295771820955,0.11327471614048157,0.08418633647089441,[],3
s30r02s_cbfcb32c75cac6f2,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_balanced_e12_s1.0,real_tsc_sqp_step,"[-0.36259345181811015,0.3183625036218767,0.14993042464019685,0.271,0.2709999999999997,0.03815000000000009,0.379399999999999,0.3793999999999998,0.1355,0.4335999999999993,0.43359999999999943,0.0653999999999999,0.4335999999999999,0.11359999999999928,0.1625999999999998,0.4335999999999991,0.02296558279873804,0.16259999999999986]",0.3812125355271675,0.20857698757804935,0.04807504367787985,s30r01s_341150084ff015bd,balanced,12,1.0,True,Optimization terminated successfully,3.2334800596120137,0.16087934888280842,0.21996974855693296,0.03482638046648425,0.10590903996741247,0.0719217066836244,[],4
s30r02s_293e7ec9f15e6f77,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_damping_e15_s1.0,real_tsc_sqp_step,"[-0.362593451818112,0.3183625036218766,0.14993042464019693,0.271,0.2709999999999992,0.038150000000000336,0.37939999999999935,0.37939999999999946,0.1354999999999945,0.43359999999999965,0.4335999999999991,0.06540000000000004,0.4335999999999997,0.11359999999999906,0.1625999999999985,0.4335999999999985,-0.07578690014507808,0.1625999999999996]",0.3812451133631012,0.20891492398410047,0.04807504367787985,s30r01s_341150084ff015bd,damping,15,1.0,True,Optimization terminated successfully,3.9339339037562358,0.1609070695277086,0.1609070695277086,0.034827212085831255,0.05411123770210783,0.09394269988488392,[],5
s30r02s_7177fdf3fa9ddcb6,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_position_e15_s0.5,real_tsc_sqp_step,"[-0.3828434518181101,0.29811250362187647,0.1426404246401969,0.23049999999999982,0.23049999999999995,0.05232499999999998,0.3226999999999994,0.3227,0.11525,0.3687999999999996,0.36879999999999974,0.08969999999999993,0.36879999999999985,0.0487999999999995,0.13829999999999995,0.36879999999999913,0.04879999999999993,0.13829999999999987]",0.3790135493594071,0.207419321253376,0.04807504367787985,s30r01s_341150084ff015bd,position,15,0.5,True,Optimization terminated successfully,5.871174782963516,0.17379779685663999,0.18805726252257804,0.0352139339056992,0.06974602169458048,0.1014259465665938,[],6
s30r02s_ddddaa67819f28b6,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_balanced_e15_s0.5,real_tsc_sqp_step,"[-0.38284345181811025,0.2981125036218764,0.1426404246401969,0.23049999999999965,0.23049999999999995,0.05232499999999995,0.32269999999999927,0.32270000000000004,0.11525,0.3687999999999996,0.36879999999999974,0.08969999999999992,0.36879999999999985,0.04879999999999955,0.13829999999999998,0.36879999999999913,0.01486360714520792,0.13829999999999987]",0.3789999768337766,0.2074334851012536,0.04807504367787985,s30r01s_341150084ff015bd,balanced,15,0.5,True,Optimization terminated successfully,3.781554968685066,0.17380732308491775,0.18807375122804615,0.03521421969254753,0.06975007157581649,0.10142664281431285,[],7
s30r02s_d18d6d6cf24ed918,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_balanced_e14_s0.5,real_tsc_sqp_step,"[-0.3828434518181101,0.29811250362187647,0.14264042464019688,0.2304999999999999,0.23049999999999995,0.05232499999999995,0.3226999999999992,0.32270000000000004,0.11525,0.36879999999999963,0.36879999999999974,0.0896999999999999,0.36879999999999985,0.04879999999999955,0.13829999999999998,0.36879999999999913,0.010559801660785972,0.13829999999999987]",0.3789992894514914,0.20743730524822432,0.04807504367787985,s30r01s_341150084ff015bd,balanced,14,0.5,True,Optimization terminated successfully,3.606337658186729,0.1738085311989821,0.2009662715446221,0.03521425593596946,0.10202482099183459,0.10069095304272942,[],8
s30r02s_37aa856a701a2681,round_002_steps,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r01s_341150084ff015bd_balanced_e12_s0.5,real_tsc_sqp_step,"[-0.38284345181811014,0.29811250362187663,0.14264042464019688,0.23049999999999998,0.23049999999999982,0.05232500000000002,0.3226999999999992,0.3226999999999999,0.11525,0.36879999999999946,0.3687999999999996,0.0896999999999999,0.36879999999999985,0.04879999999999941,0.1382999999999999,0.36879999999999913,0.0034827913993690264,0.13829999999999987]",0.37899866512781155,0.20744457725438067,0.04807504367787985,s30r01s_341150084ff015bd,balanced,12,0.5,True,Optimization terminated successfully,3.3488697469596795,0.17381051777473755,0.2705884953884743,0.03521431553324213,0.10825091825902543,0.07323825344159371,[],9
