candidate_id,vector,source_name,source_type,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,predicted_terminal_velocity_m_per_s,predicted_late_velocity_rms_m_per_s,proposal_rank_score,population_index,generation
s21g007_0b291509e6d6e307,"[2.377578644922012,1.199789854092344,0.47988757453931286,1.1817136318569326,1.885565904481986,0.08919252639445775,-0.4326361513465118,1.9943257486495811,-0.292277479798058,-0.7866809951428025,-1.2486759521275528,0.29701704992437905,-0.29013832489399116,0.1082431839907378,0.13190421106449873]",stage2_1_best,anchor_best,2.9708793529990767,-0.026948238575822847,0.032708535069894504,872.9407247455747,0.04206108675412333,0.4540347534078743,0.24855397514262823,0.04293549084568858,0.03882668195855358,0.08953807326424001,3.544751572767657,0,7
s21g007_ed7b9122da42a390,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3521861759092953,-0.7507178132641703,-1.232439316850542,0.10960775102737819,-0.5330934518181093,0.13786250362187769,0.15155042464019666]",damped_archive_00,anchor_damped,2.9312646304664463,-0.027131438563498977,0.0320206809994279,990.5734890593885,0.04181650124692437,0.45468623930400776,0.24288408582246943,0.054948588357479136,0.031603697595938306,0.09091143453094644,3.503440190378036,1,7
s21g007_f17e3c68e27f126b,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3521861759092953,-0.7507178132641703,-1.3124393168505422,0.10960775102737819,-0.5330934518181093,0.2178625036218777,0.15155042464019666]",damped_archive_01,anchor_damped,2.9470470261752033,-0.02733159781100236,0.03208315362331078,995.1838564149075,0.041896250110358246,0.4564703741931021,0.24925105645346626,0.054948588357479136,0.029005381390024267,0.08840292597284685,3.4844729772469716,2,7
s21g007_ff49bc7ed6919835,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.1085331231245323,-0.3521861759092953,-0.7507178132641703,-1.3124393168505422,0.10960775102737819,-0.5330934518181093,0.13786250362187769,0.15155042464019666]",damped_archive_02,anchor_damped,2.935484795012667,-0.027195709409715385,0.03201803177754161,982.5018687631382,0.041808257658542784,0.45782122057709435,0.24872390088915475,0.06745816049329297,0.027563839567250684,0.0891704268373673,3.4789153052750743,3,7
s21g007_4ce7e14b93189c4e,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3171861759092953,-0.7507178132641703,-1.3124393168505422,0.10960775102737819,-0.5330934518181093,0.13786250362187769,0.15155042464019666]",damped_archive_03,anchor_damped,2.9428712381848228,-0.02729829077731083,0.03207816276348058,971.7179342932504,0.041875814574347366,0.45734965709736713,0.24862243966784645,0.04987542648257336,0.02953439827291405,0.08988573353364054,3.4985649930690728,4,7
s21g007_85004c6299276c7e,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3521861759092953,-0.7507178132641703,-1.3124393168505422,0.10960775102737819,-0.5330934518181093,0.13786250362187769,0.11655042464019666]",damped_archive_04,anchor_damped,2.948825834150839,-0.027357309963667586,0.032092205497815086,999.122064839732,0.04190356867346545,0.45671327945839113,0.2479732790780984,0.054948588357479136,0.028998548938106848,0.08911326998387177,3.4944342562380886,5,7
s21g007_f661a78e06256388,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3521861759092953,-0.7507178132641703,-1.3124393168505422,0.10960775102737819,-0.6130934518181093,0.13786250362187769,0.15155042464019666]",damped_archive_05,anchor_damped,2.9499643483374105,-0.02735032513347957,0.032118051366681236,983.8455628655684,0.04190818716994629,0.45838388730492996,0.24783076613464697,0.054948588357479136,0.030532544244438346,0.08937738147237939,3.5018331780946106,6,7
s21g007_cb35088283b2f3fa,"[2.3042454726258383,1.3610337371972356,0.5917237798713177,1.299693600319108,1.9062281990119636,0.07010286857804099,0.3345169240525309,2.0697669412449824,-0.31285028134325055,-1.0638751577512429,-0.8763911219162015,0.09226862284849133,-0.5559098183929537,-0.5834333898203607,0.2559250609521106]",precise_archive_00,anchor_precise,2.634978103800546,-0.026296665660282992,0.02885472794394292,855.1967332557688,0.04000939806907486,0.4694742564495096,0.21912200391775152,0.05525877149714941,0.10200132782166649,0.16677912339630144,4.807120524563471,7,7
s21g007_44618edf648952e5,"[2.2907659916368424,1.4280861443461872,0.5999884695114419,1.306447828835508,1.9203678434014757,0.036039323782357954,0.4128666268383139,2.119135508847497,-0.1220444200009079,-0.9952374168074853,-0.8652106481294333,-0.11294946701167877,-0.7763502628922807,-0.9563580157916196,-0.155449494830454]",precise_archive_01,anchor_precise,2.585204031139431,-0.025674885980001894,0.028722334066030572,1065.6281608798272,0.03971494347325998,0.48259964711050846,0.21938110688576667,0.04623214515736988,0.1394461470895378,0.19063254850066977,5.62793696458444,8,7
s21g007_cdf54a6aebd6eda4,"[2.351360822236186,1.3835230985406208,0.5795613651045682,1.1749451108653184,1.887875390511275,0.0555938642662445,0.7328489643541068,2.2816542699285525,0.09154759754946534,-1.4784137058262874,-0.6466472330157362,0.1732067555121919,-0.33367006570801744,-1.023466085808148,-0.2050683442352289]",precise_archive_02,anchor_precise,2.5812331076030253,-0.025486281081514406,0.028638576031821517,856.038494821838,0.039674120451756605,0.48703301545531613,0.236214697552564,0.07726490792344612,0.20079377764840553,0.23041266760804247,7.443217878210659,9,7
s21g007_225edd6e3d33bef7,"[2.3015033558846594,1.379102878757742,0.5880038737260482,1.3366167383094365,1.9390247241482184,0.08717550769579717,0.19770291593819778,2.0299688663392397,-0.22329205571691227,-0.8230376284718997,-1.1215047064850199,0.286733025350297,-0.6350785094004928,-0.03114746763643081,0.22186466760559798]",precise_archive_03,anchor_precise,2.664500651522497,-0.02667996326852562,0.02896866759085162,795.0471812427058,0.04019344872835013,0.46327970862856077,0.23327498443696446,0.04618553739834276,0.10620582238502914,0.1662547569763227,4.855931210440957,10,7
