stage,phase,candidate_id,nominal_id,source_candidate_id,nominal_category,source_name,source_type,control_vector,sqp_center_candidate_id,sqp_profile,sqp_endpoint_step,sqp_step_scale,sqp_request_index,sqp_solver_success,sqp_solver_message,predicted_linear_objective,predicted_max_violation,predicted_sum_violation,predicted_l2_violation,predicted_position_box_m,predicted_endpoint_speed_m_per_s,predicted_late_speed_m_per_s,trust_scale,trust_boundary_fraction,unavailable_jacobian_variables_frozen,population_index
Stage3.1,round_002_steps,s31r002s_50261cc6d326b7ff,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e12_s0.5,real_tsc_sqp_step,"[-0.24240157230012982,0.05099523013107089,0.2677845334359237,0.1697565481818899,0.8406328471752561,0.3362529246401969,0.7824534416557751,0.6234145968077806,0.042837517762197776,0.06342499999999945,0.06342499999999973,0.21886186690376186,0.0888999999999992,-0.22787542890172274,0.40545007445109055,0.08889999999999987,-0.6992839403217901,0.40211963326077776,-0.015106495011444399,-0.7203203134143992,0.41554561305255777]",s31r001s_8fd81934c26f4bed,balanced,12,0.5,0,True,Optimization terminated successfully,3.069625421435091,0.038888129388156445,0.038888129388156445,0.038888129388156445,0.031166643881644692,0.03378132309439137,0.04791206429918287,1.8225000000000002,0.5,[],0
Stage3.1,round_002_steps,s31r002s_1dec985196547c0f,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e12_s1.0,real_tsc_sqp_step,"[-0.16950157230012985,0.12389523013107087,0.2932995334359237,0.27910654818188996,0.9399031907286367,0.3745254246401969,0.643406883311551,0.4593895968077806,0.10206876776219775,-0.13705000000000056,-0.13705000000000028,0.2917618669037619,-0.1298000000000008,-0.44657542890172275,0.44587514890218116,-0.12980000000000014,-0.6661678806435796,0.3420142665215598,-0.11398556691083778,-0.7082406268287986,0.37125050736219384]",s31r001s_8fd81934c26f4bed,balanced,12,1.0,1,True,Optimization terminated successfully,3.0006014585521457,0.032958445442979656,0.032958445442979656,0.032958445442979656,0.03098875336328939,0.026009124342388064,0.04599113901722558,1.8225000000000002,1.0000000000000002,[],1
Stage3.1,round_002_steps,s31r002s_bb1a3f6dc519167f,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e12_s1.5,real_tsc_sqp_step,"[-0.09660157230012989,0.19679523013107086,0.31881453343592364,0.38845654818188996,1.0391735342820172,0.41279792464019693,0.504360324967327,0.2953645968077806,0.16130001776219774,-0.33752500000000063,-0.33752500000000035,0.3646618669037619,-0.3485000000000008,-0.6652754289017228,0.4863002233532717,-0.34850000000000014,-0.6330518209653692,0.2819088997823418,-0.21286463881023115,-0.6961609402431981,0.32695540167182985]",s31r001s_8fd81934c26f4bed,balanced,12,1.5,2,True,Optimization terminated successfully,2.9788125607180937,0.027028761497802867,0.027028761497802867,0.027028761497802867,0.030810862844934082,0.020683309713071012,0.04482309561262418,1.8225000000000002,1.5000000000000002,[],2
Stage3.1,round_002_steps,s31r002s_65c139f715ecc1ed,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e13_s0.5,real_tsc_sqp_step,"[-0.2424015723001298,0.05099523013107091,0.26778453343592373,0.1697565481818899,0.8455473583095212,0.3362529246401969,0.7830613730285881,0.6234145968077806,0.04283751776219777,0.06342499999999945,0.06342499999999973,0.21886186690376186,0.0888999999999992,-0.22787542890172277,0.41533558361979145,0.08889999999999984,-0.7066527177700389,0.3959025871267279,-0.0255073398240893,-0.7244924771103541,0.40952615453587254]",s31r001s_8fd81934c26f4bed,balanced,13,0.5,3,True,Optimization terminated successfully,2.991584779385998,0.03883381217660542,0.03883381217660542,0.03883381217660542,0.03116501436529816,0.03504022195524306,0.029755364157021288,1.8225000000000002,0.5000000000000001,[],3
Stage3.1,round_002_steps,s31r002s_0d23f91731781108,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e13_s1.0,real_tsc_sqp_step,"[-0.1695015723001298,0.1238952301310709,0.29329953343592374,0.27910654818188996,0.9497322129971668,0.3745254246401969,0.6446227460571772,0.4593895968077806,0.10206876776219775,-0.13705000000000056,-0.13705000000000028,0.2917618669037618,-0.1298000000000008,-0.4465754289017228,0.46564616723958285,-0.1298000000000002,-0.6809054355400772,0.32958017425346,-0.13478725653612758,-0.7165849542207086,0.3592115903288233]",s31r001s_8fd81934c26f4bed,balanced,13,1.0,4,True,Optimization terminated successfully,2.9101657254064808,0.032849811019877606,0.032849811019877606,0.032849811019877606,0.030985494330596327,0.03317440238163329,0.02579051432502593,1.8225000000000002,1.0000000000000002,[],4
Stage3.1,round_002_steps,s31r002s_6160caed4480ed33,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e13_s1.5,real_tsc_sqp_step,"[-0.0966015723001298,0.1967952301310709,0.3188145334359237,0.38845654818188996,1.0539170676848124,0.41279792464019693,0.5061841190857663,0.2953645968077806,0.1613000177621977,-0.33752500000000063,-0.33752500000000035,0.36466186690376184,-0.3485000000000008,-0.6652754289017229,0.5159567508593743,-0.34850000000000025,-0.6551581533101156,0.2632577613801921,-0.24406717324816585,-0.708677431331063,0.30889702612177405]",s31r001s_8fd81934c26f4bed,balanced,13,1.5,5,True,Optimization terminated successfully,2.8828322098020465,0.026865809863149792,0.026865809863149792,0.026865809863149792,0.03080597429589449,0.03259420219647568,0.023314286359051486,1.8225000000000002,1.5000000000000002,[],5
Stage3.1,round_002_steps,s31r002s_c89b3afcc7d1b468,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e14_s0.5,real_tsc_sqp_step,"[-0.24240157230012985,0.05099523013107088,0.26778453343592373,0.1697565481818899,0.8480576637511011,0.3362529246401969,0.7851296846417843,0.6234145968077806,0.042837517762197797,0.06342499999999948,0.06342499999999973,0.21886186690376186,0.08889999999999917,-0.2278754289017227,0.4163567049585263,0.0888999999999999,-0.7110683619664319,0.3847687499999958,-0.039800455322458364,-0.7272553069507138,0.3999541810485328]",s31r001s_8fd81934c26f4bed,balanced,14,0.5,6,True,Optimization terminated successfully,3.004071601552189,0.038797181352650645,0.038797181352650645,0.038797181352650645,0.031163915440579518,0.05291077883561377,0.039119938775042905,1.8225000000000002,0.5000000000000001,[],6
Stage3.1,round_002_steps,s31r002s_4e2446415c775835,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e14_s1.0,real_tsc_sqp_step,"[-0.1695015723001299,0.12389523013107084,0.29329953343592374,0.2791065481818899,0.9547528238803266,0.37452542464019684,0.6487593692835696,0.4593895968077805,0.10206876776219781,-0.1370500000000005,-0.13705000000000028,0.2917618669037619,-0.12980000000000086,-0.44657542890172264,0.46768840991705257,-0.12980000000000008,-0.6897367239328633,0.3073124999999959,-0.1633734875328657,-0.722110613901428,0.3400676433541439]",s31r001s_8fd81934c26f4bed,balanced,14,1.0,7,True,Optimization terminated successfully,2.9074525291407274,0.032776549371968056,0.032776549371968056,0.032776549371968056,0.03098329648115904,0.04011254402493954,0.031715814196017995,1.8225000000000002,1.0000000000000002,[],7
Stage3.1,round_002_steps,s31r002s_482ef48eb06b9ae3,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e14_s1.5,real_tsc_sqp_step,"[-0.09660157230012997,0.1967952301310708,0.3188145334359237,0.3884565481818899,1.061447984009552,0.4127979246401968,0.5123890539253548,0.2953645968077805,0.1613000177621978,-0.3375250000000005,-0.33752500000000035,0.3646618669037619,-0.3485000000000009,-0.6652754289017226,0.5190201148755789,-0.34850000000000003,-0.6684050858992947,0.22985624999999593,-0.28694651974327307,-0.7169659208521422,0.28018110565975496]",s31r001s_8fd81934c26f4bed,balanced,14,1.5,8,True,Optimization terminated successfully,2.8744201147103112,0.026755917391285244,0.026755917391285244,0.026755917391285244,0.03080267752173856,0.027405690037014693,0.025759539932320687,1.8225000000000002,1.5000000000000002,[],8
Stage3.1,round_002_steps,s31r002s_3383480d2d7d87b7,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s31r001s_8fd81934c26f4bed_balanced_e15_s0.5,real_tsc_sqp_step,"[-0.24240157230012976,0.05099523013107085,0.2677845334359237,0.1697565481818899,0.8323526560852946,0.3362529246401969,0.7912455080307262,0.6234145968077806,0.042837517762197797,0.06342499999999945,0.06342499999999973,0.21886186690376186,0.08889999999999917,-0.22787542890172277,0.36195617430380256,0.08889999999999987,-0.6812877809091055,0.3847687499999957,-0.054417011064416404,-0.7118601207761825,0.39332159175707226]",s31r001s_8fd81934c26f4bed,balanced,15,0.5,9,True,Optimization terminated successfully,2.9937338120825734,0.0374664731129668,0.0374664731129668,0.0374664731129668,0.031123994193389005,0.052766500987563456,0.044122423546593695,1.8225000000000002,0.5000000000000001,[],9
