candidate_id,vector,source_name,source_type,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,vector_digest,predicted_final3_box_max_error_m,predicted_terminal_velocity_m_per_s,predicted_late_velocity_rms_m_per_s,predicted_corner_max_violation,predicted_corner_sum_violation,proposal_rank_score,population_index,generation
s22g005_b034e7d0314c08d6,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2708519768972368,1.8064892748969636,0.1193371421788616,-0.3382991520551947,2.2899503817729636,-0.20279158593500526,-1.091143545737754,-1.4385882584692329,0.19401387007822168,-0.5685289086987542,-0.2135335047699112,-0.03454107915377853]",corner_archive_00,anchor_corner,2.9506016191143845,-0.027401396449582283,0.03216701990257141,910.9355442269407,0.04182166230295071,0.4811125546871861,0.2619869085620431,0.07461407105668431,v_b034e7d0314c08d6,0.031249399164651994,0.02356682513574039,0.10266890020100405,0.04164663882173314,0.06833564083177368,44.40957047119523,0,5
s22g005_54c30ebb7f0d4602,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.242849787353827,1.7997330678930357,0.1078284617050061,-0.3014638557833348,2.1760601716041026,-0.22562057149904513,-1.058672785812392,-1.4562157175476935,0.21003690441795672,-0.5972722134565953,-0.10576424338602372,0.01680324414797135]",corner_archive_01,anchor_corner,2.9541579728869825,-0.027615172557709178,0.032084375612082765,902.9642860621389,0.04186642979113267,0.47854834008497554,0.26217873295679467,0.05905042667784508,v_54c30ebb7f0d4602,0.031274834990698976,0.02275983045642779,0.09985527108080755,0.04249449968996588,0.04249449968996588,44.22382125729338,1,5
s22g005_7b0aab303f40c745,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.260005234942497,1.785660286921846,0.13358125403562732,-0.3824613495828374,2.197430148757632,-0.33131052265432653,-0.9135307129819165,-1.4398591074137583,0.18984711051340608,-0.6294257891487809,0.0306486940965105,0.04047750769184573]",corner_archive_02,anchor_corner,2.968785324233707,-0.027853857115896496,0.031931961554809776,947.8371311161063,0.041944359407957495,0.4716395599396997,0.25960912938093933,0.0789314972244249,v_7b0aab303f40c745,0.0312130370574964,0.024960122745232727,0.09899564796108215,0.04043456858321326,0.04043456858321326,42.08163917978413,2,5
s22g005_da81ee67066f0a3d,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2590421768972369,1.8182990748969636,0.1140883421788616,-0.31533565205519465,2.2669868817729637,-0.19295008593500526,-1.120668045737754,-1.409063758469233,0.18220407007822167,-0.5390044086987542,-0.2430580047699112,-0.022731279153778525]",corner_archive_03,anchor_corner,2.9445598166250857,-0.02725620514334981,0.032229618751647246,908.8782796188061,0.041796315886966875,0.4806748053577073,0.26018758889977656,0.0694325157325768,v_da81ee67066f0a3d,0.03126420951721992,0.023675543299453594,0.10312528164363663,0.04214031724066403,0.07339313367703015,45.10548818591148,3,5
s22g005_55ac80dad456bfb4,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2567016388816485,1.8421382546424367,0.11550245430710485,-0.29751446101718565,2.165267685656124,-0.2228072625939908,-1.0738137630666105,-1.4553222836363389,0.18856786365225925,-0.5899111401552009,-0.18704148122445732,0.028889362001502418]",corner_archive_04,anchor_corner,2.9514178946253695,-0.027511952820436725,0.032163897685173096,894.444934070114,0.04184399207168803,0.4800818301963391,0.26114955918719646,0.05765123349497787,v_55ac80dad456bfb4,0.031234573648792067,0.024979566296371027,0.10226293673090177,0.04115245495973552,0.06378182226875317,43.7332420294319,4,5
s22g005_89d222a7ea5c4cdd,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2562719768972368,1.8272252748969635,0.1272571421788616,-0.3609791520551947,2.203703381772964,-0.17095858593500526,-1.1210325457377541,-1.4240892584692328,0.23483787007822168,-0.6859789086987541,-0.19247350476991118,-0.04912107915377853]",damped_archive_00,anchor_damped,2.962125891261872,-0.027188864972961024,0.03257680731267713,890.5030478321605,0.041906715609769746,0.48418912699127076,0.26174896578162554,0.05676015280657911,v_89d222a7ea5c4cdd,0.031373495790528526,0.022632441315802113,0.09950559277535903,0.045783193017617574,0.045783193017617574,47.644141997234904,5,5
s22g005_b65dbd2d777a03f8,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.260005234942497,1.7620406869218461,0.13358125403562732,-0.42838834958283745,2.197430148757632,-0.3116275226543265,-0.9135307129819165,-1.3808101074137584,0.18984711051340608,-0.570376789148781,0.0306486940965105,0.06409710769184573]",damped_archive_01,anchor_damped,2.9714627558218654,-0.027682973059868665,0.03207919145965022,935.1703129128728,0.04198232940933689,0.46891442954547513,0.25682754942191516,0.07648521372134838,v_b65dbd2d777a03f8,0.03130576839993399,0.0233398211930003,0.09661694916358333,0.04352561333113325,0.04352561333113325,45.2963524919368,6,5
s22g005_326300007e2aef70,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2472323768972369,1.8064892748969636,0.1088395421788616,-0.3382991520551947,2.244023381772964,-0.20279158593500526,-1.150192545737754,-1.4385882584692329,0.17039427007822167,-0.5685289086987542,-0.2725825047699112,-0.03454107915377853]",damped_archive_02,anchor_damped,2.96552694722585,-0.02727894529794639,0.03251954856644201,919.0330054642473,0.04190884640577958,0.4835459810885972,0.26179314486176014,0.0669735676259408,v_326300007e2aef70,0.03139739242746199,0.018921087447074127,0.09799506447991752,0.0465797475820664,0.0465797475820664,48.47259275482132,7,5
s22g005_fc29a0a4a8f8207e,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.248195434942497,1.773850486921846,0.12833245403562732,-0.4054248495828374,2.220393648757632,-0.32146902265432653,-0.8840062129819165,-1.4103346074137584,0.2016569105134061,-0.5999012891487809,0.06017319409651051,0.05228730769184573]",precise_archive_00,anchor_precise,2.9709388517547453,-0.02773297032363431,0.03201368433664291,940.8463578580813,0.041968655723858925,0.4688170385268849,0.25844792316448784,0.08131329131199051,v_fc29a0a4a8f8207e,0.031286681612947766,0.023789164107426368,0.09707896414517353,0.04288938709825896,0.04288938709825896,44.63467197070686,8,5
s22g005_00d9c3b5be4ed925,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.2301591838112993,1.790344966208752,0.12462755070439314,-0.3520412179701483,2.195619167017864,-0.2992835605670293,-0.9624851146112575,-1.412281801697162,0.18355487000686582,-0.6263706082077115,0.00310367240276648,0.05003729433648711]",precise_archive_02,anchor_precise,2.96111183918588,-0.027563420781315906,0.03210602269721334,939.6870225583189,0.0419090734069643,0.4724328367660315,0.25815737191772964,0.07361720695381783,v_00d9c3b5be4ed925,0.03127813923757089,0.022470772520135934,0.0986234522804477,0.042604641252363074,0.042604641252363074,44.33843802084945,9,5
