pair_id,history_member,target_id,actual_delay_steps,actual_slew_scale,probe_id,signed_member_count,response_available,baseline_initial_state_exact,even_velocity_rmse_m_per_s,even_position_rmse_m,even_ip_rmse_A,central_symmetry_pass,first_effect_state
p9_q2_a0p750_gap2_settle4,minus_first,RZ_p10_m10,0,1.0,persistent_braking_step_mode1,2,True,True,0.0005881988478242975,5.4308362257482674e-05,1.202387787475298,True,17
p9_q2_a0p750_gap2_settle4,minus_first,RZ_p10_m10,0,1.0,persistent_braking_step_mode2,2,True,True,0.00022707213395236576,1.3549842627274886e-05,1.285578534048523,True,17
p9_q2_a0p750_gap2_settle4,minus_first,RZ_p10_m10,2,0.9,persistent_transport_step_mode0,2,True,True,0.0004622010639762853,4.802512360422387e-05,1.465767135627885,True,3
p9_q2_a0p750_gap2_settle4,minus_first,RZ_p10_m10,2,0.9,persistent_transport_step_mode1,2,True,True,0.0008894333668233144,2.63719001193446e-05,1.2121676789432514,True,3
p9_q2_a0p750_gap2_settle4,minus_first,RZ_p10_m10,2,0.9,persistent_transport_step_mode2,2,True,True,0.0006537527228485444,4.088907656575681e-05,2.413721623538503,True,3
p9_q2_a0p750_gap2_settle4,minus_first,RZ_p10_m10,2,0.9,persistent_braking_step_mode0,2,True,True,0.0015366917770443887,4.0505665805219855e-05,1.8502465384811915,True,17
p9_q2_a0p750_gap2_settle4,minus_first,RZ_p10_m10,2,0.9,persistent_braking_step_mode1,2,True,True,0.0008580616055605477,1.8180440179291768e-05,1.2868818534090962,True,17
p9_q2_a0p750_gap2_settle4,minus_first,RZ_p10_m10,2,0.9,persistent_braking_step_mode2,2,True,True,0.0006971905259431558,2.276905386218008e-05,1.0545583251309916,True,17
p9_q2_a0p750_gap2_settle4,minus_first,nominal,0,1.0,persistent_transport_step_mode0,2,True,True,0.0005021919263060384,5.837516501764361e-05,0.9293941341622899,True,3
p9_q2_a0p750_gap2_settle4,minus_first,nominal,0,1.0,persistent_transport_step_mode1,2,True,True,0.0003868572576753254,2.1396082726970175e-05,0.8178213368839881,True,3
p9_q2_a0p750_gap2_settle4,minus_first,nominal,0,1.0,persistent_transport_step_mode2,2,True,True,0.000412392443483199,4.946628643080056e-05,1.2786936280343553,True,3
p9_q2_a0p750_gap2_settle4,minus_first,nominal,0,1.0,persistent_braking_step_mode0,2,True,True,0.000486626524839289,4.253976391939964e-05,1.151597331140184,True,17
p9_q2_a0p750_gap2_settle4,minus_first,nominal,0,1.0,persistent_braking_step_mode1,2,True,True,0.00020147968461678415,3.0277975597186423e-05,1.1466912594118148,True,17
p9_q2_a0p750_gap2_settle4,minus_first,nominal,0,1.0,persistent_braking_step_mode2,2,True,True,0.0002509722313030511,1.575335225673283e-05,1.0758279038719987,True,17
p9_q2_a0p750_gap2_settle4,minus_first,nominal,2,0.9,persistent_transport_step_mode0,2,True,True,0.00043164700458779527,3.3555653206082716e-05,1.1674842532396867,True,3
p9_q2_a0p750_gap2_settle4,minus_first,nominal,2,0.9,persistent_transport_step_mode1,2,True,True,0.0005091954862464279,3.7113807989680136e-05,0.9913774600957602,True,3
p9_q2_a0p750_gap2_settle4,minus_first,nominal,2,0.9,persistent_transport_step_mode2,2,True,True,0.00046712438370394104,5.139774814838625e-05,1.0426097622573038,True,3
p9_q2_a0p750_gap2_settle4,minus_first,nominal,2,0.9,persistent_braking_step_mode0,2,True,True,0.0001563497450458617,7.256385572984088e-06,0.5610292993295253,True,17
p9_q2_a0p750_gap2_settle4,minus_first,nominal,2,0.9,persistent_braking_step_mode1,2,True,True,0.00024088755437685517,1.131971484566635e-05,0.995115352387579,True,17
p9_q2_a0p750_gap2_settle4,minus_first,nominal,2,0.9,persistent_braking_step_mode2,2,True,True,0.000222190441628881,8.491334430326216e-06,0.7454663507312975,True,17
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,0,1.0,persistent_transport_step_mode0,2,True,True,0.0006709880563016623,8.725160092296682e-05,0.8968186174781441,True,3
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,0,1.0,persistent_transport_step_mode1,2,True,True,0.00018830120968771184,1.512107766748388e-05,0.919071893157171,True,3
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,0,1.0,persistent_transport_step_mode2,2,True,True,0.00013304592608657931,1.0993799822514046e-05,0.9173763153175473,True,3
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,0,1.0,persistent_braking_step_mode0,2,True,True,0.0006019111275609966,4.529565407778194e-05,1.6642020980523082,True,17
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,0,1.0,persistent_braking_step_mode1,2,True,True,0.0005097558775389898,3.2216543422030246e-05,1.9917719691049056,True,17
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,0,1.0,persistent_braking_step_mode2,2,True,True,0.0002403489816379417,3.268855295412249e-05,1.1031000722899809,True,17
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,2,0.9,persistent_transport_step_mode0,2,True,True,0.00035208212924857054,2.1174496251564866e-05,0.8778009425190163,True,3
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,2,0.9,persistent_transport_step_mode1,2,True,True,0.0002410480404254913,2.186256460961643e-05,0.7257909086458819,True,3
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,2,0.9,persistent_transport_step_mode2,2,True,True,0.00030535975259848814,1.1183969447140914e-05,1.0252998999527208,True,3
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,2,0.9,persistent_braking_step_mode0,2,True,True,0.00047552772603457215,1.682524393192715e-05,0.7043146697117331,True,17
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,2,0.9,persistent_braking_step_mode1,2,True,True,0.0004790430957797461,2.0292373574311867e-05,0.8435808467476951,True,17
p9_q2_a0p750_gap2_settle4,plus_first,RZ_p10_m10,2,0.9,persistent_braking_step_mode2,2,True,True,0.0006139049166191265,1.8161485841607516e-05,1.2063099434662248,True,17
p9_q2_a0p750_gap2_settle4,plus_first,nominal,0,1.0,persistent_transport_step_mode0,2,True,True,0.0004526675092419735,2.905046451904818e-05,1.3454331232606167,True,3
p9_q2_a0p750_gap2_settle4,plus_first,nominal,0,1.0,persistent_transport_step_mode1,2,True,True,0.0002801812559443874,1.8995849582774188e-05,1.3114261297541334,True,3
p9_q2_a0p750_gap2_settle4,plus_first,nominal,0,1.0,persistent_transport_step_mode2,2,True,True,0.0002830923705519148,2.2671663487448786e-05,1.144545966839102,True,3
p9_q2_a0p750_gap2_settle4,plus_first,nominal,0,1.0,persistent_braking_step_mode0,2,True,True,0.00043070498022244755,1.803643109264858e-05,1.5930912483093709,True,17
p9_q2_a0p750_gap2_settle4,plus_first,nominal,0,1.0,persistent_braking_step_mode1,2,True,True,0.0006245517848283001,1.8068106836934804e-05,2.3427780884593554,True,17
p9_q2_a0p750_gap2_settle4,plus_first,nominal,0,1.0,persistent_braking_step_mode2,2,True,True,0.0003881585079320715,2.0649728273683535e-05,1.1382507183372599,True,17
p9_q2_a0p750_gap2_settle4,plus_first,nominal,2,0.9,persistent_transport_step_mode0,2,True,True,0.0007425308122672158,3.9089570007326514e-05,0.9889042861608549,True,3
p9_q2_a0p750_gap2_settle4,plus_first,nominal,2,0.9,persistent_transport_step_mode1,2,True,True,0.000685843817236792,4.5491580232887794e-05,0.908832926408805,True,3
p9_q2_a0p750_gap2_settle4,plus_first,nominal,2,0.9,persistent_transport_step_mode2,2,True,True,0.0006923743866933505,6.323841148634582e-05,1.0122709884264396,True,3
p9_q2_a0p750_gap2_settle4,plus_first,nominal,2,0.9,persistent_braking_step_mode0,2,True,True,0.00018946798985591804,1.283523675254724e-05,0.8547327203497059,True,17
p9_q2_a0p750_gap2_settle4,plus_first,nominal,2,0.9,persistent_braking_step_mode1,2,True,True,0.00022274716056379054,8.30611887103236e-06,0.7189470080382702,True,17
p9_q2_a0p750_gap2_settle4,plus_first,nominal,2,0.9,persistent_braking_step_mode2,2,True,True,0.00010388407483928169,7.931718732117712e-06,0.5019664763533678,True,17
