stage,phase,candidate_id,nominal_id,source_candidate_id,nominal_category,source_name,source_type,control_vector,probe_center_candidate_id,probe_center_nominal_id,probe_variable_index,probe_sign,probe_requested_delta,probe_actual_delta,probe_scheme,population_index
Stage3.1,round_001_probes,s31r001p_64765e9d65ff76ac,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5109999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,7,-1,0.03,-0.030000000000000027,two_sided,14
Stage3.1,round_001_probes,s31r001p_3edc51d6c0759c81,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.571,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,7,1,0.03,0.030000000000000027,two_sided,15
Stage3.1,round_001_probes,s31r001p_429e4b7113bc317d,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.07034999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,8,-1,0.011,-0.011000000000000003,two_sided,16
Stage3.1,round_001_probes,s31r001p_beeb5c60e267baa0,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.048349999999999976,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,8,1,0.011,0.011000000000000003,two_sided,17
Stage3.1,round_001_probes,s31r001p_c64a8d99ed358306,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.6693999999999993,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,9,-1,0.04,-0.040000000000000036,two_sided,18
Stage3.1,round_001_probes,s31r001p_e3e175f8c5157ce4,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7493999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,9,1,0.04,0.040000000000000036,two_sided,19
Stage3.1,round_001_probes,s31r001p_41b5fb1b8d43c090,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.6693999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,10,-1,0.04,-0.040000000000000036,two_sided,20
Stage3.1,round_001_probes,s31r001p_ebb2ac2cdbf91c4f,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7493999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,10,1,0.04,0.040000000000000036,two_sided,21
Stage3.1,round_001_probes,s31r001p_97029825d7187225,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2415,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,11,-1,0.014,-0.014000000000000012,two_sided,22
Stage3.1,round_001_probes,s31r001p_9aa5ce49e32c04a5,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2695,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,11,1,0.014,0.014000000000000012,two_sided,23
Stage3.1,round_001_probes,s31r001p_fb5d345136291056,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7435999999999988,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,12,-1,0.05,-0.050000000000000044,two_sided,24
Stage3.1,round_001_probes,s31r001p_99d3a15835596a9e,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.8435999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,12,1,0.05,0.050000000000000044,two_sided,25
Stage3.1,round_001_probes,s31r001p_0417609a0d22977f,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.42682457109827726,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,13,-1,0.05,-0.04999999999999999,two_sided,26
Stage3.1,round_001_probes,s31r001p_b178b448d418d8a5,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.5268245710982773,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,13,1,0.05,0.050000000000000044,two_sided,27
Stage3.1,round_001_probes,s31r001p_1a6f60148cc7d37e,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.17489999999999997,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,14,-1,0.018,-0.017999999999999988,two_sided,28
Stage3.1,round_001_probes,s31r001p_1f83ee3ed172f547,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.21089999999999995,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,14,1,0.018,0.017999999999999988,two_sided,29
Stage3.1,round_001_probes,s31r001p_5f1def56d688b092,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7435999999999998,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,15,-1,0.05,-0.050000000000000044,two_sided,30
Stage3.1,round_001_probes,s31r001p_2930e1ef4c7ac19f,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.8435999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,15,1,0.05,0.050000000000000044,two_sided,31
Stage3.1,round_001_probes,s31r001p_d592e2711bdc7157,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.29640000000000055,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,16,-1,0.05,-0.05000000000000002,two_sided,32
Stage3.1,round_001_probes,s31r001p_7331d13008c4d09a,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.19640000000000052,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,16,1,0.05,0.05000000000000002,two_sided,33
Stage3.1,round_001_probes,s31r001p_c73f5a91279f482c,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2720999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,17,-1,0.018,-0.018000000000000016,two_sided,34
Stage3.1,round_001_probes,s31r001p_17c044691baab84d,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.30809999999999993,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,17,1,0.018,0.018000000000000016,two_sided,35
Stage3.1,round_001_probes,s31r001p_0f662608856f10b6,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v18_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5197725768879485,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,18,-1,0.05,-0.050000000000000044,two_sided,36
Stage3.1,round_001_probes,s31r001p_80d0d548895ef9ae,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v18_p,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.6197725768879486,-0.24640000000000015,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,18,1,0.05,0.050000000000000044,two_sided,37
Stage3.1,round_001_probes,s31r001p_4ddbc3f6c6e8d99f,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v19_m,real_tsc_fd_probe,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.29640000000000016,0.2877157187429291]",s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,19,-1,0.05,-0.05000000000000002,two_sided,38
