stage,generation,candidate_id,population_index,source_name,source_type,linear_prefilter_score,proposal_rank_score,parameter_vector,validation_id,predicted_final3_box_max_error_m,predicted_terminal_velocity_m_per_s,predicted_late_velocity_rms_m_per_s,predicted_corner_max_violation,predicted_corner_sum_violation,candidate_label,candidate_n_modes,candidate_target_fraction,sequence_scale,success,failure_reason,n_trajectory_steps,terminal_R_error_m,terminal_Z_error_m,terminal_Ip_error_A,terminal_RZ_euclidean_error_m,terminal_RZ_box_max_error_m,terminal_normalized_RZ_distance,min_normalized_RZ_distance,min_normalized_RZ_distance_after_step0,min_RZ_euclidean_error_after_step0_m,closest_step_after_step0,closest_velocity_after_step0_m_per_s,relative_distance_reduction,relative_distance_reduction_after_step0,first_step_within_2x_RZ_only,first_step_within_1x_RZ_only,first_step_within_2x,first_step_within_1x,first_step_after_step0_within_2x,first_step_after_step0_within_1x,terminal_within_2x_RZ_only,terminal_within_1x_RZ_only,terminal_within_2x,terminal_within_1x,gate_ip_tolerance_A,terminal_Ip_safe,late_Ip_safe_fraction,late_fraction_within_2x,late_fraction_within_1x,late_R_rms_m,late_Z_rms_m,late_RZ_euclidean_rms_m,terminal_velocity_m_per_s,max_velocity_m_per_s,late_velocity_mean_m_per_s,late_velocity_rms_m_per_s,max_current_utilization,wall_time_s,first_step_after_step0_within_30mm,ever_after_step0_within_30mm,terminal_within_30mm,late_fraction_within_30mm,longest_streak_after_step0_within_30mm_steps,trailing_streak_within_30mm_steps,first_step_after_step0_within_40mm,ever_after_step0_within_40mm,terminal_within_40mm,late_fraction_within_40mm,longest_streak_after_step0_within_40mm_steps,trailing_streak_within_40mm_steps,first_step_after_step0_within_80mm,ever_after_step0_within_80mm,terminal_within_80mm,late_fraction_within_80mm,longest_streak_after_step0_within_80mm_steps,trailing_streak_within_80mm_steps,gate_tier,gate_label,strict_gate_pass,relaxed_gate_pass,terminal_RZ_reduction_vs_zero_action_fraction,continuous_objective,selection_score,position_excess_objective,velocity_excess_objective,precise_streak_deficit,action_rms,delta_action_rms,repair_excess_rms,stage2_legacy_selection_score,stage2_legacy_continuous_objective,stage2_2_final3_box_errors_m,stage2_2_final3_box_max_error_m,stage2_2_final3_box_mean_error_m,stage2_2_terminal_box_error_m,stage2_2_final3_R_abs_max_error_m,stage2_2_final3_Z_abs_max_error_m,stage2_2_position_violation,stage2_2_terminal_speed_violation,stage2_2_late_speed_violation,stage2_2_ip_violation,stage2_2_max_violation,stage2_2_sum_violation,stage2_2_l2_violation,stage2_2_quality,stage2_2_selection_score,generation_rank,source_stage,source_run,source_generation_group,vector,vector_digest,result_relative_path
Stage2.2,2,s22g002_564cf51c5ccd4c4e,15,probe_c0_h09_p,multi_center_probes,2.939526961850029,50.44925111777912,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2459201768972368,1.8051770748969636,0.1082563421788616,-0.34085065205519466,2.2925018817729637,-0.18201508593500526,-1.087863045737754,-1.376258758469233,0.19532607007822167,-0.5061994086987542,-0.2102530047699112,-0.009609279153778526]",s22g002_564cf51c5ccd4c4e,0.03144391710712959,0.024628483456332936,0.10091015700250351,0.0481305702376531,0.05723214026268808,,,,,True,,11,-0.02742756099999999,0.0305400152,696.1556000000019,0.04104830850138592,0.0305400152,1.3682769500461973,0.5817437020072838,0.7819332053556993,0.02345799616067098,1,0.6279867362113741,0.0,-0.3441197603990719,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027658152826923323,0.031130324811443736,0.04164217262179576,0.01821838525801873,0.6492809669928203,0.09116334465939979,0.10265679007494848,0.41465,267.05487275123596,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5272569972886836,4038.5137463249266,1004038.5137463249,0.002145860962210581,0.0007058533502344742,1.0,0.47774176389020967,0.258790104601507,0.07200500556693265,3000038.8575268155,38.857526815614754,"[0.0311195788,0.0303580888,0.0305400152]",0.0311195788,0.030672560933333332,0.0305400152,0.027708202000000015,0.0311195788,0.03731929333333328,0.0,0.026567900749484785,0.0,0.03731929333333328,0.06388719408281807,0.0458102936591095,5.225343001336037,1004038.5137463249,1,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2459201768972368,1.8051770748969636,0.1082563421788616,-0.34085065205519466,2.2925018817729637,-0.18201508593500526,-1.087863045737754,-1.376258758469233,0.19532607007822167,-0.5061994086987542,-0.2102530047699112,-0.009609279153778526]",v_564cf51c5ccd4c4e,
Stage2.2,2,s22g002_947d11cac5feee4f,33,probe_c2_h04_p,multi_center_probes,2.9618309867542885,43.151187117621674,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.235073434942497,1.8161324869218463,0.12250045403562732,-0.32320984958283744,2.194878648757632,-0.3348340226543265,-0.9168112129819165,-1.4504296074137586,0.21477891051340608,-0.5598062891487809,0.09297819409651051,0.06832530769184574]",s22g002_947d11cac5feee4f,0.031243891407915985,0.028147552797767615,0.09994936078014723,0.04146304693053282,0.04146304693053282,,,,,True,,11,-0.028114795999999997,0.030285467,724.3685000000005,0.0413237373131921,0.030285467,1.3774579104397366,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.028002245601377602,0.03106038749282988,0.04181953407110862,0.026004917512699767,0.6494430965163749,0.09365364188142587,0.10335964782984194,0.41455,270.36744260787964,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.524084953219631,4110.641640211805,1004110.6416402118,0.0021189968941586904,0.0011287233540561573,1.0,0.46933216488745877,0.2608485036411678,0.07865825523870638,3000039.0967151327,39.0967151326295,"[0.0311309159,0.0302857688,0.030285467]",0.0311309159,0.030567383899999998,0.030285467,0.028114795999999997,0.0311309159,0.03769719666666682,0.0,0.033596478298419274,0.0,0.03769719666666682,0.0712936749650861,0.050495564068356674,5.251709616372763,1004110.6416402118,2,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.235073434942497,1.8161324869218463,0.12250045403562732,-0.32320984958283744,2.194878648757632,-0.3348340226543265,-0.9168112129819165,-1.4504296074137586,0.21477891051340608,-0.5598062891487809,0.09297819409651051,0.06832530769184574]",v_947d11cac5feee4f,
Stage2.2,1,s22g001_e7867931b32c3a50,25,probe_c1_h11_p,multi_center_probes,2.931989674530063,51.72276360006642,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2313401768972367,1.8197570748969636,0.1017763421788616,-0.31250065205519467,2.2641518817729636,-0.16986508593500527,-1.1243130457377541,-1.3398087584692329,0.20990607007822168,-0.5426494086987542,-0.1738030047699112,-0.024189279153778526]",s22g001_e7867931b32c3a50,0.031471229104557276,0.026012323887996933,0.10172708686333883,0.049040970151909224,0.06631183878529745,,,,,True,,11,-0.027195579999999997,0.0305993209,703.2738000000027,0.040937977613428544,0.0305993209,1.3645992537809515,0.5817437020072838,0.7819332053556993,0.02345799616067098,1,0.6279867362113741,0.0,-0.3441197603990719,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027526226292183237,0.031163960378957706,0.041579869653351795,0.022308996880408334,0.6493183822112883,0.09240294721537548,0.10303488188646727,0.41455,281.1035053730011,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5285276502624356,4134.26152562676,1004134.2615256268,0.0022141411124952212,0.0009210508064807048,1.0,0.4778043992820854,0.2573830546892362,0.06558217933974088,3000038.8796804743,38.8796804745003,"[0.0311419994,0.0303911549,0.0305993209]",0.0311419994,0.03071082506666667,0.0305993209,0.027617522000000005,0.0311419994,0.03806664666666659,0.0,0.030348818864672555,0.0,0.03806664666666659,0.06841546553133915,0.04868388229101643,5.251114543764836,1004134.2615256268,1,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2001,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2313401768972367,1.8197570748969636,0.1017763421788616,-0.31250065205519467,2.2641518817729636,-0.16986508593500527,-1.1243130457377541,-1.3398087584692329,0.20990607007822168,-0.5426494086987542,-0.1738030047699112,-0.024189279153778526]",v_e7867931b32c3a50,
Stage2.2,2,s22g002_e33cefea4f73febd,25,probe_c1_h15_p,multi_center_probes,2.948690171856135,47.62388604974742,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2459201768972368,1.8375770748969635,0.1096963421788616,-0.2841506520551947,2.1728018817729637,-0.15771508593500527,-1.087863045737754,-1.457258758469233,0.19532607007822167,-0.5871994086987542,-0.21835300476991118,-0.03876927915377852]",s22g002_e33cefea4f73febd,0.0313359696845426,0.02856898201017887,0.10320195854304666,0.04453232281808672,0.07655190824855329,,,,,True,,11,-0.02775580700000002,0.030488153,699.613400000002,0.04122999267005343,0.030488153,1.3743330890017809,0.5817437020072838,0.7819332053556993,0.02345799616067098,1,0.6279867362113741,0.0,-0.3441197603990719,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027804367812758905,0.031078109939534804,0.04170050103872848,0.025086193108163388,0.6493220642118115,0.09330926344780188,0.10382241275407618,0.41455,274.9801859855652,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5251645866004798,4174.237675049226,1004174.2376750492,0.0020417954597909747,0.0014610839262524222,1.0,0.48131645019040115,0.2626323317823038,0.049419521032238185,3000039.051625743,39.05162574302738,"[0.0310618229,0.0302881029,0.030488153]",0.0310618229,0.030612692933333335,0.030488153,0.027779336000000043,0.0310618229,0.03539409666666682,0.0,0.038224127540761765,0.0,0.038224127540761765,0.07361822420742858,0.052094395140953285,5.257629002331238,1004174.2376750492,6,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2459201768972368,1.8375770748969635,0.1096963421788616,-0.2841506520551947,2.1728018817729637,-0.15771508593500527,-1.087863045737754,-1.457258758469233,0.19532607007822167,-0.5871994086987542,-0.21835300476991118,-0.03876927915377852]",v_e33cefea4f73febd,
Stage2.2,2,s22g002_451695ed87194df1,91,random_corner_parent_10_0016,random_local,2.9716137589243146,50.117075706162645,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2129012741380463,1.857875911128201,0.12514826012760719,-0.2610117132974373,2.1361005007462848,-0.18717373009821484,-1.0998112039622248,-1.5006008901399766,0.24049537253686656,-0.6978852568629343,-0.29296024383547853,0.005142363450016958]",s22g002_451695ed87194df1,0.03143724475392101,0.026765606632792524,0.10065718691494581,0.047908158464033734,0.0544800276134918,,,,,True,,11,-0.02775176700000004,0.0307303615,651.3685000000005,0.04140671068248447,0.0307303615,1.380223689416149,0.5817437020072838,0.7819332053556993,0.02345799616067098,1,0.6279867362113741,0.0,-0.3441197603990719,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027731577522527317,0.031220574474850788,0.0417584082841725,0.03626705301909927,0.6493060702971191,0.09325412924557823,0.10169755309262851,0.41435,274.887065410614,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5231293698795032,4160.915921518346,1004160.9159215183,0.0023239072663383247,0.0002881686502292626,1.0,0.4858931847107074,0.26321787461895624,0.047822142067667356,3000039.1073324056,39.107332405446996,"[0.0311669175,0.0304393235,0.0307303615]",0.0311669175,0.0307788675,0.0307303615,0.02775176700000004,0.0311669175,0.038897249999999994,0.0,0.01697553092628512,0.0,0.038897249999999994,0.055872780926285115,0.04244013086445143,5.25966694868267,1004160.9159215183,5,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2129012741380463,1.857875911128201,0.12514826012760719,-0.2610117132974373,2.1361005007462848,-0.18717373009821484,-1.0998112039622248,-1.5006008901399766,0.24049537253686656,-0.6978852568629343,-0.29296024383547853,0.005142363450016958]",v_451695ed87194df1,
Stage2.2,2,s22g002_4bf65c2306ecd53c,42,corner_local_0042,corner_local,2.9393810021710847,46.77782179180584,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2259766624156636,1.8395271280914107,0.0921361934331632,-0.2883660344731758,2.085193122754147,-0.2786729106615577,-0.917933107741329,-1.3465078733402684,0.14381649860258183,-0.5611756566600434,0.004026442995995944,0.07873312732028503]",s22g002_4bf65c2306ecd53c,0.03133737732358349,0.02997863091527015,0.10096503524389056,0.04457924411944991,0.054229596558355464,,,,,True,,11,-0.02784915099999996,0.0302542538,750.5994000000028,0.04112049470052146,0.0302542538,1.3706831566840485,0.5817437020072838,0.7819332053556993,0.02345799616067098,1,0.6279867362113741,0.0,-0.3441197603990719,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027844791751679348,0.031078824949248067,0.041727997650503126,0.01784088354346888,0.6493154129784205,0.09243387026709125,0.10363302741744718,0.41455,255.3384132385254,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5264256470630707,4266.5180099172285,1004266.5180099172,0.00220924469556007,0.0013198888215922903,1.0,0.46586104567293557,0.25195470752974797,0.05303038907497133,3000038.976946737,38.976946737138164,"[0.0311719068,0.0302992784,0.0302542538]",0.0311719068,0.03057514633333333,0.0302542538,0.02784915099999996,0.0311719068,0.03906356,0.0,0.036330274174471766,0.0,0.03906356,0.07539383417447176,0.05334651386422443,5.240159355067453,1004266.5180099172,11,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2259766624156636,1.8395271280914107,0.0921361934331632,-0.2883660344731758,2.085193122754147,-0.2786729106615577,-0.917933107741329,-1.3465078733402684,0.14381649860258183,-0.5611756566600434,0.004026442995995944,0.07873312732028503]",v_4bf65c2306ecd53c,
Stage2.2,2,s22g002_09f0c41cdd062f43,37,corner_local_0061,corner_local,2.9412437006871497,44.65817065878984,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.2274739633781768,1.8230070059463597,0.11445009368617046,-0.329582835034666,2.128577568685717,-0.3254242695616125,-0.8951940869324934,-1.3233800215033162,0.17911253259486953,-0.5909376008441549,0.011416648271764371,0.1195387353248943]",s22g002_09f0c41cdd062f43,0.0312698916202266,0.0311425219894801,0.10151462180148509,0.04232972067422014,0.05747593868907086,,,,,True,,11,-0.02783086300000004,0.0302503437,720.468200000003,0.04110523359978509,0.0302503437,1.3701744533261697,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027858689508804983,0.03107698819510154,0.041735905122885275,0.015441623481838702,0.649433401847587,0.09157478369901935,0.10319415917700772,0.41455,262.56960940361023,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5266014053062283,4251.039791024057,1004251.039791024,0.0021987797538671637,0.001020265284806261,1.0,0.4657513272414389,0.2504016405404047,0.06696628757998095,3000038.9274191363,38.92741913620111,"[0.0311733319,0.030302928,0.0302503437]",0.0311733319,0.030575534533333334,0.0302503437,0.02783086300000004,0.0311733319,0.03911106333333336,0.0,0.03194159177007716,0.0,0.03911106333333336,0.07105265510341052,0.050496936143396606,5.225901133684614,1004251.039791024,10,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.2274739633781768,1.8230070059463597,0.11445009368617046,-0.329582835034666,2.128577568685717,-0.3254242695616125,-0.8951940869324934,-1.3233800215033162,0.17911253259486953,-0.5909376008441549,0.011416648271764371,0.1195387353248943]",v_09f0c41cdd062f43,
Stage2.2,2,s22g002_fd6390d270aba8bf,61,bridge_d09_p03_c22_061,boundary_bridge,2.9348596857331004,44.53857441240875,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.2108901095803615,1.832764589101613,0.11152368360079286,-0.2928269989637383,2.125129954171974,-0.29179750045288266,-0.9123744464281048,-1.382424012345993,0.17747097397137432,-0.5571445558726417,0.10427164738018116,0.08422257537484434]",s22g002_fd6390d270aba8bf,0.03126262507396376,0.030177472130436186,0.1018455581286857,0.04208750246545878,0.06054308375231576,,,,,True,,11,-0.027824454,0.030260542,734.957400000003,0.041108401118650675,0.030260542,1.370280037288356,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027821715701251363,0.031083555765397095,0.04171612761968454,0.01765820029005554,0.6494354233070391,0.09224653125195158,0.10348700135237367,0.41445,271.7249529361725,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5265649257913754,4272.3047909479355,1004272.3047909479,0.0022173672450566343,0.0012159178431455685,1.0,0.46699365996547204,0.2562133427866707,0.061186499413379496,3000038.959347846,38.95934784613403,"[0.0311755193,0.0303058214,0.030260542]",0.0311755193,0.030580627566666668,0.030260542,0.027824454,0.0311755193,0.03918397666666662,0.0,0.03487001352373653,0.0,0.03918397666666662,0.07405399019040315,0.05245285378851605,5.238309731166943,1004272.3047909479,13,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.2108901095803615,1.832764589101613,0.11152368360079286,-0.2928269989637383,2.125129954171974,-0.29179750045288266,-0.9123744464281048,-1.382424012345993,0.17747097397137432,-0.5571445558726417,0.10427164738018116,0.08422257537484434]",v_fd6390d270aba8bf,
Stage2.2,2,s22g002_197262077520ed7b,81,trust_mix_0031,trust_mix,2.9274412774519996,45.3804437758089,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.2229470171400345,1.8255616315680705,0.11349569902801535,-0.32406938788059114,2.134812113370997,-0.3355611717217674,-0.8967309761491716,-1.256091854740133,0.15923272646900175,-0.5220172029029986,0.02040294996050306,0.08498394292825327]",s22g002_197262077520ed7b,0.03127997850014206,0.031368366336513374,0.10244645339527424,0.042665950004735276,0.06713048395747756,,,,,True,,11,-0.027639426000000022,0.0302005049,751.9536000000007,0.04093908115510656,0.0302005049,1.364636038503552,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02776360790178276,0.031070343699257846,0.04166754349987464,0.01167549789302544,0.6494331105471195,0.09138903918615364,0.10376506370689983,0.41450000000000004,281.64686131477356,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5285149410516172,4319.957699735998,1004319.957699736,0.0022204201000129986,0.00141757047170142,1.0,0.4619759172154347,0.24622935721450506,0.06937218334996768,3000038.9011101746,38.9011101747489,"[0.0311854434,0.0302969529,0.0302005049]",0.0311854434,0.030560967066666667,0.0302005049,0.027774673000000027,0.0311854434,0.03951477999999997,0.0,0.03765063706899818,0.0,0.03951477999999997,0.07716541706899815,0.054580109107163,5.237922352901242,1004319.957699736,24,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.2229470171400345,1.8255616315680705,0.11349569902801535,-0.32406938788059114,2.134812113370997,-0.3355611717217674,-0.8967309761491716,-1.256091854740133,0.15923272646900175,-0.5220172029029986,0.02040294996050306,0.08498394292825327]",v_197262077520ed7b,
Stage2.2,2,s22g002_b2f47e7ffda90d4d,46,corner_local_0020,corner_local,2.9206695718887987,47.25049076336609,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2395774412184712,1.8458210584486305,0.10967820507184732,-0.298327773743494,2.150374163140006,-0.28284790000447996,-1.000626550379388,-1.2832644468340668,0.17910809544629835,-0.5909548728207743,-0.04752876768022499,0.059365733646659896]",s22g002_b2f47e7ffda90d4d,0.03133206703662481,0.028987556927407676,0.10260740032830104,0.04440223455416037,0.07047623783717061,,,,,True,,11,-0.027502898000000053,0.0303042267,735.795100000003,0.040923777370660684,0.0303042267,1.3641259123553562,0.5817437020072838,0.7819332053556993,0.02345799616067098,1,0.6279867362113741,0.0,-0.3441197603990719,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027686773509304766,0.03106299524558102,0.041610901227713507,0.003018625735068518,0.6493222862605095,0.08923818344971045,0.1039534437935427,0.41450000000000004,273.7375614643097,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5286911908722778,4321.381591845653,1004321.3815918457,0.0021226495855435072,0.0015629717828701288,1.0,0.4693105955186496,0.24944955425267584,0.063883231712413,3000038.8593623177,38.85936231753084,"[0.0311254925,0.0302794145,0.0303042267]",0.0311254925,0.030569711233333335,0.0303042267,0.027721945000000026,0.0311254925,0.03751641666666683,0.0,0.03953443793542699,0.0,0.03953443793542699,0.07705085460209382,0.05450186512750812,5.232514767119659,1004321.3815918457,25,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2002,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2395774412184712,1.8458210584486305,0.10967820507184732,-0.298327773743494,2.150374163140006,-0.28284790000447996,-1.000626550379388,-1.2832644468340668,0.17910809544629835,-0.5909548728207743,-0.04752876768022499,0.059365733646659896]",v_b2f47e7ffda90d4d,
