candidate_id,source_name,source_type,vector,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,population_index
g006_195db28e75acbd5a,current_mean,state_mean,"[2.0118018213546742, 1.4801080010418604, 0.4398985354665259, 1.247754594204946, 1.9506787843974434, 0.03643143924245433, -0.09944346301815238, 1.920971454915763, -0.2321513879087274, -0.721796463265379, -1.0601996460548133, 0.07635449123206352, -0.4236696008934985, -0.21931883173819589, -0.021173058109611523]",2.8661426729668595,-0.02426934990600549,0.033471737135923746,1058.3854896192024,0.04146630825494417,0.4399734758368107,0.21789258089549662,0.035695933866298796,0
g006_717d1a103d4acfc8,hall_of_fame_best,best,"[1.898634526255158, 1.5053858213836644, 0.4909886716763421, 1.4424372451411926, 1.9522237966636806, 0.06079107740434541, -0.1974906023026306, 2.1897905729215434, -0.2786793596881165, -0.8788728693409259, -1.2026510143273523, 0.17763529943001372, -0.08830567526285638, -0.5498035988916342, -0.02143062902209752]",2.914733834831619,-0.024359486682401288,0.03397057172130291,925.2931718730288,0.04164253219470347,0.4520915026105906,0.23192353419655284,0.0825794134713671,1
g006_1f23d9c5426081b3,gaussian_0437,gaussian,"[2.1154626097015483, 1.700974611027596, 0.5016884328017063, 1.1651229868960784, 1.9251568391331586, 0.04515673677900485, 0.11783659494221166, 1.9361775671272985, -0.05621013843834621, -0.625433361970616, -0.768125776655298, -0.09707688547016947, -0.2850304838119271, -0.8877342128156296, 0.0984418197108042]",2.714149535785736,-0.022895189539222538,0.03243704380062772,953.3781269576502,0.04058797002317187,0.44583297924134124,0.19787135726781302,0.04872164218034503,2
g006_64b3e39cbd21be3c,gaussian_0131,gaussian,"[2.114294148439034, 1.4949437593506438, 0.5270561320209023, 1.1599673606563674, 1.9609786441863586, -0.10290672765425442, 0.1764182509537905, 1.8468351100934979, 0.07596230562331968, -0.8634787267716726, -0.6607541781861629, -0.182335261865763, -0.10449205344263351, -0.04805563937004498, 0.010503351242792475]",2.7312055071910355,-0.023630792383770194,0.03202456974284734,1161.932956203127,0.04075017935059886,0.43045676091150886,0.2031621529154831,0.03723802592590104,3
g006_732740a01fbb5003,gaussian_0674,gaussian,"[2.0752096259022283, 1.3745363511869393, 0.4308348257468181, 1.2207231084496435, 2.028187163791032, 0.05124075742059778, -0.16859120382381576, 1.8982016473597356, -0.07032354581115619, -0.3525552908818816, -0.6697292763111539, 0.15630121392992566, -0.18324752627136606, -0.29530938816745506, -0.001704862635245049]",2.7317503474694753,-0.023735731437950935,0.031873757106043135,963.2548548267005,0.040790858237280986,0.42847581113616084,0.19725038737865533,0.03535791589466854,4
g006_d3ddd5ce52ea42a9,gaussian_0028,gaussian,"[2.1174323602022507, 1.3796374388097863, 0.45768383229957504, 1.5134751897382994, 2.009581580763216, 0.10740373873637511, -0.2093853274801214, 1.8669861400881875, -0.122027381497994, -0.7812376105735072, -0.5783232096973525, 0.19223604086158347, 0.5796704959629523, -0.7939090598421905, -0.11791029803339051]",2.732844597022515,-0.024869746852511643,0.031057740878182333,908.0068510347155,0.040732184958565364,0.4468313413887631,0.21001934365335279,0.05746289849910354,5
g006_6e0281a9f4c5b7a4,gaussian_0749,gaussian,"[2.0591078144657917, 1.4617679392739293, 0.45605537715257255, 1.4923784208260047, 1.816538832583811, 0.11526113292590696, -0.20489857261791805, 1.7945173300500454, 0.028717377978533576, -0.42898247262813566, -0.5984672414431964, -0.009642655732454417, -0.10704245533134799, 0.5408956952290712, -0.03355677159867858]",2.7343986774374174,-0.025273269601330917,0.030546123998756017,1136.691685698639,0.04087135816241748,0.4215823727427976,0.19779601188115586,0.030765540057831494,6
g006_864b3376118dbd16,gaussian_0575,gaussian,"[2.0357965148541766, 1.5186676880451349, 0.45613577635839564, 1.3021159953490578, 1.7385802266551114, 0.09382267985110809, -0.20668326574031368, 1.8391513981996646, -0.10877217302976855, -0.4702291821641112, -0.45347656256316016, -0.09934610122512748, -0.6580157759539578, 0.1835417538691252, -0.07594820694226728]",2.7434218767865737,-0.023617513363565656,0.03202013394781399,1239.769243760442,0.040917933412218645,0.4255396291127499,0.1844336754456289,0.013555529603213433,7
g006_97874307773ea3e6,gaussian_0472,gaussian,"[2.046110113352605, 1.5032965610056759, 0.5286518824582916, 1.3337526962256023, 1.859640133024366, -0.052777946038363194, 0.29194338628421146, 2.154664969000746, -0.13523697477657198, -0.85261359750082, -1.448493394309712, -0.32792226281588, -0.42334849539066277, 0.15731760402325395, 0.0043200279289726876]",2.761385903782439,-0.02588048069652138,0.03096710427412315,1269.749438507486,0.04077450066444286,0.45972612524818807,0.25798312151941205,0.04989627017590456,8
g006_e8b6d5a4761221ba,gaussian_0130,gaussian,"[2.1822462288987046, 1.487288940118992, 0.4713208928433455, 1.2196654280373298, 1.9195201518987104, 0.06607144252507148, 0.19858994050458212, 2.0499164813456217, -0.38431530301574235, -0.7009252434250602, -1.064269687243917, 0.1361257512939443, -0.15832906259309676, -0.2111796719109582, -0.1831833140358693]",2.761649485714634,-0.02561374536374006,0.030987762979541617,1126.5994663061902,0.040821751083660755,0.43896986841682323,0.21858918015509207,0.06562099801937518,9
g006_c8bd841c367005bd,gaussian_0101,gaussian,"[2.0827332099445397, 1.5653819867639323, 0.5215419552912335, 1.2194869763381093, 1.9128178666323459, 0.004434937024553498, 0.2896990688451557, 1.8543062523373424, -0.3625444906813145, -0.7603091760805435, -1.001864989782106, 0.3059632459181449, -0.3114347290911163, -0.10390425382377778, 0.03990347906042082]",2.7630148483489543,-0.02529522852778099,0.03135185563004287,955.5348677473958,0.04085862909047383,0.43649011927612485,0.2151479270606209,0.040368403736064616,10
g006_758fed17c0ba529a,gaussian_0489,gaussian,"[1.9321790159866712, 1.4492901274906274, 0.4939651771771173, 1.3168269849562582, 1.8532294066475168, 0.06890880959884135, -0.06465683675458453, 1.8603034960452947, -0.044122115180169175, -0.8017626905090499, -0.6858061898421639, -0.09625606635662938, 0.5548446837903628, 0.16577371038157834, -0.2161785849703387]",2.767913096845922,-0.023704240982145852,0.03237252541782704,1236.219640827374,0.04101757414013433,0.428546616278071,0.21135168608753802,0.018258157709026692,11
g006_c485fed00ab2f63f,gaussian_0661,gaussian,"[2.133554160038879, 1.4059754137433962, 0.5821885960249573, 1.3407459978971337, 1.9189432430430289, -0.04505270266636782, -0.09080159600939701, 2.145147632170809, -0.35354575187222975, -0.5857200143792021, -0.9014240182446825, -0.11859221870713461, -0.5066184725694892, -0.07287666890692834, -0.3580354787355361]",2.780162301131461,-0.02523159608717329,0.03135343723912048,1391.6118304143893,0.04094297505059091,0.4393469443055414,0.21038578561562835,0.08359199089012634,12
g006_b305cfd1c03b33a1,gaussian_0192,gaussian,"[2.074356644924153, 1.3614326461074455, 0.5783597701523544, 1.3293407783432787, 1.8921372371797107, 0.014779733826297197, 0.054617737755543294, 1.993371398266249, -0.23515035680111854, -0.8254415458885129, -1.0483496740784635, 0.054272276436601166, 0.16297733769310674, -0.24570124366472232, -0.13133826402676385]",2.7803935477321473,-0.025836460056269717,0.031089583065117984,1079.015796404863,0.040978830424788504,0.44311725688173986,0.22723705596970967,0.03962790908558444,13
g006_e888b16d036e6df2,gaussian_0178,gaussian,"[1.9337391292216732, 1.5462912209029964, 0.4200561214951298, 1.628078927317289, 2.173182493209066, 0.03104111350629581, 0.07458029763927493, 2.0022884500809885, -0.29065568460864116, -0.8371245039281885, -0.841111650161398, 0.08348367688728583, -0.9018069716992088, -0.14306722862306315, 0.20808092617044127]",2.7848761440468666,-0.024142541011394902,0.032226632283409426,1012.718307974792,0.04088866419878786,0.44897634816851695,0.20530761980751902,0.107398927205792,14
g006_c42353b001d5d622,gaussian_0274,gaussian,"[2.0896093738280395, 1.4200135067571897, 0.52265664545826, 1.2578639101653235, 1.8012972360548205, -0.02892486450363148, 0.1084619382820462, 2.07128640372837, -0.40336470225976123, -0.636206154823899, -1.0363671598382447, 0.12796428268809412, -0.38710999979912397, 0.02289916787642335, 0.0325031027736252]",2.784955661900308,-0.026142339337808074,0.030801807814997917,1085.696064616368,0.04098099528492478,0.43571983525309654,0.21735810039152248,0.06600499504472004,15
