candidate_id,source_name,source_type,vector,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,population_index
g001_93d12477c3207ea2,current_mean,state_mean,"[1.6376840600410265, 1.3325141427240732, 0.37183811485304563, 0.9460519042753659, 1.6323971951484115, 0.044310319793135766, 0.3574682982841841, 1.396166678218671, -0.12259468096259928, -0.21206055509133462, -0.021140255805653187, -0.05658233000129698, -0.12284719568591365, -0.24188790957845077, 0.00768092497267704]",3.283212981122119,-0.026047826920687855,0.03546585189917076,1131.2310564384316,0.044550855463966164,0.35438515805716636,0.1175760033286138,0.0,0
g001_29563a35ecb9c6a5,hall_of_fame_best,best,"[1.5106570201795306, 1.4738859884178201, 0.4582203149956101, 1.2223997371023794, 1.8445306718740588, -0.08438361006782154, 0.23817478717303098, 1.7571098302231527, -0.24241372021158675, -0.9340752778142578, -0.6592221143825576, -0.08397421626784313, -1.0965536986213926, -0.015243362181820985, -0.03654336226376257]",3.0831024391129587,-0.02274083878315991,0.03651609041064833,1272.1666618027994,0.042962665318320804,0.43065830422161067,0.18809032900056344,0.01946498211933239,1
g001_7a80d9f0f505e1cd,gaussian_0341,gaussian,"[1.9266615952758162, 1.6376739435572296, 0.32338296939962663, 1.2028029438531822, 1.9502162752036722, 0.016804396664381327, 1.260937178412439, 1.3688005068589202, -0.2842615572138474, 0.0779378046191109, 0.6727585283180881, -0.0739918404724835, -0.4053204443057984, -0.6251203258679011, 0.3214786420922733]",2.353663025490321,-0.025126880364078508,0.02426009688949332,1093.2464175322966,0.03876230769144235,0.42784931109854274,0.12980311996255298,0.04304653387533651,2
g001_05a0178e9a3cdbef,gaussian_0290,gaussian,"[2.0750922600667163, 1.5576835796972888, 0.3806044841306602, 1.2356553268603958, 1.5905655567489103, 0.10111351157707935, 0.7915497641665035, 2.073986141955302, 0.02024901445293513, 0.02417910709287288, 0.08830527900266996, -0.4501616020169798, 0.006121991531965187, 0.1740571361386922, -0.2974286640944311]",2.3604929533254446,-0.024874273057178264,0.024712806271112872,1537.784282480974,0.038785293224728894,0.42958927071865916,0.14238461822682846,0.035967315230882195,3
g001_0ee2c26c7ada2016,gaussian_0462,gaussian,"[1.5952084714554413, 1.5691280385506883, 0.13164859764271508, 1.2681818823040936, 1.9863772934628632, -0.14115859077756854, 1.1271582430049314, 1.4056662364062589, -0.10452440671986069, -0.4258460255423734, 0.866839731924995, -0.07638699868516184, 0.4294350335553446, 0.3359908405400399, -0.05779745425521393]",2.483891065861199,-0.022776094316529272,0.027949839339850194,1459.9336127966926,0.03972470976186466,0.4198936743048503,0.12410365511238375,0.0508496582133525,4
g001_4949d933b3b81d8a,gaussian_0001,gaussian,"[2.055781829840101, 1.2784077178796867, 0.3421867508574341, 1.2343985888662925, 1.7764147139440065, 0.08305605739828699, 0.8168992058927281, 1.3874723658441424, -0.10585158770436495, 0.20992046274758488, 0.7269303485618834, -0.051518333021765575, 0.7517659049465016, -1.493519371124425, -0.014604448970411145]",2.48984030531115,-0.027859800702627502,0.023362533457386772,975.5474779105643,0.03971467519564809,0.4448921556296306,0.14962205058156564,0.0001329223073997676,5
g001_0746a0ada822d51a,gaussian_0607,gaussian,"[1.9251910360525637, 1.263019307540629, 0.8202939792667534, 1.0732993610591515, 1.9327737784725663, 0.09981792445656276, 0.7761517150321384, 1.7012122860853744, 0.23321998911812702, -0.27409007890655984, 0.6014323609684846, -0.3019491304997039, -0.580740061620063, 0.26968066799214563, -0.21528144431474083]",2.512265586399188,-0.022945082435633757,0.028208686215693418,1316.9610197131951,0.03995690477841409,0.4310031773357001,0.13360846039503366,0.018374587246489167,6
g001_30d1776f3b5955bf,gaussian_0011,gaussian,"[1.6781607491229014, 1.7703865017787566, 0.15634821097167267, 1.5546513514193565, 1.8506127859370733, 0.13450614031296415, 0.6637612975768707, 1.2870052866512645, -0.013092481833688538, -0.21073862441327335, 0.4502316848992695, -0.3084014459606587, 0.4987290014680502, -0.04346031793370708, 0.09422059467776862]",2.62643570339677,-0.024886655527307178,0.02845096448167262,1285.5355661428039,0.04051055595384563,0.39610319849444164,0.1081834141859107,0.05734433787503933,7
g001_4628f445dceef21a,gaussian_0202,gaussian,"[1.9921854828007557, 1.3217440244342584, 0.4504744245945691, 1.3438683218038086, 1.4328623390670812, -0.014271911244339255, 0.7207860857786638, 1.7124918478402409, -0.4084021203613425, -0.43770953799232903, 0.5872047925340271, 0.1503567988493772, 0.3652348700976705, -0.09888203582909214, -0.10005689825320359]",2.633368767179954,-0.027488601919631428,0.025807863297246825,1249.2518643805452,0.04070133406443368,0.413423896795041,0.14005408586231585,0.001690495323387465,8
g001_e8941e397f91fb73,gaussian_0061,gaussian,"[1.8218593478491232, 1.3573680579831857, 0.4875808566992664, 1.3580894092527225, 1.824008719543781, 0.16104001099466764, 0.16305248342124112, 1.5191314710773496, -0.2226759652524618, 0.38814957805629713, 0.12085711876005473, -0.19663393169412446, 0.8066802370187214, -0.07511130453514467, 0.10736895278498029]",2.646515215662471,-0.025696408673491655,0.028066387202866597,1173.4177923782445,0.04068402984007344,0.41034175288957775,0.13031520965747398,0.011028902710755593,9
