stage,phase,candidate_id,nominal_id,source_candidate_id,nominal_category,source_name,source_type,control_vector,sqp_center_candidate_id,sqp_profile,sqp_endpoint_step,sqp_step_scale,sqp_request_index,sqp_solver_success,sqp_solver_message,predicted_linear_objective,predicted_max_violation,predicted_sum_violation,predicted_l2_violation,predicted_position_box_m,predicted_endpoint_speed_m_per_s,predicted_late_speed_m_per_s,trust_scale,trust_boundary_fraction,unavailable_jacobian_variables_frozen,population_index
Stage3.1,round_000_steps,s31r000s_c2ac62c514fabfa1,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e12_s0.5,real_tsc_sqp_step,"[-0.5573015723001297,-0.26390476986892897,0.15756953343592367,-0.30259345181811015,0.3783625036218761,0.17093042464019684,0.37699999999999967,0.3609999999999999,0.005650000000000023,0.4893999999999993,0.44193605590454876,0.1755,0.5535999999999993,0.3136,0.10789999999999994,0.4627642587749311,-0.006400000000000489,0.20509999999999987,0.3988118223822449,-0.00046137767482475056,0.18274862517526302]",s30r999p_3d650586695d1458,balanced,12,0.5,0,True,Optimization terminated successfully,3.577372337613149,0.12804059983568572,0.12804059983568572,0.12804059983568572,0.03384121799507057,0.096199610363512,0.07034739116121849,1.0,0.5000000000000004,[],0
Stage3.1,round_000_steps,s31r000s_a3b7805416d7876b,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e12_s1.0,real_tsc_sqp_step,"[-0.5173015723001297,-0.22390476986892893,0.17156953343592354,-0.24259345181811026,0.438362503621876,0.19193042464019677,0.4669999999999997,0.4509999999999998,-0.026849999999999978,0.5993999999999993,0.5044721118090976,0.21549999999999997,0.6735999999999992,0.19360000000000027,0.15039999999999992,0.49192851754986233,-0.12640000000000043,0.24759999999999985,0.3640236447644907,-0.11452275534964934,0.2028972503505262]",s30r999p_3d650586695d1458,balanced,12,1.0,1,True,Optimization terminated successfully,3.4142827886490927,0.103602338753503,0.103602338753503,0.103602338753503,0.033108070162605086,0.08658628806008695,0.06633139230532474,1.0,1.0000000000000002,[],1
Stage3.1,round_000_steps,s31r000s_6e43fcf6b66def26,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e12_s1.5,real_tsc_sqp_step,"[-0.4773015723001297,-0.18390476986892895,0.1855695334359234,-0.18259345181811032,0.49836250362187595,0.21293042464019668,0.5569999999999997,0.5409999999999997,-0.05934999999999998,0.7093999999999991,0.5670081677136465,0.25549999999999995,0.793599999999999,0.07360000000000055,0.19289999999999993,0.5210927763247936,-0.24640000000000037,0.2900999999999998,0.3292354671467364,-0.22858413302447392,0.22304587552578936]",s30r999p_3d650586695d1458,balanced,12,1.5,2,True,Optimization terminated successfully,3.3220811655852667,0.0832679831302543,0.0832679831302543,0.0832679831302543,0.03249803949390763,0.0770749422430107,0.06252564918243968,1.0,1.5000000000000002,[],2
Stage3.1,round_000_steps,s31r000s_2df4d003af93ea34,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e13_s0.5,real_tsc_sqp_step,"[-0.5573015723001299,-0.26390476986892897,0.15756953343592378,-0.3025934518181102,0.37836250362187623,0.17093042464019692,0.37699999999999967,0.36099999999999993,0.005650000000000023,0.48939999999999934,0.44548567673934536,0.1755,0.5535999999999994,0.3135999999999998,0.10789999999999997,0.4651820565233413,-0.006400000000000433,0.2050999999999999,0.392132810266567,-0.006399999999999628,0.1835933193748373]",s30r999p_3d650586695d1458,balanced,13,0.5,3,True,Optimization terminated successfully,3.5923486508446065,0.12796196728901177,0.12796196728901177,0.12796196728901177,0.03383885901867035,0.0941984669643652,0.07407024335646241,1.0,0.5000000000000001,[],3
Stage3.1,round_000_steps,s31r000s_286079d215496da6,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e13_s1.0,real_tsc_sqp_step,"[-0.51730157230013,-0.223904769868929,0.17156953343592374,-0.24259345181811026,0.43836250362187623,0.19193042464019694,0.46699999999999964,0.4509999999999999,-0.026849999999999978,0.5993999999999994,0.5115713534786908,0.21549999999999997,0.6735999999999993,0.19359999999999986,0.15039999999999998,0.4967641130466827,-0.12640000000000032,0.24759999999999988,0.3506656205331349,-0.1263999999999991,0.20458663874967475]",s30r999p_3d650586695d1458,balanced,13,1.0,4,True,Optimization terminated successfully,3.4003248819259646,0.10353131465919851,0.10353131465919851,0.10353131465919851,0.03310593943977595,0.07630446627395428,0.0645739495933812,1.0,1.0000000000000002,[],4
Stage3.1,round_000_steps,s31r000s_f1e4cbfae759d5c2,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e13_s1.5,real_tsc_sqp_step,"[-0.47730157230013015,-0.18390476986892898,0.1855695334359237,-0.18259345181811037,0.4983625036218762,0.21293042464019693,0.5569999999999997,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.5776570302180362,0.25549999999999995,0.7935999999999993,0.07359999999999989,0.19289999999999996,0.5283461695700241,-0.2464000000000002,0.2900999999999999,0.30919843079970283,-0.2463999999999986,0.22557995812451223]",s30r999p_3d650586695d1458,balanced,13,1.5,5,True,Optimization terminated successfully,3.291425184308612,0.08316144698879757,0.08316144698879757,0.08316144698879757,0.03249484340966392,0.05961753044871432,0.05574456013066658,1.0,1.5000000000000002,[],5
Stage3.1,round_000_steps,s31r000s_88b9e331f9d76219,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e14_s0.5,real_tsc_sqp_step,"[-0.5573015723001297,-0.26390476986892897,0.15756953343592384,-0.3025934518181101,0.37836250362187623,0.17093042464019692,0.3769999999999995,0.36099999999999993,0.005650000000000065,0.4893999999999993,0.4505564017096519,0.17550000000000002,0.5535999999999994,0.3135999999999999,0.10789999999999997,0.4698056892163843,-0.006400000000000086,0.20509999999999978,0.3831730113241878,-0.006399999999999947,0.18491786118277206]",s30r999p_3d650586695d1458,balanced,14,0.5,6,True,Optimization terminated successfully,3.7276644373297367,0.1278418873594911,0.1278418873594911,0.1278418873594911,0.03383525662078473,0.06317247097403203,0.08034279113966686,1.0,0.5000000000000004,[],6
Stage3.1,round_000_steps,s31r000s_106c9dd90108d200,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e14_s1.0,real_tsc_sqp_step,"[-0.5173015723001297,-0.22390476986892904,0.17156953343592382,-0.2425934518181101,0.43836250362187623,0.19193042464019694,0.4669999999999993,0.4509999999999999,-0.026849999999999895,0.5993999999999993,0.5217128034193038,0.21550000000000002,0.6735999999999994,0.19360000000000002,0.15039999999999998,0.5060113784327688,-0.12639999999999962,0.24759999999999968,0.33274602264837644,-0.12639999999999973,0.2072357223655443]",s30r999p_3d650586695d1458,balanced,14,1.0,7,True,Optimization terminated successfully,3.495892591680712,0.10342850392861958,0.10342850392861958,0.10342850392861958,0.033102855117858584,0.03927094366923001,0.067255867604983,1.0,1.0000000000000002,[],7
Stage3.1,round_000_steps,s31r000s_6d13e74371cfa069,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e14_s1.5,real_tsc_sqp_step,"[-0.4773015723001297,-0.18390476986892906,0.18556953343592383,-0.1825934518181101,0.4983625036218762,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.059349999999999854,0.7093999999999991,0.5928692051289558,0.2555,0.7935999999999994,0.07360000000000017,0.19289999999999996,0.5422170676491532,-0.24639999999999915,0.2900999999999996,0.28231903397256514,-0.24639999999999954,0.22955358354831654]",s30r999p_3d650586695d1458,balanced,14,1.5,8,True,Optimization terminated successfully,3.3646652114386533,0.0830072308929295,0.0830072308929295,0.0830072308929295,0.032490216926787885,0.02546573625233245,0.05687812472532501,1.0,1.5000000000000002,[],8
Stage3.1,round_000_steps,s31r000s_dce9ccd3f3983e19,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e15_s0.5,real_tsc_sqp_step,"[-0.5573015723001298,-0.2639047698689291,0.15756953343592378,-0.3025934518181101,0.3783625036218762,0.17093042464019692,0.37699999999999956,0.36099999999999993,0.005650000000000023,0.4893999999999993,0.4575659360419938,0.17549999999999996,0.5535999999999994,0.31359999999999977,0.10789999999999997,0.47918395498403354,-0.006400000000000544,0.20509999999999987,0.3708420634076139,-0.0064000000000001,0.1871946290849336]",s30r999p_3d650586695d1458,balanced,15,0.5,9,True,Optimization terminated successfully,3.8057468606630716,0.12766151485975819,0.12766151485975819,0.12766151485975819,0.03382984544579275,0.026831007584801066,0.07553290120269097,1.0,0.5000000000000001,[],9
Stage3.1,round_000_steps,s31r000s_fb04bef750480f4d,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e15_s1.0,real_tsc_sqp_step,"[-0.5173015723001299,-0.22390476986892915,0.17156953343592377,-0.2425934518181101,0.43836250362187607,0.19193042464019694,0.4669999999999994,0.45099999999999996,-0.026849999999999978,0.5993999999999993,0.5357318720839876,0.2154999999999999,0.6735999999999994,0.19359999999999977,0.15039999999999998,0.5247679099680672,-0.12640000000000054,0.24759999999999985,0.3080841268152287,-0.12640000000000004,0.21178925816986732]",s30r999p_3d650586695d1458,balanced,15,1.0,10,True,Optimization terminated successfully,3.529528089082869,0.10328293363555585,0.10328293363555585,0.10328293363555585,0.03309848800906667,0.029542497978157976,0.06271195555854235,1.0,1.0000000000000002,[],10
Stage3.1,round_000_steps,s31r000s_a3e2313610d3d0c8,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_balanced_e15_s1.5,real_tsc_sqp_step,"[-0.47730157230012993,-0.18390476986892929,0.18556953343592372,-0.1825934518181101,0.498362503621876,0.21293042464019693,0.5569999999999993,0.5409999999999999,-0.05934999999999998,0.7093999999999991,0.6138978081259816,0.2554999999999999,0.7935999999999994,0.07359999999999978,0.19289999999999996,0.5703518649521009,-0.24640000000000054,0.2900999999999998,0.24532619022284352,-0.24639999999999998,0.23638388725480108]",s30r999p_3d650586695d1458,balanced,15,1.5,11,True,Optimization terminated successfully,3.379871821591585,0.08278887545333369,0.08278887545333369,0.08278887545333369,0.03248366626360001,0.057953268270574045,0.05818998151156417,1.0,1.5,[],11
Stage3.1,round_000_steps,s31r000s_99d00286d35af6a3,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_position_e14_s1.5,real_tsc_sqp_step,"[-0.4773015723001297,-0.18390476986893045,0.18556953343592383,-0.18259345181811032,0.49836250362187584,0.21293042464019668,0.5569999999999997,0.5409999999999999,-0.05934999999999984,0.7093999999999991,0.7093999999999996,0.25549999999999906,0.793599999999998,0.3911813844253499,0.19289999999999846,0.7935999999999999,-0.24639999999999565,0.2900999999999977,0.5581846011667816,-0.21781986044985105,0.26454652437991116]",s30r999p_3d650586695d1458,position,14,1.5,12,True,Optimization terminated successfully,7.1125800568800495,0.0813343726232818,0.0813343726232818,0.0813343726232818,0.03244003117869845,0.03654026468319794,0.05830420087867373,1.0,1.5000000000000002,[],12
Stage3.1,round_000_steps,s31r000s_6090307a93683d00,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center_s30r999p_3d650586695d1458_position_e15_s1.5,real_tsc_sqp_step,"[-0.4773015723001297,-0.18390476986892895,0.18556953343592383,-0.1825934518181101,0.4983625036218756,0.21293042464019693,0.556999999999999,0.5409999999999999,-0.05934999999999998,0.7093999999999994,0.7093999999999998,0.2555,0.7935999999999989,0.47682457109827725,0.19289999999999996,0.7935999999999999,-0.24640000000000054,0.2900999999999999,0.5697725768879486,-0.24640000000000015,0.2877157187429291]",s30r999p_3d650586695d1458,position,15,1.5,13,True,Optimization terminated successfully,7.125127256511284,0.08131814038463414,0.08131814038463414,0.08131814038463414,0.03243954421153902,0.07833309236201691,0.0652678145981931,1.0,1.5000000000000002,[],13
