candidate_id,vector,source_name,source_type,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,vector_digest,predicted_final3_box_max_error_m,predicted_terminal_velocity_m_per_s,predicted_late_velocity_rms_m_per_s,predicted_corner_max_violation,predicted_corner_sum_violation,proposal_rank_score,population_index,generation
s22g000_aaa2ceeb56d4f784,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.22251386829527,1.903607993302751,0.09519209587785586,-0.24706982000438532,2.0156650835231416,-0.27801237917391874,-0.9696869355305808,-1.233495903924138,0.1463780996856758,-0.4303661927695651,-0.16339027779866988,0.07778491025284465]",corner_archive_00,anchor_corner,2.9201272963273204,-0.02715646783800041,0.03195005980183651,940.5363613317058,0.04173658244151028,0.46290265032173233,0.2435044112463494,0.04495884893377679,v_aaa2ceeb56d4f784,0.031236548194770487,0.03982155951819749,0.10857561322316722,0.08575613223167222,0.1269744053906885,90.86430972026304,0,0
s22g000_3d812812b5a1f281,"[2.409019822811895,1.198039450629735,0.48122664718631664,1.1925058003704898,1.8796406997728652,0.10874810926453213,-0.26454598816076086,2.321244730127629,-0.25144256936158627,-0.8637436565762648,-1.5836725533239409,0.1727339653850643,-0.2794655530500083,-0.19322276400711402,0.05948586052709807]",corner_archive_01,anchor_corner,2.9632672848814954,-0.027745966416350853,0.031945341132389775,877.0875252021542,0.041885821102258344,0.4718117414103994,0.26776189304782266,0.08726282454690082,v_3d812812b5a1f281,0.03132548937966936,0.038100568854405825,0.10679617563911266,0.06796175639112656,0.11214473571343864,72.47717849251292,1,0
s22g000_4338ac59779c4c9a,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.1971401768972367,1.8539570748969636,0.1009763421788616,-0.30900065205519467,2.267651881772964,-0.17136508593500524,-1.0388130457377542,-1.4253087584692328,0.20810607007822168,-0.5381494086987542,-0.2593030047699112,0.010010720846221472]",corner_archive_02,anchor_corner,2.9449055554734236,-0.026961395400179722,0.03248636051495708,872.9756307733696,0.04180445659894927,0.4783643946278272,0.2599754307646949,0.06684632576843982,v_4338ac59779c4c9a,0.03157798938846524,0.026825419508758035,0.09981146705801407,0.05259964628217473,0.05259964628217473,54.73308118901646,2,0
s22g000_9562729e87518ce3,"[2.4528035550849707,1.2568238840729706,0.48274927294798753,1.2259582867621863,1.8596055417842718,0.10511785864441138,-0.327780740546319,2.2361300123408703,-0.33201431798333375,-1.0729689804288305,-1.2365343731072374,0.27247425254082036,-0.6271720214349937,0.3177836362334182,0.0008533798058159331]",corner_archive_03,anchor_corner,2.9362273459419135,-0.026562830392545367,0.03250864157736367,1001.6847262397823,0.04176209736655794,0.4684135762102688,0.25348604603161123,0.08740440766821608,v_9562729e87518ce3,0.03128341999812134,0.03601140060695034,0.10575260068203761,0.05752600682037601,0.1003066734244209,61.56763603081227,3,0
s22g000_63c19d8845bea51c,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.226960531873909,-0.8351852201650649,-1.3573135959693288,0.15977816185308458,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",corner_archive_04,anchor_corner,2.9112512525363368,-0.027091345935297273,0.031860488224950495,899.2772343796569,0.041659837034064215,0.46504097289640595,0.2512337419564906,0.060653041006048194,v_63c19d8845bea51c,0.03135605099325604,0.03941127800835279,0.10683078304410068,0.06830783044100674,0.11350953021620813,72.87732416218043,4,0
s22g000_602cda3213581200,"[2.366387547345664,1.2097780403314142,0.4820911098631783,1.2124999065823328,1.819862519343852,0.09612465085081875,-0.35990420597293676,2.1703897865140798,-0.24781218490731557,-0.8357995281876277,-1.6650689697664753,0.09387981638567626,-0.8705143321639213,0.2440104055256445,0.11320141671082654]",damped_archive_02,anchor_damped,2.9895820163376934,-0.02782023732626948,0.03238654908545782,970.0726440736616,0.04205249358366956,0.48100064471292264,0.27717699501487497,0.06189554041211093,v_602cda3213581200,0.03161811631370945,0.0328602260306026,0.09182324814134826,0.05393721045698174,0.05393721045698174,56.12459469542439,5,0
s22g000_d82712c115ad84e2,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3521861759092953,-0.7507178132641703,-1.232439316850542,0.10960775102737819,-0.4530934518181093,0.13786250362187769,0.15155042464019666]",precise_archive_00,anchor_precise,2.9302085793958246,-0.02714222746016215,0.031993075192471646,989.0363329510183,0.04181232901445861,0.45330083680365774,0.24310846652179133,0.054948588357479136,v_d82712c115ad84e2,0.03164590109607072,0.03327057130629629,0.09265752947053565,0.05486336986902396,0.05486336986902396,57.08720674957887,6,0
s22g000_311e03472c6e389c,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3521861759092953,-0.7507178132641703,-1.232439316850542,0.10960775102737819,-0.5330934518181093,0.2178625036218777,0.15155042464019666]",precise_archive_01,anchor_precise,2.9294184861122368,-0.027101922344358598,0.032013389063013695,1003.4489387170943,0.04180876205369029,0.45434543609022376,0.2441098775087551,0.054948588357479136,v_311e03472c6e389c,0.03163259287374616,0.03314161641911996,0.0924733509478563,0.054419762458205456,0.054419762458205456,56.62584714139479,7,0
s22g000_94a2e0dd382084fb,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3521861759092953,-0.7507178132641703,-1.232439316850542,0.10960775102737819,-0.5330934518181093,0.13786250362187769,0.18655042464019667]",precise_archive_02,anchor_precise,2.9313437508762865,-0.027135242629974132,0.03201892106133781,973.7598309768546,0.04181695089866397,0.4548575789783397,0.2429067455801456,0.054948588357479136,v_94a2e0dd382084fb,0.03163496722745441,0.03332031622018031,0.0925227418632017,0.05449890758181364,0.05449890758181364,56.70817732259495,8,0
s22g000_5c0d77a29fc530bc,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.1862261679559902,1.8279077094025633,0.10745774008274162,-0.35748626233046177,2.0285331231245323,-0.3521861759092953,-0.6707178132641703,-1.232439316850542,0.10960775102737819,-0.5330934518181093,0.13786250362187769,0.15155042464019666]",anchor_fill_09,anchor_fill,2.9214129774173276,-0.027225890587793566,0.031788476450154854,989.6693788815792,0.041768624011616774,0.45265892136017116,0.24219764443846215,0.054948588357479136,v_5c0d77a29fc530bc,0.031587317362637965,0.03784374076317275,0.09466666290934415,0.052910578754598925,0.052910578754598925,55.05621603455705,9,0
s22g000_408587d0b9cfb2f8,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.226960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.061233913971990364,0.06203426961659384]",anchor_fill_10,anchor_fill,2.9002023752393473,-0.026944793765349195,0.031824760526835624,932.6966684727777,0.041630983452266596,0.4599335263626138,0.24757238235709325,0.04845464744147495,v_408587d0b9cfb2f8,0.031356108947624424,0.04096008973296439,0.10669340122088615,0.06693401220886153,0.11213764379634239,71.44851998446762,10,0
s22g000_519e856c05e17310,"[2.413946689140234,1.2100260733143955,0.4613863721475013,1.197051859053888,1.855477522949459,0.10383736088870918,-0.32901275573077066,2.1467179882424485,-0.2705235428173692,-0.7884422784208047,-1.5596576366731583,0.3093873663679491,-0.34491304480070173,-0.02172120632249846,0.07996603145473044]",anchor_fill_11,anchor_fill,2.971815640517805,-0.02799020541067654,0.031940591836803006,831.3248255065446,0.04197988993270396,0.46787046845620217,0.26707729825650767,0.06205440840897822,v_519e856c05e17310,0.03147346387905179,0.04006668707455056,0.09873249732947618,0.049115462635059615,0.049115462635059615,51.10979929686718,11,0
s22g000_61bc8a2fba70b3c8,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.20451386829527,1.885607993302751,0.08719209587785587,-0.2820698200043853,1.9806650835231416,-0.29301237917391876,-1.0146869355305808,-1.278495903924138,0.12837809968567582,-0.4753661927695651,-0.20839027779866987,0.059784910252844645]",probe_c0_h00_m,multi_center_probes,2.9675818280673205,-0.02729756644430381,0.03248262018161695,955.1563478997487,0.04200233647958232,0.46555622723931983,0.24562155892079396,0.04110510607724932,v_61bc8a2fba70b3c8,0.03144204375236358,0.03185404743661987,0.10054210986619276,0.048068125078785995,0.05348922374071363,50.237369846695216,12,0
s22g000_797c0934116afaab,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.24051386829527,1.921607993302751,0.10319209587785586,-0.21206982000438532,2.0506650835231417,-0.26301237917391873,-0.9246869355305808,-1.188495903924138,0.1643780996856758,-0.38536619276956513,-0.11839027779866988,0.09578491025284465]",probe_c0_h00_p,multi_center_probes,2.873550283168305,-0.02701528711433021,0.031419978557418744,925.9812740097004,0.041473126118315884,0.4606015910235305,0.24143245596079219,0.04893432808663789,v_797c0934116afaab,0.031036686975810888,0.04895909003912725,0.11708617117484461,0.1708617117484461,0.20541794427547577,179.10716502229684,13,0
s22g000_c9d3b772795fc5d1,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.20451386829527,1.921607993302751,0.08719209587785587,-0.21206982000438532,1.9806650835231416,-0.26301237917391873,-1.0146869355305808,-1.188495903924138,0.12837809968567582,-0.38536619276956513,-0.20839027779866987,0.09578491025284465]",probe_c0_h01_m,multi_center_probes,2.913741321937861,-0.026962229514236213,0.03203961701646596,937.246612227973,0.04170843183208486,0.46227862903635136,0.24114908781963704,0.038435405213573096,v_c9d3b772795fc5d1,0.03127752198160642,0.04003204201170401,0.10919218555754069,0.09192185557540689,0.13450592162895414,97.33122985378442,14,0
s22g000_723e3eb8dfa35275,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.24051386829527,1.885607993302751,0.10319209587785586,-0.2820698200043853,2.0506650835231417,-0.29301237917391876,-0.9246869355305808,-1.278495903924138,0.1643780996856758,-0.4753661927695651,-0.11839027779866988,0.059784910252844645]",probe_c0_h01_p,multi_center_probes,2.9265834042065055,-0.02735179087368811,0.031855637836260546,943.7516393785845,0.04176351213476746,0.4637118293334959,0.24624835981552629,0.05193750639601316,v_723e3eb8dfa35275,0.03119892747925785,0.03993170427093986,0.10786467614370261,0.07864676143702609,0.11861101074562108,83.420467700893,15,0
s22g000_c1733d0885f516ee,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.20451386829527,1.885607993302751,0.10319209587785586,-0.21206982000438532,1.9806650835231416,-0.29301237917391876,-0.9246869355305808,-1.188495903924138,0.12837809968567582,-0.4753661927695651,-0.11839027779866988,0.09578491025284465]",probe_c0_h02_m,multi_center_probes,2.909742754245582,-0.027251748567312384,0.03169767649648131,955.131809275139,0.04169908649268532,0.4592493293727903,0.2390990304012103,0.040253865031966596,v_c1733d0885f516ee,0.03118666657242516,0.042732811453668154,0.11042165767697315,0.1042165767697314,0.14377212918390336,109.99655936462997,16,0
s22g000_85a73792469ee086,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.24051386829527,1.921607993302751,0.08719209587785587,-0.2820698200043853,2.0506650835231417,-0.26301237917391873,-1.0146869355305808,-1.278495903924138,0.1643780996856758,-0.38536619276956513,-0.20839027779866987,0.059784910252844645]",probe_c0_h02_p,multi_center_probes,2.9355567118468793,-0.02708624793977421,0.03223510316963409,925.7267089559828,0.04180472030401264,0.46646337519949416,0.24797561697547524,0.05017893285251678,v_85a73792469ee086,0.031298953904898064,0.03784723403953822,0.10701598448363285,0.07015984483632853,0.1134583083329308,74.72753273676423,17,0
s22g000_2044aa08ba72461d,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.20451386829527,1.921607993302751,0.10319209587785586,-0.2820698200043853,1.9806650835231416,-0.26301237917391873,-0.9246869355305808,-1.278495903924138,0.12837809968567582,-0.38536619276956513,-0.11839027779866988,0.059784910252844645]",probe_c0_h03_m,multi_center_probes,2.9441678175584567,-0.02715165769080108,0.03227349901803633,954.2337059420897,0.04188242063321078,0.46089426088283747,0.24643207035663026,0.0394656549367716,v_2044aa08ba72461d,0.03139381677889898,0.03831603779350281,0.10442572904731055,0.04646055929663273,0.09071784976973829,50.118714965597846,18,0
s22g000_02e61c5979e4fb7d,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.24051386829527,1.885607993302751,0.08719209587785587,-0.21206982000438532,2.0506650835231417,-0.29301237917391876,-1.0146869355305808,-1.188495903924138,0.1643780996856758,-0.4753661927695651,-0.20839027779866987,0.09578491025284465]",probe_c0_h03_p,multi_center_probes,2.905125599066564,-0.027196778284336642,0.03169342377475443,926.5111379963419,0.04164585871513181,0.464657875976111,0.2407668440125583,0.05160572933267238,v_02e61c5979e4fb7d,0.03108807985655211,0.04214154296544424,0.11287301879393269,0.12873018793932678,0.1649995164910638,135.35921985495997,19,0
s22g000_9283f88467356412,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.1791401768972367,1.8719570748969636,0.09297634217886161,-0.27400065205519464,2.302651881772964,-0.18636508593500523,-0.9938130457377542,-1.4703087584692327,0.1901060700782217,-0.4931494086987542,-0.3043030047699112,0.02801072084622147]",probe_c1_h05_m,multi_center_probes,2.9444609858583313,-0.02705255944885321,0.03238247038225768,869.2297803825822,0.04178669705234812,0.4777079632768567,0.2613164483230701,0.07465162390306915,v_9283f88467356412,0.031556938065835184,0.02909443950783379,0.10169547748449298,0.0518979355278395,0.06885271037276919,54.681488552608855,20,0
s22g000_dfb4aab6a464ec6a,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2151401768972367,1.8359570748969636,0.1089763421788616,-0.3440006520551947,2.2326518817729637,-0.15636508593500525,-1.0838130457377542,-1.3803087584692328,0.22610607007822167,-0.5831494086987542,-0.2143030047699112,-0.007989279153778527]",probe_c1_h05_p,multi_center_probes,2.9474465352680204,-0.02687640607399855,0.0326055057952371,876.5587004324698,0.04183371282227301,0.4792433187807945,0.2587569706542228,0.05913368625968212,v_dfb4aab6a464ec6a,0.031606044057547814,0.025718794277426092,0.09831656424743092,0.05353480191826043,0.05353480191826043,55.70566846034353,21,0
