source_stage,source_run,source_generation_group,generation,candidate_id,source_name,source_type,vector,vector_digest,result_relative_path,validation_id,candidate_label,candidate_n_modes,candidate_target_fraction,sequence_scale,success,failure_reason,n_trajectory_steps,terminal_R_error_m,terminal_Z_error_m,terminal_Ip_error_A,terminal_RZ_euclidean_error_m,terminal_RZ_box_max_error_m,terminal_normalized_RZ_distance,min_normalized_RZ_distance,min_normalized_RZ_distance_after_step0,min_RZ_euclidean_error_after_step0_m,closest_step_after_step0,closest_velocity_after_step0_m_per_s,relative_distance_reduction,relative_distance_reduction_after_step0,first_step_within_2x_RZ_only,first_step_within_1x_RZ_only,first_step_within_2x,first_step_within_1x,first_step_after_step0_within_2x,first_step_after_step0_within_1x,terminal_within_2x_RZ_only,terminal_within_1x_RZ_only,terminal_within_2x,terminal_within_1x,gate_ip_tolerance_A,terminal_Ip_safe,late_Ip_safe_fraction,late_fraction_within_2x,late_fraction_within_1x,late_R_rms_m,late_Z_rms_m,late_RZ_euclidean_rms_m,terminal_velocity_m_per_s,max_velocity_m_per_s,late_velocity_mean_m_per_s,late_velocity_rms_m_per_s,max_current_utilization,wall_time_s,first_step_after_step0_within_30mm,ever_after_step0_within_30mm,terminal_within_30mm,late_fraction_within_30mm,longest_streak_after_step0_within_30mm_steps,trailing_streak_within_30mm_steps,first_step_after_step0_within_40mm,ever_after_step0_within_40mm,terminal_within_40mm,late_fraction_within_40mm,longest_streak_after_step0_within_40mm_steps,trailing_streak_within_40mm_steps,first_step_after_step0_within_80mm,ever_after_step0_within_80mm,terminal_within_80mm,late_fraction_within_80mm,longest_streak_after_step0_within_80mm_steps,trailing_streak_within_80mm_steps,gate_tier,gate_label,strict_gate_pass,relaxed_gate_pass,terminal_RZ_reduction_vs_zero_action_fraction,continuous_objective,selection_score,position_excess_objective,velocity_excess_objective,precise_streak_deficit,action_rms,delta_action_rms,repair_excess_rms,stage2_legacy_selection_score,stage2_legacy_continuous_objective,stage2_2_final3_box_errors_m,stage2_2_final3_box_max_error_m,stage2_2_final3_box_mean_error_m,stage2_2_terminal_box_error_m,stage2_2_final3_R_abs_max_error_m,stage2_2_final3_Z_abs_max_error_m,stage2_2_position_violation,stage2_2_terminal_speed_violation,stage2_2_late_speed_violation,stage2_2_ip_violation,stage2_2_max_violation,stage2_2_sum_violation,stage2_2_l2_violation,stage2_2_quality,stage2_2_selection_score
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1005,5,s21g005_2ddc755997984919,tail_fd_n3_m2_p,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.19477816185308458,-0.38147750995002294,0.018766086028009638,0.06203426961659384]",v_2ddc755997984919,stage2_1_evaluations/gen_005/s21g005_2ddc755997984919.json.gz,s21g005_2ddc755997984919,,,,,True,,11,-0.027402757000000055,0.0301870211,713.6568000000007,0.04076968646056647,0.0301870211,1.3589895486855492,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027531315163775293,0.03118004561067213,0.041595294913375935,0.023668964672352272,0.6494770436362003,0.09478248061284344,0.10440873668657819,0.4143,688.9955739974976,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5304658169698672,4931.0390041954815,1004931.0390041955,0.002602661426216041,0.0019436959171580297,1.0,0.4587336752661166,0.24818225524376072,0.05335603024723167,3000039.0133342794,39.01333427964646,"[0.0313518305,0.0304087458,0.0301870211]",0.0313518305,0.030649199133333332,0.0301870211,0.027533625999999978,0.0313518305,0.04506101666666651,0.0,0.04408736686578174,0.0,0.04506101666666651,0.08914838353244825,0.06304118606269735,5.302617336315053,1004931.0390041955
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1004,4,s21g004_2e1509a4e76d240c,tail_fd_n3_m2_p,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.19477816185308458,-0.38147750995002294,-0.061233913971990364,0.06203426961659384]",v_2e1509a4e76d240c,stage2_1_evaluations/gen_004/s21g004_2e1509a4e76d240c.json.gz,s21g004_2e1509a4e76d240c,,,,,True,,11,-0.027430626999999985,0.0301973655,705.443900000002,0.040796080458221945,0.0301973655,1.3598693486073983,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027539872561893258,0.031183062423448853,0.041603220582426416,0.02376298038059283,0.6494770436362003,0.09472627899595512,0.10433718907805407,0.4143,733.7492129802704,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.530161843964383,4928.289032012806,1004928.2890320128,0.002604335116342299,0.0018811209098791523,1.0,0.4594813687311272,0.2471087976548173,0.05335603024723167,3000039.0153140863,39.01531408631147,"[0.0313520057,0.0304106683,0.0301973655]",0.0313520057,0.030653346499999998,0.0301973655,0.02753419300000004,0.0313520057,0.045066856666666544,0.0,0.04337189078054071,0.0,0.045066856666666544,0.08843874744720726,0.06254712207362557,5.3012534837000285,1004928.2890320128
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1005,5,s21g005_6f3a68b58da091af,tail_fd_n3_m2_m,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.12477816185308457,-0.38147750995002294,0.018766086028009638,0.06203426961659384]",v_6f3a68b58da091af,stage2_1_evaluations/gen_005/s21g005_6f3a68b58da091af.json.gz,s21g005_6f3a68b58da091af,,,,,True,,11,-0.027387947999999995,0.0302039574,755.1414000000004,0.04077227904191423,0.0302039574,1.3590759680638076,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027521079775493687,0.03118620008639498,0.04159313534512336,0.02271259409446586,0.6494770436362003,0.09444473530517973,0.10426219587459126,0.4143,780.1130528450012,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5304359588652129,4929.61466558231,1004929.6146655823,0.0026074975874025626,0.0018166313673382635,1.0,0.45846048447149823,0.24767789247159505,0.05335603024723167,3000038.9908272014,38.99082720149266,"[0.0313533942,0.0304153364,0.0302039574]",0.0313533942,0.030657562666666666,0.0302039574,0.027525031000000033,0.0313533942,0.04511314000000022,0.0,0.04262195874591246,0.0,0.04511314000000022,0.08773509874591268,0.062063087000228105,5.297183598441733,1004929.6146655823
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1004,4,s21g004_2e9fc3bf8fa2713d,tail_fd_n3_m2_m,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.12477816185308457,-0.38147750995002294,-0.061233913971990364,0.06203426961659384]",v_2e9fc3bf8fa2713d,stage2_1_evaluations/gen_004/s21g004_2e9fc3bf8fa2713d.json.gz,s21g004_2e9fc3bf8fa2713d,,,,,True,,11,-0.027418198000000005,0.0302138666,744.3546999999999,0.04079994260400129,0.0302138666,1.3599980868000432,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02753034418685972,0.031189117443123932,0.041601453074717694,0.02298006477080496,0.6494770436362003,0.09442838419710133,0.1041965811781782,0.4143,734.4386310577393,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5301173646067848,4927.212184186326,1004927.2121841863,0.0026092376455306146,0.001761129358503957,1.0,0.45920862275191654,0.24660223940528445,0.05335603024723167,3000038.995411402,38.995411402082695,"[0.0313535866,0.0304172618,0.0302138666]",0.0313535866,0.030661571666666665,0.0302138666,0.027525628999999996,0.0313535866,0.045119553333333284,0.0,0.04196581178178205,0.0,0.045119553333333284,0.08708536511511533,0.061619018586013395,5.29637180651838,1004927.2121841863
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1005,5,s21g005_85bbeed9ae38e344,tail_fd_n4_m0_p,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.3014775099500229,0.018766086028009638,0.06203426961659384]",v_85bbeed9ae38e344,stage2_1_evaluations/gen_005/s21g005_85bbeed9ae38e344.json.gz,s21g005_85bbeed9ae38e344,,,,,True,,11,-0.02740686400000003,0.0301784431,729.9566000000013,0.04076609648046321,0.0301784431,1.358869882682107,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027529707920799465,0.031179651836178247,0.04159393593818482,0.02511710249695449,0.6494770436362003,0.09508291163736497,0.1044194133151565,0.4143,779.8271505832672,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5305071618641064,4940.831030667527,1004940.8310306675,0.0026056790281039446,0.0019531214050182524,1.0,0.45745405181108395,0.24833497553753855,0.05335603024723167,3000039.0275671147,39.02756711472425,"[0.031354491,0.0304120986,0.0301784431]",0.031354491,0.030648344233333333,0.0301784431,0.027529575999999945,0.031354491,0.04514970000000007,0.0,0.04419413315156495,0.0,0.04514970000000007,0.08934383315156502,0.06317924354650235,5.306454514847533,1004940.8310306675
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1004,4,s21g004_943ae81623f8951f,tail_fd_n4_m0_p,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.3014775099500229,-0.061233913971990364,0.06203426961659384]",v_943ae81623f8951f,stage2_1_evaluations/gen_004/s21g004_943ae81623f8951f.json.gz,s21g004_943ae81623f8951f,,,,,True,,11,-0.027435934999999967,0.0301857409,717.3005000000012,0.040791046603466254,0.0301857409,1.3597015534488754,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027538611064729362,0.031181816430661095,0.041601451600754034,0.025525061177202,0.6494770436362003,0.09511481243610011,0.10437643686789262,0.4143,753.662591457367,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5302198175983597,4939.337932625669,1004939.3379326257,0.002606869906051502,0.0019153199658649759,1.0,0.4582038333604915,0.24726218096538763,0.05335603024723167,3000039.0350066507,39.03500665088826,"[0.0313546416,0.0304135779,0.0301857409]",0.0313546416,0.030651320133333337,0.0301857409,0.027530140999999952,0.0313546416,0.04515471999999998,0.0,0.04376436867892619,0.0,0.04515471999999998,0.08891908867892617,0.06288297626658088,5.306601643459629,1004939.3379326257
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1005,5,s21g005_100bb55612334d2d,tail_fd_n4_m1_p,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,0.09876608602800964,0.06203426961659384]",v_100bb55612334d2d,stage2_1_evaluations/gen_005/s21g005_100bb55612334d2d.json.gz,s21g005_100bb55612334d2d,,,,,True,,11,-0.027360983999999977,0.030192624,742.9795000000013,0.040745772657462646,0.030192624,1.3581924219154218,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027515566837379435,0.031183798847292974,0.04158768722748027,0.02291710520121516,0.6494770436362003,0.09452518382985178,0.10428550139994694,0.4143,770.9469151496887,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5307412262010458,4935.421943645459,1004935.4219436455,0.00260794505381193,0.0018365522248947035,1.0,0.45798600474876944,0.2490518412700566,0.05335603024723167,3000038.988081259,38.98808125907973,"[0.0313547446,0.0304147696,0.030192624]",0.0313547446,0.030654046066666666,0.030192624,0.027528620000000004,0.0313547446,0.045158153333333395,0.0,0.04285501399946923,0.0,0.045158153333333395,0.08801316733280262,0.06225601205804588,5.297928922881463,1004935.4219436455
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1005,5,s21g005_12d2793feadcd879,tail_fd_n4_m2_p,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,0.018766086028009638,0.09703426961659384]",v_12d2793feadcd879,stage2_1_evaluations/gen_005/s21g005_12d2793feadcd879.json.gz,s21g005_12d2793feadcd879,,,,,True,,11,-0.027396266000000002,0.0302004259,716.6662000000033,0.04077525125960779,0.0302004259,1.3591750419869266,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02752655860861211,0.03118610764302017,0.04159669144000997,0.023148849272966794,0.6494770436362003,0.09449846908037127,0.10421639593633987,0.4143,794.4175906181335,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5304017285846371,4932.71215053217,1004932.7121505322,0.002609272691156626,0.0017777994691983347,1.0,0.45868602328505487,0.24788389073642816,0.05335603024723167,3000038.992536105,38.992536105018004,"[0.0313548962,0.0304163364,0.0302004259]",0.0313548962,0.0306572195,0.0302004259,0.027529443000000042,0.0313548962,0.04516320666666673,0.0,0.04216395936339867,0.0,0.04516320666666673,0.0873271660300654,0.06178603973078697,5.296780014452245,1004932.7121505322
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1004,4,s21g004_f677802a42b3b1ee,tail_fd_n4_m1_p,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,0.018766086028009638,0.06203426961659384]",v_f677802a42b3b1ee,stage2_1_evaluations/gen_004/s21g004_f677802a42b3b1ee.json.gz,s21g004_f677802a42b3b1ee,,,,,True,,11,-0.027390915000000016,0.0302018576,732.5054000000018,0.04077271669913477,0.0302018576,1.3590905566378257,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02752478508149188,0.031186570783302107,0.0415958650709927,0.02291944739059184,0.6494770436362003,0.09444015250987556,0.10420265367971915,0.4143,782.014230966568,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5304309184775294,4932.303912402131,1004932.3039124021,0.0026095780243475014,0.0017662297951656898,1.0,0.4585798749524327,0.24791386259479975,0.05335603024723167,3000038.988436639,38.9884366388202,"[0.0313549638,0.0304167446,0.0302018576]",0.0313549638,0.030657855333333334,0.0302018576,0.02752923900000004,0.0313549638,0.04516546000000021,0.0,0.04202653679719148,0.0,0.04516546000000021,0.0871919967971917,0.06169399137823155,5.295933835230285,1004932.3039124021
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1005,5,s21g005_e9fdc26e9935d1b2,tail_fd_n4_m2_m,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,0.018766086028009638,0.027034269616593838]",v_e9fdc26e9935d1b2,stage2_1_evaluations/gen_005/s21g005_e9fdc26e9935d1b2.json.gz,s21g005_e9fdc26e9935d1b2,,,,,True,,11,-0.027386782,0.0302031553,749.747800000001,0.040770901613668566,0.0302031553,1.3590300537889521,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027523466420027544,0.031186978527892255,0.041595298213543276,0.022723225599591165,0.6494770436362003,0.0943888440803363,0.10418969146662328,0.4143,773.7840235233307,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5304518223584639,4931.855639882386,1004931.8556398824,0.0026098363324582718,0.0017553514585495838,1.0,0.4585033889601492,0.2479569009489321,0.05335603024723167,3000038.9849596517,38.98495965194149,"[0.0313550094,0.0304170813,0.0302031553]",0.0313550094,0.030658415333333338,0.0302031553,0.02752910900000005,0.0313550094,0.04516698000000008,0.0,0.04189691466623269,0.0,0.04516698000000008,0.08706389466623277,0.06160687900608171,5.295182211437486,1004931.8556398824
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1004,4,s21g004_fdd5c22e4d8c376e,tail_fd_n4_m2_m,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.061233913971990364,0.027034269616593838]",v_fdd5c22e4d8c376e,stage2_1_evaluations/gen_004/s21g004_fdd5c22e4d8c376e.json.gz,s21g004_fdd5c22e4d8c376e,,,,,True,,11,-0.027419438000000018,0.0302148393,742.0873000000029,0.040801496224534085,0.0302148393,1.3600498741511364,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027533468231852015,0.031190421249744985,0.041604497961289566,0.022871184087629164,0.6494770436362003,0.09433086949646803,0.10410636785582894,0.4143,757.1755242347717,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5300994719514583,4928.712748660357,1004928.7127486604,0.00261188859615944,0.001686225696738517,1.0,0.45925145734751127,0.24688246350992363,0.05335603024723167,3000038.9877831433,38.987783143162595,"[0.0313552257,0.0304193744,0.0302148393]",0.0313552257,0.03066314646666667,0.0302148393,0.027529735,0.0313552257,0.045174190000000225,0.0,0.04106367855828941,0.0,0.045174190000000225,0.08623786855828963,0.06104861291540241,5.293661511770315,1004928.7127486604
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1003,3,s21g003_7b799c64a3b4c1e4,tail_fd_n2_m1_m,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.061233913971990364,0.06203426961659384]",v_7b799c64a3b4c1e4,stage2_1_evaluations/gen_003/s21g003_7b799c64a3b4c1e4.json.gz,s21g003_7b799c64a3b4c1e4,,,,,True,,11,-0.027425052999999977,0.0302161725,724.1389000000017,0.040806257027600115,0.0302161725,1.3602085675866706,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027535244821577116,0.031190811074291145,0.04160596595268896,0.022968303304690598,0.6494770436362003,0.09434145640647781,0.1040984433745226,0.4143,737.6328814029694,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5300446429848354,4928.429478037055,1004928.429478037,0.002612124969025873,0.0016797238094168271,1.0,0.45932781877354206,0.24683923781928085,0.05335603024723167,3000038.989352842,38.98935284174221,"[0.0313552506,0.0304196233,0.0302161725]",0.0313552506,0.03066368213333333,0.0302161725,0.027529892999999972,0.0313552506,0.045175020000000066,0.0,0.04098443374522609,0.0,0.045175020000000066,0.08615945374522616,0.060995952664232016,5.293710391990134,1004928.429478037
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1004,4,s21g004_39940d22e2d68dd9,tail_fd_n4_m2_p,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.061233913971990364,0.09703426961659384]",v_39940d22e2d68dd9,stage2_1_evaluations/gen_004/s21g004_39940d22e2d68dd9.json.gz,s21g004_39940d22e2d68dd9,,,,,True,,11,-0.027430489999999974,0.0302172026,708.2485000000015,0.04081067402787591,0.0302172026,1.360355800929197,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02753708978023232,0.031191134519541235,0.04160742945894029,0.023075755277582304,0.6494770436362003,0.09435194422143807,0.10408841980817637,0.4143,743.0934176445007,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5299937735081239,4928.058633688255,1004928.0586336883,0.0026123340179075153,0.0016715176527888806,1.0,0.4594337943000374,0.2468091354613108,0.05335603024723167,3000038.990770313,38.99077031278239,"[0.0313552785,0.0304198979,0.0302172026]",0.0313552785,0.030664126333333333,0.0302172026,0.02753013000000004,0.0313552785,0.045175949999999965,0.0,0.04088419808176358,0.0,0.045175949999999965,0.08606014808176354,0.060929337032265315,5.293704328943269,1004928.0586336883
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1002,2,s21g002_479d9cb1bf5f62d6,tail_fd_n2_m1_m,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",v_479d9cb1bf5f62d6,stage2_1_evaluations/gen_002/s21g002_479d9cb1bf5f62d6.json.gz,s21g002_479d9cb1bf5f62d6,,,,,True,,11,-0.02745287900000004,0.0302255924,715.0560000000005,0.040831936046672845,0.0302255924,1.3610645348890948,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027543851936196035,0.0311936360513241,0.04161378028472728,0.023426925537991816,0.6494770436362003,0.09437338960496874,0.10404414526897712,0.4143,758.6686758995056,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5297489042071288,4926.652381918277,1004926.6523819183,0.002613912891629625,0.0016355110956590001,1.0,0.46022908503195803,0.24582879778739541,0.05335603024723167,3000038.996370824,38.996370824280945,"[0.0313554678,0.0304216279,0.0302255924]",0.0313554678,0.0306675627,0.0302255924,0.02753049299999999,0.0313554678,0.04518226000000003,0.0,0.04044145268977117,0.0,0.04518226000000003,0.0856237126897712,0.06063784061431115,5.293690544915906,1004926.6523819183
Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1005,5,s21g005_16ccff6fc0a828d2,tail_fd_n4_m0_m,sensitivity,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.46147750995002296,0.018766086028009638,0.06203426961659384]",v_16ccff6fc0a828d2,stage2_1_evaluations/gen_005/s21g005_16ccff6fc0a828d2.json.gz,s21g005_16ccff6fc0a828d2,,,,,True,,11,-0.027384666000000002,0.0302299322,738.6171000000031,0.04078932130776575,0.0302299322,1.3596440435921917,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027522953299464904,0.031194831271979997,0.041600846823253816,0.0206197063818773,0.6494770436362003,0.09373826886255783,0.10396015208630478,0.4143,773.6907396316528,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5302396873932379,4922.778571474133,1004922.7785714741,0.0026146078747792015,0.0015682804546664102,1.0,0.45985760418484095,0.24756043482749632,0.05335603024723167,3000038.951717442,38.95171744204227,"[0.0313554825,0.0304222029,0.0302299322]",0.0313554825,0.030669205866666664,0.0302299322,0.027529154,0.0313554825,0.04518274999999994,0.0,0.0396015208630478,0.0,0.04518274999999994,0.08478427086304774,0.060081289535336244,5.285198486560962,1004922.7785714741
