candidate_id,vector,source_name,source_type,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,predicted_terminal_velocity_m_per_s,predicted_late_velocity_rms_m_per_s,proposal_rank_score,population_index,generation
s21g003_808e7e4641469075,"[2.388055851527881,1.2111965248487515,0.497491459683687,1.1409288444038208,1.880784942916907,0.09717718092685362,-0.5444278149553825,2.3377948146149787,-0.29624829455095064,-0.6094051387529014,-1.3792699491603142,0.22354102576572088,-0.6326281176216254,0.16899663618650482,-0.011895193660773774]",stage2_1_best,anchor_best,2.994963185313355,-0.02650956013367045,0.03314525038801812,981.51867553802,0.04210879704298456,0.4594815378590509,0.258796882692368,0.10026266213458629,0.025490652405259696,0.07843184737494008,3.41755630728694,0,3
s21g003_ae07f1cc0382b45e,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.061233913971990364,0.06203426961659384]",damped_archive_00,anchor_damped,2.90098960137495,-0.026898975855932372,0.03181655166825892,943.5082499684831,0.041614660243594725,0.45975079606058783,0.24741552896101165,0.06575194255408535,0.0390594724841508,0.10515109503908349,3.6730760162655485,1,3
s21g003_479d9cb1bf5f62d6,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",damped_archive_01,anchor_damped,2.908432788371706,-0.02703917370760922,0.03184874264737361,930.6161340504332,0.04166955361847717,0.46022908503195803,0.24582879778739541,0.05335603024723167,0.03926579798440736,0.10404147063285409,3.6659966843130936,2,3
s21g003_0740e70a35417d80,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.46147750995002296,-0.14123391397199037,0.06203426961659384]",damped_archive_02,anchor_damped,2.9038798175674816,-0.02691770317840958,0.03185144941162939,932.1699564191476,0.041626553401903285,0.4619232344271834,0.24605186057161943,0.06575194255408535,0.038846254971150476,0.10551440833101361,3.6803597947062605,3,3
s21g003_9122fc4fbb75af04,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.027034269616593838]",damped_archive_03,anchor_damped,2.902752743793404,-0.026924688008597597,0.031825603542763245,947.4464583933113,0.041621931377130154,0.46057509275360364,0.246450753553271,0.06575194255408535,0.03866557910282779,0.10563138713742472,3.680348035708372,4,3
s21g003_010c7f79354c87f0,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.19477816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",damped_archive_04,anchor_damped,2.9035083303337696,-0.026946932480990338,0.03181835355086715,910.8230829538188,0.04162599529390058,0.4608043437297523,0.24667333021375776,0.06575194255408535,0.03976495906882985,0.10567147627771643,3.684672107691149,5,3
s21g003_2f8aa7e5bc414234,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",damped_archive_05,anchor_damped,2.9028302099068126,-0.026928492075072752,0.03182384360467314,930.6328003107774,0.041622378989452063,0.4606512347627406,0.24640745213051055,0.06575194255408535,0.038907732135219766,0.10555926862318855,3.680092964100584,6,3
s21g003_fab05bac9ab4b1ba,"[2.312776553962334,1.411048726115072,0.5933361083675809,1.2654058024429617,1.915871318064019,0.08182760141364868,0.312508240530634,1.9568984941434484,-0.19387292904119047,-0.9998332839271749,-0.686190013458541,-0.06710880517425774,-0.6639103391833964,-0.6680168015247957,-0.09809429545052059]",precise_archive_00,anchor_precise,2.5850513441054406,-0.025253247808265322,0.029034186125728875,1085.2610158416137,0.03976318941043625,0.4668920379726238,0.2068444199204558,0.031777965710335435,0.1280130655366172,0.17916482529846853,5.245110667863317,7,3
s21g003_a6e2d53b4b22f02a,"[2.32469939401476,1.4142008745076244,0.5857940880045588,1.2975057094179323,1.940379085803052,0.07790872491419515,0.28670945159681394,1.946832424155062,-0.3061769448926297,-1.2216821495534371,-1.0321195404836176,0.13550073692037523,-0.44790644195034857,-0.6404605508172465,0.17442053619596462]",precise_archive_01,anchor_precise,2.718239169097874,-0.026405121528454423,0.03007561825201286,845.9691904907304,0.040477425621981825,0.4742172528047087,0.23094802713650184,0.04595037485225734,0.08828526153528742,0.15607071095614114,4.574313571443366,8,3
s21g003_8710d8f209165f6f,"[2.3170437696628325,1.4217576150392017,0.5833522249745287,1.303665172299496,2.0023911910489147,0.06812504564027454,0.4403528151982513,2.0203630708878384,-0.3664125400800929,-1.2120760158571882,-1.061664544717133,0.18182520403702312,-0.181152961601795,-0.8236719794479134,0.19353430483972145]",precise_archive_02,anchor_precise,2.707297619750519,-0.02671753129107768,0.029583443943867832,794.0228817464813,0.04038292744784748,0.4744534621490867,0.23543607598229227,0.06656785016282381,0.1069100466796564,0.17089175421578937,5.005598610418874,9,3
