candidate_id,phase,nominal_id,source_candidate_id,nominal_category,source_name,source_type,tail_vector,action_rms_pred,delta_action_rms_pred,repair_excess_rms_pred,probe_center_candidate_id,probe_center_nominal_id,probe_variable_index,probe_sign,probe_requested_delta,probe_actual_delta,probe_scheme,population_index
s30r01p_dd4dbf44ea134254,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v5_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.025,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.37473811504178683,0.20523935424649112,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,5,-1,0.01,-0.010000000000000002,two_sided,10
s30r01p_e7bf31785a5a9281,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v5_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.045000000000000005,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3747470100370891,0.20517393963678696,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,5,1,0.01,0.010000000000000002,two_sided,11
s30r01p_e1043b23e59c0346,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v6_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.10500000000000001,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3746874413088799,0.20521721602607362,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,6,-1,0.035,-0.035,two_sided,12
s30r01p_a6f7c57ed302e73c,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v6_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.17500000000000002,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3748119688696302,0.20525201939999976,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,6,1,0.035,0.035,two_sided,13
s30r01p_6463ee4eaa6ed5a4,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.10500000000000001,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3746874413088799,0.20521721602607362,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,7,-1,0.035,-0.035,two_sided,14
s30r01p_55b44c98d4ca7db2,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.17500000000000002,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3748119688696302,0.20525201939999976,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,7,1,0.035,0.035,two_sided,15
s30r01p_4d442bfaf089f2f1,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.037000000000000005,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3747347412419122,0.20520674899994107,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,8,-1,0.013,-0.012999999999999998,two_sided,16
s30r01p_351037a3724d7a2d,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.063,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.37475126049957974,0.20520998115524758,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,8,1,0.013,0.012999999999999998,two_sided,17
s30r01p_26b27dbd0e552ac7,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.11999999999999972,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.37467076036781316,0.20522405286890996,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,9,-1,0.04,-0.04000000000000001,two_sided,18
s30r01p_8d3d7c659d0e303a,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.19999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3748334075779533,0.20526382634685877,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,9,1,0.04,0.04000000000000001,two_sided,19
s30r01p_530d872a2db95754,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.12,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.37467076036781316,0.20490558711524484,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,10,-1,0.04,-0.04000000000000001,two_sided,20
s30r01p_9d1fc4250f8709dd,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.2,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3748334075779533,0.20558173715447428,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,10,1,0.04,0.04000000000000001,two_sided,21
s30r01p_57992d7e1ea70ae7,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.044999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.37473192018819085,0.2052060279737354,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,11,-1,0.015,-0.015,two_sided,22
s30r01p_a44b20e457387fea,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.07499999999999991,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3747547929847882,0.2052134867430678,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,11,1,0.015,0.015,two_sided,23
s30r01p_f33e1180968ef2e3,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.12,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.37467076036781316,0.20524394057132908,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,12,-1,0.04,-0.04000000000000001,two_sided,24
s30r01p_3891d1ab06c6a9fe,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.2,-0.16,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3748334075779533,0.20524394057132908,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,12,1,0.04,0.04000000000000001,two_sided,25
s30r01p_4faddf1f78d96c50,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.2,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.3748334075779533,0.20556188213320395,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,13,-1,0.04,-0.04000000000000001,two_sided,26
s30r01p_285ab6960fd51dae,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.12,0.06,0.1599999999999991,-0.16,0.05999999999999987]",0.37467076036781316,0.20492550572427362,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,13,1,0.04,0.04000000000000001,two_sided,27
s30r01p_46919d418ab2a10d,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.045,0.1599999999999991,-0.16,0.05999999999999987]",0.37473192018819085,0.20520975739228964,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,14,-1,0.015,-0.015,two_sided,28
s30r01p_b2fbdc7116e364b2,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.075,0.1599999999999991,-0.16,0.05999999999999987]",0.3747547929847882,0.20520975739228964,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,14,1,0.015,0.015,two_sided,29
s30r01p_2178759c95f46001,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.11999999999999908,-0.16,0.05999999999999987]",0.37467076036781316,0.20522405286890996,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,15,-1,0.04,-0.04000000000000001,two_sided,30
s30r01p_0d7cbccf0123c2f2,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1999999999999991,-0.16,0.05999999999999987]",0.3748334075779533,0.20522405286890996,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,15,1,0.04,0.04000000000000001,two_sided,31
s30r01p_e92badad9f9ff335,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.2,0.05999999999999987]",0.3748334075779533,0.20522405286890996,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,16,-1,0.04,-0.04000000000000001,two_sided,32
s30r01p_1f76684375685b44,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.12,0.05999999999999987]",0.37467076036781316,0.20522405286890996,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,16,1,0.04,0.04000000000000001,two_sided,33
s30r01p_28decb2e3307a22c,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_m,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.04499999999999987]",0.37473192018819085,0.20520696033472816,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,17,-1,0.015,-0.015,two_sided,34
s30r01p_fe242b9db5e17586,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_p,real_tsc_fd_probe,"[-0.44809345181811006,0.23286250362187674,0.15155042464019688,0.09999999999999996,0.1,0.035,0.14,0.14,0.05,0.15999999999999973,0.16,0.059999999999999915,0.16,-0.16,0.06,0.1599999999999991,-0.16,0.07499999999999987]",0.3747547929847882,0.20520696033472816,0.04807504367787985,s30r00s_46e233f658ec22e4,nominal_05_s22g000_571ab4a158d29207,17,1,0.015,0.015,two_sided,35
s30r01p_d2545d512cee3c66,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v0_m,real_tsc_fd_probe,"[-0.4660934518181101,0.23286250362187766,0.1515504246401975,-0.14904672590905524,0.19143125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.37510116926330106,0.20242838242710853,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,0,-1,0.018,-0.018000000000000016,two_sided,36
s30r01p_1d0c5b099784aace,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v0_p,real_tsc_fd_probe,"[-0.4300934518181101,0.23286250362187766,0.1515504246401975,-0.14904672590905524,0.19143125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.37489632585832616,0.20229238062527638,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,0,1,0.018,0.018000000000000016,two_sided,37
s30r01p_806d79eb573aea85,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v1_m,real_tsc_fd_probe,"[-0.4480934518181101,0.21486250362187767,0.1515504246401975,-0.14904672590905524,0.19143125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.3749455318790301,0.20209782014265182,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,1,-1,0.018,-0.017999999999999988,two_sided,38
s30r01p_ad2bfd996b2f5fe6,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v1_p,real_tsc_fd_probe,"[-0.4480934518181101,0.2508625036218777,0.1515504246401975,-0.14904672590905524,0.19143125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.3750519836618907,0.20262262550042567,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,1,1,0.018,0.018000000000000016,two_sided,39
s30r01p_8d96f59f8976ff1f,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v2_m,real_tsc_fd_probe,"[-0.4480934518181101,0.23286250362187766,0.1445504246401975,-0.14904672590905524,0.19143125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.37498354400817613,0.2023340870723947,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,2,-1,0.007,-0.007000000000000006,two_sided,40
s30r01p_aff85c4754c8497f,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v2_p,real_tsc_fd_probe,"[-0.4480934518181101,0.23286250362187766,0.1585504246401975,-0.14904672590905524,0.19143125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.3750104865203333,0.2023728297839906,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,2,1,0.007,0.007000000000000006,two_sided,41
s30r01p_be69af6269a047d9,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v3_m,real_tsc_fd_probe,"[-0.4480934518181101,0.23286250362187766,0.1515504246401975,-0.17704672590905524,0.19143125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.375054672590744,0.20236493117692744,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,3,-1,0.028,-0.027999999999999997,two_sided,42
s30r01p_2712d553048493cf,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v3_p,real_tsc_fd_probe,"[-0.4480934518181101,0.23286250362187766,0.1515504246401975,-0.12104672590905524,0.19143125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.3749486842822611,0.20237904944918797,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,3,1,0.028,0.027999999999999997,two_sided,43
s30r01p_3fd1353ce8baeb56,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v4_m,real_tsc_fd_probe,"[-0.4480934518181101,0.23286250362187766,0.1515504246401975,-0.14904672590905524,0.16343125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.37493361186316465,0.20236493117692744,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,4,-1,0.028,-0.027999999999999997,two_sided,44
s30r01p_7a18b493e50fa17e,round_001_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v4_p,real_tsc_fd_probe,"[-0.4480934518181101,0.23286250362187766,0.1515504246401975,-0.14904672590905524,0.21943125181093884,0.049775212320098766,0.14,0.13999999999999993,-0.05,0.15999999999999917,0.16,0.05999999999999971,0.15999999999999923,0.15999999999999678,0.05999999999999964,0.15999999999999726,0.15999999999999792,0.06]",0.37506974014493716,0.20237904944918797,0.04807504367787985,s30r00s_b51fe1a8accb7cee,nominal_05_s22g000_571ab4a158d29207,4,1,0.028,0.027999999999999997,two_sided,45
