candidate_id,phase,nominal_id,source_candidate_id,nominal_category,source_name,source_type,tail_vector,action_rms_pred,delta_action_rms_pred,repair_excess_rms_pred,probe_center_candidate_id,probe_center_nominal_id,probe_variable_index,probe_sign,probe_requested_delta,probe_actual_delta,probe_scheme,population_index
s30r00p_64f0640331c8538d,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v5_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735014211216139,0.20286009503706448,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,5,-1,0.01,-0.01,two_sided,10
s30r00p_918d094be1c8bf8c,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v5_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735014211216139,0.20277479140901422,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,5,1,0.01,0.01,two_sided,11
s30r00p_1ce0daac27d4b17d,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v6_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735085925687952,0.20284574604005076,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,6,-1,0.035,-0.035,two_sided,12
s30r00p_bf68958d057b3c8e,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v6_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735085925687952,0.20284574604005076,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,6,1,0.035,0.035,two_sided,13
s30r00p_7f977e85efdf24e9,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735085925687952,0.20284574604005076,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,7,-1,0.035,-0.035,two_sided,14
s30r00p_f93c4f1723e2f677,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735085925687952,0.20284574604005076,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,7,1,0.035,0.035,two_sided,15
s30r00p_deadcf110c6daca7,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.373501860974338,0.20281918345250452,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,8,-1,0.013,-0.013,two_sided,16
s30r00p_39795119f5edebc5,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.373501860974338,0.20281918345250452,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,8,1,0.013,0.013,two_sided,17
s30r00p_90e6d31557255d99,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735109830205907,0.2028551779402168,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,9,-1,0.04,-0.04,two_sided,18
s30r00p_b5899bda927f134d,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735109830205907,0.2028551779402168,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,9,1,0.04,0.04,two_sided,19
s30r00p_9a92b006b502f8d4,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735109830205907,0.2028551779402168,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,10,-1,0.04,-0.04,two_sided,20
s30r00p_afbcca1e64a46173,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735109830205907,0.2028551779402168,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,10,1,0.04,0.04,two_sided,21
s30r00p_ee3344222ae10d41,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015,0.0,0.0,0.0,0.0,0.0,0.0]",0.37350221795587824,0.20282059216192058,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,11,-1,0.015,-0.015,two_sided,22
s30r00p_2816e5ff42a1a86d,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0]",0.37350221795587824,0.20282059216192058,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,11,1,0.015,0.015,two_sided,23
s30r00p_5249ab88d7bf1cbc,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0]",0.3735109830205907,0.2028551779402168,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,12,-1,0.04,-0.04,two_sided,24
s30r00p_4b4820868f75cd5f,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0]",0.3735109830205907,0.2028551779402168,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,12,1,0.04,0.04,two_sided,25
s30r00p_b2e4c53c6bec3b12,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0]",0.3735109830205907,0.2028551779402168,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,13,-1,0.04,-0.04,two_sided,26
s30r00p_313b0d84b1e32c77,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0]",0.3735109830205907,0.2028551779402168,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,13,1,0.04,0.04,two_sided,27
s30r00p_4237a471863ce5ec,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015,0.0,0.0,0.0]",0.37350221795587824,0.20282059216192058,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,14,-1,0.015,-0.015,two_sided,28
s30r00p_2f2a2f3f1eb48989,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0]",0.37350221795587824,0.20282059216192058,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,14,1,0.015,0.015,two_sided,29
s30r00p_788b109db8395143,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0]",0.3735109830205907,0.20283505602299345,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,15,-1,0.04,-0.04,two_sided,30
s30r00p_1f362fa2280a59a8,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0]",0.3735109830205907,0.20283505602299345,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,15,1,0.04,0.04,two_sided,31
s30r00p_96e3301e5dc07215,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0]",0.3735109830205907,0.20283505602299345,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,16,-1,0.04,-0.04,two_sided,32
s30r00p_66f447564c73ba06,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0]",0.3735109830205907,0.20283505602299345,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,16,1,0.04,0.04,two_sided,33
s30r00p_78dd665234c3fb80,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015]",0.37350221795587824,0.20281776215540995,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,17,-1,0.015,-0.015,two_sided,34
s30r00p_5effe98a081c0f99,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015]",0.37350221795587824,0.20281776215540995,0.04807504367787985,s30screen_d3ce6bdbf6bfd41d,nominal_05_s22g000_571ab4a158d29207,17,1,0.015,0.015,two_sided,35
s30r00p_f447b78096fc0307,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v0_m,real_tsc_fd_probe,"[-0.5160934518181093,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.3741111470835447,0.20093079801877928,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,0,-1,0.018,-0.018000000000000016,two_sided,36
s30r00p_426516f9b433ceb5,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v0_p,real_tsc_fd_probe,"[-0.48009345181810925,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.37388283656033133,0.2007937818744631,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,0,1,0.018,0.018000000000000016,two_sided,37
s30r00p_c6eaedcce29cb50e,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v1_m,real_tsc_fd_probe,"[-0.49809345181810927,0.16486250362187768,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.3739550976594901,0.2005977679008902,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,1,-1,0.018,-0.017999999999999988,two_sided,38
s30r00p_5ab04fd0a4b53603,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v1_p,real_tsc_fd_probe,"[-0.49809345181810927,0.20086250362187766,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.37403891613179274,0.20112648742792066,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,1,1,0.018,0.017999999999999988,two_sided,39
s30r00p_a1c4c788e455fd0a,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v2_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16255042464019664,-0.24904672590905463,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.3739801465824494,0.20083562169907943,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,2,-1,0.007,-0.007000000000000006,two_sided,40
s30r00p_cec45e0e63424483,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v2_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.17655042464019666,-0.24904672590905463,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.3740103698577296,0.2008750090074901,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,2,1,0.007,0.007000000000000006,two_sided,41
s30r00p_03d3150c48b33d57,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v3_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.27704672590905466,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.37408871388978765,0.20087398560666708,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,3,-1,0.028,-0.028000000000000025,two_sided,42
s30r00p_4c6cd9ec4309d0d7,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v3_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.22104672590905464,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.37391114043209595,0.20087398560666708,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,3,1,0.028,0.027999999999999997,two_sided,43
s30r00p_1d7a971f9a7d59e8,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v4_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.06343125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.37396734046213637,0.20087398560666708,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,4,-1,0.028,-0.027999999999999997,two_sided,44
s30r00p_f1857754b1fb2eac,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v4_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.11943125181093883,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.3740325320966381,0.20087398560666708,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,4,1,0.028,0.027999999999999997,two_sided,45
s30r00p_31c7f2ca25fd4d59,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v5_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.07477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.3739847890314138,0.2008566117947596,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,5,-1,0.01,-0.009999999999999995,two_sided,46
s30r00p_1517709eba817609,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v5_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.09477521232009832,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.37400637706643536,0.2008566117947596,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,5,1,0.01,0.009999999999999995,two_sided,47
s30r00p_0c0ba826567f5857,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v6_m,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.08477521232009833,-0.035,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.3740027451763864,0.20066368090477724,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,6,-1,0.035,-0.035,two_sided,48
s30r00p_eeafadbccff9ff83,round_000_probes,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center1_v6_p,real_tsc_fd_probe,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.08477521232009833,0.035,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.3740027451763864,0.2011064478149836,0.04807504367787985,s30screen_162a405a0ff20960,nominal_05_s22g000_571ab4a158d29207,6,1,0.035,0.035,two_sided,49
