stage,phase,candidate_id,source_name,source_type,parent_candidate_id,source_stage3_1_candidate_id,full_control_vector,margin_control_vector,hold_control_vector,probe_center_candidate_id,probe_center_index,probe_variable_local_index,probe_variable_full_index,probe_step,probe_mode,probe_slot,probe_scheme,probe_requested_delta,probe_actual_delta,population_index,result_relpath,success,failure_reason,n_trajectory_steps,terminal_R_error_m,terminal_Z_error_m,terminal_Ip_error_A,terminal_RZ_euclidean_error_m,terminal_RZ_box_max_error_m,terminal_velocity_m_per_s,late_velocity_rms_m_per_s,max_velocity_m_per_s,max_current_utilization,trailing_streak_within_30mm_steps,trailing_streak_within_40mm_steps,strict_gate_pass,relaxed_gate_pass,gate_label,stage3_2_horizon_steps,stage3_2_earliest_strict_arrival_step,stage3_2_earliest_strict_arrival_ms,stage3_2_earliest_relaxed_arrival_step,stage3_2_earliest_relaxed_arrival_ms,stage3_2_gate_endpoint_step,stage3_2_gate_endpoint_ms,stage3_2_best_endpoint_step,stage3_2_best_endpoint_ms,stage3_2_window_start_step,stage3_2_sustained_box_max_error_m,stage3_2_endpoint_velocity_m_per_s,stage3_2_endpoint_late_velocity_rms_m_per_s,stage3_2_post_arrival_velocity_rms_m_per_s,stage3_2_final_velocity_m_per_s,stage3_2_sustained_Ip_max_error_A,stage3_2_minimum_signed_margin,stage3_2_mean_signed_margin,stage3_2_position_signed_margin,stage3_2_post_speed_signed_margin,stage3_2_max_violation,stage3_2_sum_violation,stage3_2_l2_violation,stage3_2_internal_goal_pass,stage3_2_internal_best_endpoint_step,stage3_2_internal_sustained_box_max_error_m,stage3_2_internal_post_arrival_velocity_rms_m_per_s,stage3_2_internal_minimum_signed_margin,stage3_2_endpoint_evaluations,stage3_2_internal_endpoint_evaluations,stage3_2_margin_objective,continuous_objective,selection_score,action_rms,delta_action_rms,repair_excess_rms,wall_time_s,phase_rank,sqp_center_candidate_id,sqp_endpoint_step,sqp_profile,sqp_step_scale,sqp_request_index,sqp_delta,predicted_hard_minimum_signed_margin,predicted_internal_minimum_signed_margin,predicted_sustained_box_max_error_m,predicted_post_arrival_velocity_rms_m_per_s,predicted_linear_objective,predicted_margin_objective,trust_boundary_fraction,trust_scale
Stage3.2,controller_round_000_probes,s32cr000p_03075fa5a99f2223,center0_v15_1,real_tsc_fd_probe,s32hr001s_c35a74e63036b542,s31r999p_6de147eb9cfd6186,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.7873853428013768,1.5319834441862021,0.28986020499887877,1.2042261679559902,1.8459077094025633,0.09945774008274161,0.4058699528127642,1.9547204162635479,-0.11886421791327684,-0.3924862623304618,2.0635331231245324,-0.3371861759092953,-0.5881020377973161,0.3930469031369952,-0.12278921244095856,-0.7957178132641703,-1.277439316850542,0.09160775102737818,-0.6965096927821501,-0.7906720433597355,0.11758864223165101,0.2876434276998702,0.572040230131071,0.18747878343592358,0.72432404818189,1.6322800036218754,-0.01384070035980308,0.14606661553497394,0.2509908399311615,0.05900843609612033,-0.8689019269553486,-1.3613055953182878,0.7449068669037617,-0.21198628928047197,-0.16391496554601098,0.5999209209163072,0.03205893373294061,-0.2027650000000008,0.22559641495695462,0.02145564202421857,-0.5448859878787722,0.37685390377494327,0.22499999999999984,0.22499999999999998,0.00874999999999996,0.27,0.2699999999999999,0.09449999999999997,-0.02159041059921596,0.315,-0.012499999999999935,-0.039999999999999925,0.08859789698863821,-0.013750000000000005,-0.0449999999999999,-0.044999999999999846,-0.015,-0.1991253391949117,-0.04499999999999993,0.07500042670153008,0.01484548721785317,-0.3471300973687731,0.15750000000000003,0.04507361398535806,0.01128223188424829,0.07327460942653245,0.03292564825615048,0.0898852507822189,-0.003937336584220397,0.01960896961420761,0.0587203843804233,-0.011737417610397852]","[0.2876434276998702,0.572040230131071,0.18747878343592358,0.72432404818189,1.6322800036218754,-0.01384070035980308,0.14606661553497394,0.2509908399311615,0.05900843609612033,-0.8689019269553486,-1.3613055953182878,0.7449068669037617,-0.21198628928047197,-0.16391496554601098,0.5999209209163072,0.03205893373294061,-0.2027650000000008,0.22559641495695462,0.02145564202421857,-0.5448859878787722,0.37685390377494327]","[0.22499999999999984,0.22499999999999998,0.00874999999999996,0.27,0.2699999999999999,0.09449999999999997,-0.02159041059921596,0.315,-0.012499999999999935,-0.039999999999999925,0.08859789698863821,-0.013750000000000005,-0.0449999999999999,-0.044999999999999846,-0.015,-0.1991253391949117,-0.04499999999999993,0.07500042670153008,0.01484548721785317,-0.3471300973687731,0.15750000000000003,0.04507361398535806,0.01128223188424829,0.07327460942653245,0.03292564825615048,0.0898852507822189,-0.003937336584220397,0.01960896961420761,0.0587203843804233,-0.011737417610397852]",s32hr001s_c35a74e63036b542,0,15,15,5,0,1,two_sided,0.006,0.006000000000000005,31,stage3_2_controller/identification_pass_00_raw/s32cr000p_03075fa5a99f2223.json.gz,True,,26,-0.02568173500000004,0.0278167854,105.38160000000062,0.03785927974222278,0.0278167854,0.00277610960563108,0.02139899274863395,0.6492383287639514,0.41409999999999997,14,26,True,True,PASS_PRECISE_HOLD_30MM_120_250MS,25,14,140,12,120,14,140,15,150,13,0.0290405468,0.020787630897573506,0.0703768422226078,0.024192191262095444,0.00277610960563108,308.21140000000014,0.031981773333333297,0.6366388155757091,0.031981773333333297,0.7580780873790456,0.0,0.0,0.0,False,15,0.0290405468,0.024192191262095444,-0.056019883636363677,"[{""endpoint_step"":12,""arrival_time_ms"":120,""window_start_step"":10,""sustained_box_max_error_m"":0.0304126965,""endpoint_velocity_m_per_s"":0.07456388798352546,""endpoint_late_velocity_rms_m_per_s"":0.058839199520544616,""post_arrival_velocity_rms_m_per_s"":0.04294295001614638,""final_velocity_m_per_s"":0.00277610960563108,""sustained_Ip_max_error_A"":919.4243000000024,""position_signed_margin"":-0.01375655000000009,""endpoint_speed_signed_margin"":0.25436112016474544,""endpoint_late_speed_signed_margin"":0.41160800479455384,""post_speed_signed_margin"":0.5705704998385361,""final_speed_signed_margin"":0.9722389039436892,""ip_signed_margin"":0.9080575699999998,""minimum_signed_margin"":-0.01375655000000009,""mean_signed_margin"":0.5171799247902541,""position_violation"":0.01375655000000009,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.01375655000000009,""sum_violation"":0.01375655000000009,""l2_violation"":0.01375655000000009,""pass"":false},{""endpoint_step"":13,""arrival_time_ms"":130,""window_start_step"":11,""sustained_box_max_error_m"":0.0302852524,""endpoint_velocity_m_per_s"":0.09864437144480603,""endpoint_late_velocity_rms_m_per_s"":0.06397758209030927,""post_arrival_velocity_rms_m_per_s"":0.03947500084671867,""final_velocity_m_per_s"":0.00277610960563108,""sustained_Ip_max_error_A"":818.1512000000002,""position_signed_margin"":-0.00950841333333341,""endpoint_speed_signed_margin"":0.013556285551939662,""endpoint_late_speed_signed_margin"":0.3602241790969074,""post_speed_signed_margin"":0.6052499915328133,""final_speed_signed_margin"":0.9722389039436892,""ip_signed_margin"":0.91818488,""minimum_signed_margin"":-0.00950841333333341,""mean_signed_margin"":0.4766576377986694,""position_violation"":0.00950841333333341,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.00950841333333341,""sum_violation"":0.00950841333333341,""l2_violation"":0.00950841333333341,""pass"":false},{""endpoint_step"":14,""arrival_time_ms"":140,""window_start_step"":12,""sustained_box_max_error_m"":0.0298048214,""endpoint_velocity_m_per_s"":0.06394520058306938,""endpoint_late_velocity_rms_m_per_s"":0.07029940699271156,""post_arrival_velocity_rms_m_per_s"":0.029618226337129044,""final_velocity_m_per_s"":0.00277610960563108,""sustained_Ip_max_error_A"":482.3631000000023,""position_signed_margin"":0.006505953333333259,""endpoint_speed_signed_margin"":0.3605479941693063,""endpoint_late_speed_signed_margin"":0.29700593007288445,""post_speed_signed_margin"":0.7038177366287095,""final_speed_signed_margin"":0.9722389039436892,""ip_signed_margin"":0.9517636899999997,""minimum_signed_margin"":0.006505953333333259,""mean_signed_margin"":0.5486467013579871,""position_violation"":0.0,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.0,""sum_violation"":0.0,""l2_violation"":0.0,""pass"":true},{""endpoint_step"":15,""arrival_time_ms"":150,""window_start_step"":13,""sustained_box_max_error_m"":0.0290405468,""endpoint_velocity_m_per_s"":0.020787630897573506,""endpoint_late_velocity_rms_m_per_s"":0.0703768422226078,""post_arrival_velocity_rms_m_per_s"":0.024192191262095444,""final_velocity_m_per_s"":0.00277610960563108,""sustained_Ip_max_error_A"":308.21140000000014,""position_signed_margin"":0.031981773333333297,""endpoint_speed_signed_margin"":0.7921236910242649,""endpoint_late_speed_signed_margin"":0.29623157777392206,""post_speed_signed_margin"":0.7580780873790456,""final_speed_signed_margin"":0.9722389039436892,""ip_signed_margin"":0.96917886,""minimum_signed_margin"":0.031981773333333297,""mean_signed_margin"":0.6366388155757091,""position_violation"":0.0,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.0,""sum_violation"":0.0,""l2_violation"":0.0,""pass"":true}]","[{""endpoint_step"":12,""arrival_time_ms"":120,""window_start_step"":10,""sustained_box_max_error_m"":0.0304126965,""endpoint_velocity_m_per_s"":0.07456388798352546,""endpoint_late_velocity_rms_m_per_s"":0.058839199520544616,""post_arrival_velocity_rms_m_per_s"":0.04294295001614638,""final_velocity_m_per_s"":0.00277610960563108,""sustained_Ip_max_error_A"":919.4243000000024,""position_signed_margin"":-0.10591623636363634,""endpoint_speed_signed_margin"":-0.06519839976464947,""endpoint_late_speed_signed_margin"":0.15944000684936266,""post_speed_signed_margin"":0.3865292854836232,""final_speed_signed_margin"":0.9603412913481274,""ip_signed_margin"":0.9080575699999998,""minimum_signed_margin"":-0.10591623636363634,""mean_signed_margin"":0.37387558625880457,""position_violation"":0.10591623636363634,""endpoint_speed_violation"":0.06519839976464947,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.10591623636363634,""sum_violation"":0.1711146361282858,""l2_violation"":0.12437475811959887,""pass"":false},{""endpoint_step"":13,""arrival_time_ms"":130,""window_start_step"":11,""sustained_box_max_error_m"":0.0302852524,""endpoint_velocity_m_per_s"":0.09864437144480603,""endpoint_late_velocity_rms_m_per_s"":0.06397758209030927,""post_arrival_velocity_rms_m_per_s"":0.03947500084671867,""final_velocity_m_per_s"":0.00277610960563108,""sustained_Ip_max_error_A"":818.1512000000002,""position_signed_margin"":-0.10128190545454552,""endpoint_speed_signed_margin"":-0.4092053063543717,""endpoint_late_speed_signed_margin"":0.08603454156701063,""post_speed_signed_margin"":0.43607141647544767,""final_speed_signed_margin"":0.9603412913481274,""ip_signed_margin"":0.91818488,""minimum_signed_margin"":-0.4092053063543717,""mean_signed_margin"":0.3150241529302781,""position_violation"":0.10128190545454552,""endpoint_speed_violation"":0.4092053063543717,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.4092053063543717,""sum_violation"":0.5104872118089172,""l2_violation"":0.4215530893269301,""pass"":false},{""endpoint_step"":14,""arrival_time_ms"":140,""window_start_step"":12,""sustained_box_max_error_m"":0.0298048214,""endpoint_velocity_m_per_s"":0.06394520058306938,""endpoint_late_velocity_rms_m_per_s"":0.07029940699271156,""post_arrival_velocity_rms_m_per_s"":0.029618226337129044,""final_velocity_m_per_s"":0.00277610960563108,""sustained_Ip_max_error_A"":482.3631000000023,""position_signed_margin"":-0.08381168727272725,""endpoint_speed_signed_margin"":0.08649713452758034,""endpoint_late_speed_signed_margin"":-0.004277242753022215,""post_speed_signed_margin"":0.5768824808981565,""final_speed_signed_margin"":0.9603412913481274,""ip_signed_margin"":0.9517636899999997,""minimum_signed_margin"":-0.08381168727272725,""mean_signed_margin"":0.41456594445801914,""position_violation"":0.08381168727272725,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.004277242753022215,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.08381168727272725,""sum_violation"":0.08808893002574947,""l2_violation"":0.0839207586302085,""pass"":false},{""endpoint_step"":15,""arrival_time_ms"":150,""window_start_step"":13,""sustained_box_max_error_m"":0.0290405468,""endpoint_velocity_m_per_s"":0.020787630897573506,""endpoint_late_velocity_rms_m_per_s"":0.0703768422226078,""post_arrival_velocity_rms_m_per_s"":0.024192191262095444,""final_velocity_m_per_s"":0.00277610960563108,""sustained_Ip_max_error_A"":308.21140000000014,""position_signed_margin"":-0.056019883636363677,""endpoint_speed_signed_margin"":0.7030338443203785,""endpoint_late_speed_signed_margin"":-0.005383460322968547,""post_speed_signed_margin"":0.6543972676843508,""final_speed_signed_margin"":0.9603412913481274,""ip_signed_margin"":0.96917886,""minimum_signed_margin"":-0.056019883636363677,""mean_signed_margin"":0.5375913198989207,""position_violation"":0.056019883636363677,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.005383460322968547,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.056019883636363677,""sum_violation"":0.061403343959332224,""l2_violation"":0.05627796200717207,""pass"":false}]",6.469956913430393,6.469956913430393,6.469956913430393,0.3248782797591295,0.25173297332118394,0.03723876870652456,859.8091959953308,1,,,,,,,,,,,,,,
Stage3.2,controller_round_000_probes,s32cr000p_9e71d5727fe194e1,center0_v5_1,real_tsc_fd_probe,s32hr001s_c35a74e63036b542,s31r999p_6de147eb9cfd6186,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.7873853428013768,1.5319834441862021,0.29136020499887877,1.2042261679559902,1.8459077094025633,0.09945774008274161,0.4058699528127642,1.9547204162635479,-0.11886421791327684,-0.3924862623304618,2.0635331231245324,-0.3371861759092953,-0.5941020377973161,0.3930469031369952,-0.12278921244095856,-0.7957178132641703,-1.277439316850542,0.09160775102737818,-0.6965096927821501,-0.7906720433597355,0.11758864223165101,0.2876434276998702,0.572040230131071,0.18747878343592358,0.72432404818189,1.6322800036218754,-0.01384070035980308,0.14606661553497394,0.2509908399311615,0.05900843609612033,-0.8689019269553486,-1.3613055953182878,0.7449068669037617,-0.21198628928047197,-0.16391496554601098,0.5999209209163072,0.03205893373294061,-0.2027650000000008,0.22559641495695462,0.02145564202421857,-0.5448859878787722,0.37685390377494327,0.22499999999999984,0.22499999999999998,0.00874999999999996,0.27,0.2699999999999999,0.09449999999999997,-0.02159041059921596,0.315,-0.012499999999999935,-0.039999999999999925,0.08859789698863821,-0.013750000000000005,-0.0449999999999999,-0.044999999999999846,-0.015,-0.1991253391949117,-0.04499999999999993,0.07500042670153008,0.01484548721785317,-0.3471300973687731,0.15750000000000003,0.04507361398535806,0.01128223188424829,0.07327460942653245,0.03292564825615048,0.0898852507822189,-0.003937336584220397,0.01960896961420761,0.0587203843804233,-0.011737417610397852]","[0.2876434276998702,0.572040230131071,0.18747878343592358,0.72432404818189,1.6322800036218754,-0.01384070035980308,0.14606661553497394,0.2509908399311615,0.05900843609612033,-0.8689019269553486,-1.3613055953182878,0.7449068669037617,-0.21198628928047197,-0.16391496554601098,0.5999209209163072,0.03205893373294061,-0.2027650000000008,0.22559641495695462,0.02145564202421857,-0.5448859878787722,0.37685390377494327]","[0.22499999999999984,0.22499999999999998,0.00874999999999996,0.27,0.2699999999999999,0.09449999999999997,-0.02159041059921596,0.315,-0.012499999999999935,-0.039999999999999925,0.08859789698863821,-0.013750000000000005,-0.0449999999999999,-0.044999999999999846,-0.015,-0.1991253391949117,-0.04499999999999993,0.07500042670153008,0.01484548721785317,-0.3471300973687731,0.15750000000000003,0.04507361398535806,0.01128223188424829,0.07327460942653245,0.03292564825615048,0.0898852507822189,-0.003937336584220397,0.01960896961420761,0.0587203843804233,-0.011737417610397852]",s32hr001s_c35a74e63036b542,0,5,5,1,2,1,two_sided,0.0015,0.0015000000000000013,11,stage3_2_controller/identification_pass_00_raw/s32cr000p_9e71d5727fe194e1.json.gz,True,,26,-0.025622307999999983,0.0279473778,106.62100000000282,0.03791514991586867,0.0279473778,0.002963234891876424,0.020993507799801404,0.6492363106102503,0.41409999999999997,14,26,True,True,PASS_PRECISE_HOLD_30MM_120_250MS,25,14,140,12,120,14,140,15,150,13,0.0290652947,0.020448259070396393,0.07012153770107615,0.023950426942509893,0.002963234891876424,308.72000000000116,0.03115684333333324,0.6375750428791241,0.03115684333333324,0.760495730574901,0.0,0.0,0.0,False,15,0.0290652947,0.023950426942509893,-0.056919807272727274,"[{""endpoint_step"":12,""arrival_time_ms"":120,""window_start_step"":10,""sustained_box_max_error_m"":0.0304174486,""endpoint_velocity_m_per_s"":0.07447137635422613,""endpoint_late_velocity_rms_m_per_s"":0.05863077398220647,""post_arrival_velocity_rms_m_per_s"":0.04272824538978643,""final_velocity_m_per_s"":0.002963234891876424,""sustained_Ip_max_error_A"":920.1573000000026,""position_signed_margin"":-0.013914953333333369,""endpoint_speed_signed_margin"":0.25528623645773874,""endpoint_late_speed_signed_margin"":0.41369226017793526,""post_speed_signed_margin"":0.5727175461021357,""final_speed_signed_margin"":0.9703676510812358,""ip_signed_margin"":0.9079842699999997,""minimum_signed_margin"":-0.013914953333333369,""mean_signed_margin"":0.517688835080952,""position_violation"":0.013914953333333369,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.013914953333333369,""sum_violation"":0.013914953333333369,""l2_violation"":0.013914953333333369,""pass"":false},{""endpoint_step"":13,""arrival_time_ms"":130,""window_start_step"":11,""sustained_box_max_error_m"":0.0302964861,""endpoint_velocity_m_per_s"":0.09834589771362408,""endpoint_late_velocity_rms_m_per_s"":0.06377522119484083,""post_arrival_velocity_rms_m_per_s"":0.039236811072849674,""final_velocity_m_per_s"":0.002963234891876424,""sustained_Ip_max_error_A"":818.8883000000023,""position_signed_margin"":-0.009882869999999988,""endpoint_speed_signed_margin"":0.016541022863759247,""endpoint_late_speed_signed_margin"":0.36224778805159175,""post_speed_signed_margin"":0.6076318892715034,""final_speed_signed_margin"":0.9703676510812358,""ip_signed_margin"":0.9181111699999998,""minimum_signed_margin"":-0.009882869999999988,""mean_signed_margin"":0.4775027752113483,""position_violation"":0.009882869999999988,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.009882869999999988,""sum_violation"":0.009882869999999988,""l2_violation"":0.009882869999999988,""pass"":false},{""endpoint_step"":14,""arrival_time_ms"":140,""window_start_step"":12,""sustained_box_max_error_m"":0.0298228306,""endpoint_velocity_m_per_s"":0.06349871971978907,""endpoint_late_velocity_rms_m_per_s"":0.07006516906701257,""post_arrival_velocity_rms_m_per_s"":0.029356912678370817,""final_velocity_m_per_s"":0.002963234891876424,""sustained_Ip_max_error_A"":482.9155000000028,""position_signed_margin"":0.0059056466666667085,""endpoint_speed_signed_margin"":0.36501280280210935,""endpoint_late_speed_signed_margin"":0.29934830932987433,""post_speed_signed_margin"":0.7064308732162918,""final_speed_signed_margin"":0.9703676510812358,""ip_signed_margin"":0.9517084499999997,""minimum_signed_margin"":0.0059056466666667085,""mean_signed_margin"":0.5497956221826964,""position_violation"":0.0,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.0,""sum_violation"":0.0,""l2_violation"":0.0,""pass"":true},{""endpoint_step"":15,""arrival_time_ms"":150,""window_start_step"":13,""sustained_box_max_error_m"":0.0290652947,""endpoint_velocity_m_per_s"":0.020448259070396393,""endpoint_late_velocity_rms_m_per_s"":0.07012153770107615,""post_arrival_velocity_rms_m_per_s"":0.023950426942509893,""final_velocity_m_per_s"":0.002963234891876424,""sustained_Ip_max_error_A"":308.72000000000116,""position_signed_margin"":0.03115684333333324,""endpoint_speed_signed_margin"":0.7955174092960361,""endpoint_late_speed_signed_margin"":0.29878462298923847,""post_speed_signed_margin"":0.760495730574901,""final_speed_signed_margin"":0.9703676510812358,""ip_signed_margin"":0.9691279999999999,""minimum_signed_margin"":0.03115684333333324,""mean_signed_margin"":0.6375750428791241,""position_violation"":0.0,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.0,""sum_violation"":0.0,""l2_violation"":0.0,""pass"":true}]","[{""endpoint_step"":12,""arrival_time_ms"":120,""window_start_step"":10,""sustained_box_max_error_m"":0.0304174486,""endpoint_velocity_m_per_s"":0.07447137635422613,""endpoint_late_velocity_rms_m_per_s"":0.05863077398220647,""post_arrival_velocity_rms_m_per_s"":0.04272824538978643,""final_velocity_m_per_s"":0.002963234891876424,""sustained_Ip_max_error_A"":920.1573000000026,""position_signed_margin"":-0.10608904000000008,""endpoint_speed_signed_margin"":-0.06387680506037308,""endpoint_late_speed_signed_margin"":0.1624175145399076,""post_speed_signed_margin"":0.3895964944316225,""final_speed_signed_margin"":0.9576680729731939,""ip_signed_margin"":0.9079842699999997,""minimum_signed_margin"":-0.10608904000000008,""mean_signed_margin"":0.37461675114739174,""position_violation"":0.10608904000000008,""endpoint_speed_violation"":0.06387680506037308,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.10608904000000008,""sum_violation"":0.16996584506037316,""l2_violation"":0.12383509451218794,""pass"":false},{""endpoint_step"":13,""arrival_time_ms"":130,""window_start_step"":11,""sustained_box_max_error_m"":0.0302964861,""endpoint_velocity_m_per_s"":0.09834589771362408,""endpoint_late_velocity_rms_m_per_s"":0.06377522119484083,""post_arrival_velocity_rms_m_per_s"":0.039236811072849674,""final_velocity_m_per_s"":0.002963234891876424,""sustained_Ip_max_error_A"":818.8883000000023,""position_signed_margin"":-0.1016904036363635,""endpoint_speed_signed_margin"":-0.4049413959089152,""endpoint_late_speed_signed_margin"":0.08892541150227395,""post_speed_signed_margin"":0.439474127530719,""final_speed_signed_margin"":0.9576680729731939,""ip_signed_margin"":0.9181111699999998,""minimum_signed_margin"":-0.4049413959089152,""mean_signed_margin"":0.3162578304101513,""position_violation"":0.1016904036363635,""endpoint_speed_violation"":0.4049413959089152,""endpoint_late_speed_violation"":0.0,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.4049413959089152,""sum_violation"":0.5066317995452787,""l2_violation"":0.4175146372432796,""pass"":false},{""endpoint_step"":14,""arrival_time_ms"":140,""window_start_step"":12,""sustained_box_max_error_m"":0.0298228306,""endpoint_velocity_m_per_s"":0.06349871971978907,""endpoint_late_velocity_rms_m_per_s"":0.07006516906701257,""post_arrival_velocity_rms_m_per_s"":0.029356912678370817,""final_velocity_m_per_s"":0.002963234891876424,""sustained_Ip_max_error_A"":482.9155000000028,""position_signed_margin"":-0.08446656727272717,""endpoint_speed_signed_margin"":0.09287543257444197,""endpoint_late_speed_signed_margin"":-0.0009309866716080695,""post_speed_signed_margin"":0.5806155331661312,""final_speed_signed_margin"":0.9576680729731939,""ip_signed_margin"":0.9517084499999997,""minimum_signed_margin"":-0.08446656727272717,""mean_signed_margin"":0.41624498912823854,""position_violation"":0.08446656727272717,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0009309866716080695,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.08446656727272717,""sum_violation"":0.08539755394433524,""l2_violation"":0.0844716977633388,""pass"":false},{""endpoint_step"":15,""arrival_time_ms"":150,""window_start_step"":13,""sustained_box_max_error_m"":0.0290652947,""endpoint_velocity_m_per_s"":0.020448259070396393,""endpoint_late_velocity_rms_m_per_s"":0.07012153770107615,""post_arrival_velocity_rms_m_per_s"":0.023950426942509893,""final_velocity_m_per_s"":0.002963234891876424,""sustained_Ip_max_error_A"":308.72000000000116,""position_signed_margin"":-0.056919807272727274,""endpoint_speed_signed_margin"":0.7078820132800516,""endpoint_late_speed_signed_margin"":-0.0017362528725164417,""post_speed_signed_margin"":0.6578510436784302,""final_speed_signed_margin"":0.9576680729731939,""ip_signed_margin"":0.9691279999999999,""minimum_signed_margin"":-0.056919807272727274,""mean_signed_margin"":0.5389788449644054,""position_violation"":0.056919807272727274,""endpoint_speed_violation"":0.0,""endpoint_late_speed_violation"":0.0017362528725164417,""post_speed_violation"":0.0,""final_speed_violation"":0.0,""ip_violation"":0.0,""max_violation"":0.056919807272727274,""sum_violation"":0.058656060145243716,""l2_violation"":0.056946282003320796,""pass"":false}]",6.559768373605386,6.559768373605386,6.559768373605386,0.32492963427490745,0.25173692469597525,0.03723423138603381,882.0337319374084,2,,,,,,,,,,,,,,
