candidate_id,phase,nominal_id,source_candidate_id,nominal_category,source_name,source_type,tail_vector,action_rms_pred,delta_action_rms_pred,repair_excess_rms_pred,population_index
s30screen_c49c31219964c8c8,screen,nominal_03_s22g004_89d222a7ea5c4cdd,s22g004_89d222a7ea5c4cdd,speed_safe,mode1_plus_pulse,screen_template,"[-0.6859789086987541,-0.19247350476991118,-0.04912107915377853,-0.4687831269590033,-0.15397880381592896,-0.039296863323022825,-0.3315873452192524,-0.1154841028619467,-0.029472647492267117,-0.21839156347950167,-0.07698940190796448,-0.019648431661511413,-0.11319578173975084,-0.03849470095398224,-0.009824215830755706,0.0,-0.0,-0.0]",0.3979653141244738,0.21120595007204396,0.04634447069950712,42
s30screen_794558f61caa1c27,screen,nominal_03_s22g004_89d222a7ea5c4cdd,s22g004_89d222a7ea5c4cdd,speed_safe,mode1_minus_pulse,screen_template,"[-0.6859789086987541,-0.19247350476991118,-0.04912107915377853,-0.6287831269590033,-0.15397880381592896,-0.039296863323022825,-0.49158734521925246,-0.1154841028619467,-0.029472647492267117,-0.33039156347950166,-0.07698940190796448,-0.019648431661511413,-0.16119578173975083,-0.03849470095398224,-0.009824215830755706,-0.0,-0.0,-0.0]",0.40024394476882763,0.21120595007204396,0.04634447069950712,43
s30screen_a85e79fd95676e70,screen,nominal_03_s22g004_89d222a7ea5c4cdd,s22g004_89d222a7ea5c4cdd,speed_safe,mode2_plus_pulse,screen_template,"[-0.6859789086987541,-0.19247350476991118,-0.04912107915377853,-0.5487831269590033,-0.07397880381592896,-0.039296863323022825,-0.41158734521925244,-0.0354841028619467,-0.029472647492267117,-0.27439156347950167,-0.020989401907964486,-0.019648431661511413,-0.13719578173975083,-0.01449470095398224,-0.009824215830755706,-0.0,0.0,-0.0]",0.3987864571550252,0.21120595007204396,0.04634447069950712,44
s30screen_72dd48ba8a6e6e0b,screen,nominal_03_s22g004_89d222a7ea5c4cdd,s22g004_89d222a7ea5c4cdd,speed_safe,mode2_minus_pulse,screen_template,"[-0.6859789086987541,-0.19247350476991118,-0.04912107915377853,-0.5487831269590033,-0.23397880381592895,-0.039296863323022825,-0.41158734521925244,-0.1954841028619467,-0.029472647492267117,-0.27439156347950167,-0.1329894019079645,-0.019648431661511413,-0.13719578173975083,-0.06249470095398224,-0.009824215830755706,-0.0,-0.0,-0.0]",0.399425798065231,0.21120595007204396,0.04634447069950712,45
s30screen_23dea6fd8acec647,screen,nominal_03_s22g004_89d222a7ea5c4cdd,s22g004_89d222a7ea5c4cdd,speed_safe,coupled_cross_pulse,screen_template,"[-0.6859789086987541,-0.19247350476991118,-0.04912107915377853,-0.4687831269590033,-0.23397880381592895,-0.024296863323022826,-0.3315873452192524,-0.1954841028619467,-0.014472647492267118,-0.21839156347950167,-0.1329894019079645,-0.009148431661511414,-0.11319578173975084,-0.06249470095398224,-0.005324215830755707,0.0,-0.0,0.0]",0.3983726131166783,0.21131314846261146,0.04634447069950712,46
s30screen_ada672c41ee7cd11,screen,nominal_03_s22g004_89d222a7ea5c4cdd,s22g004_89d222a7ea5c4cdd,speed_safe,opposite_cross_pulse,screen_template,"[-0.6859789086987541,-0.19247350476991118,-0.04912107915377853,-0.6287831269590033,-0.07397880381592896,-0.054296863323022825,-0.49158734521925246,-0.0354841028619467,-0.04447264749226712,-0.33039156347950166,-0.020989401907964486,-0.03014843166151141,-0.16119578173975083,-0.01449470095398224,-0.014324215830755705,-0.0,0.0,-0.0]",0.4000420645421909,0.21131314846261146,0.04634447069950712,47
s30screen_1df3a885714b22ac,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,hold_last,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.570376789148781,0.0306486940965105,0.06409710769184573]",0.39300545997269826,0.20592014944747677,0.062449915495007356,48
s30screen_0cfa5ae9e2fcebab,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,zero_after_100,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.38286702847155557,0.20997311078049563,0.062449915495007356,49
s30screen_75e9237b23563358,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,linear_ramp_zero,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.4563014313190248,0.024518955277208404,0.05127768615347659,-0.3422260734892686,0.0183892164579063,0.038458264615107436,-0.2281507156595124,0.012259477638604202,0.025638843076738294,-0.1140753578297562,0.006129738819302101,0.012819421538369147,-0.0,0.0,0.0]",0.38532458098243627,0.20673709828897327,0.062449915495007356,50
s30screen_7fa215a1298e0b41,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,fast_ramp_zero,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.2851883945743905,0.01532434704825525,0.03204855384592287,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.38338031769318126,0.2079565041051968,0.062449915495007356,51
s30screen_6294ed42f57af59d,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,slow_ramp_zero,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.5133391102339029,0.02758382468685945,0.057687396922661165,-0.42778259186158574,0.022986520572382877,0.0480728307688843,-0.31370723403182954,0.016856781753080776,0.035253409230515155,-0.19963187620207334,0.010727042933778675,0.022433987692146006,-0.08555651837231715,0.004597304114476575,0.009614566153776859]",0.3865881954210792,0.20654336552424568,0.062449915495007356,52
s30screen_df2c17612984e882,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,continue_slope_decay,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.513184468509925,0.26589182768155534,0.04313877388825234,-0.4845883081904971,0.38351339447407773,0.03265960698645564,-0.47029022803078313,0.44232417787033895,0.02742002353555729,-0.4631411879509261,0.47172956956846956,0.02480023181010812,-0.45956666791099765,0.48643226541753487,0.02349033594738353]",0.3952442604116631,0.20689227451026568,0.062449915495007356,53
s30screen_3269e5e4c51e0e4f,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,mode1_plus_pulse,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.37630143131902477,0.024518955277208404,0.05127768615347659,-0.2622260734892686,0.0183892164579063,0.038458264615107436,-0.1721507156595124,0.012259477638604202,0.025638843076738294,-0.0900753578297562,0.006129738819302101,0.012819421538369147,0.0,0.0,0.0]",0.38444441031585347,0.20684289427240524,0.062449915495007356,54
s30screen_2e8862660552a94b,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,mode1_minus_pulse,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.5363014313190247,0.024518955277208404,0.05127768615347659,-0.4222260734892686,0.0183892164579063,0.038458264615107436,-0.2841507156595124,0.012259477638604202,0.025638843076738294,-0.1380753578297562,0.006129738819302101,0.012819421538369147,-0.0,0.0,0.0]",0.38640628610095495,0.20684289427240524,0.062449915495007356,55
s30screen_bd6185bba65732be,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,mode2_plus_pulse,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.4563014313190248,0.1045189552772084,0.05127768615347659,-0.3422260734892686,0.0983892164579063,0.038458264615107436,-0.2281507156595124,0.0682594776386042,0.025638843076738294,-0.1140753578297562,0.0301297388193021,0.012819421538369147,-0.0,0.0,0.0]",0.38547930254725854,0.20684289427240524,0.062449915495007356,56
s30screen_0fe8b5654aa4a7a0,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,mode2_minus_pulse,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.4563014313190248,-0.0554810447227916,0.05127768615347659,-0.3422260734892686,-0.061610783542093706,0.038458264615107436,-0.2281507156595124,-0.04374052236139579,0.025638843076738294,-0.1140753578297562,-0.0178702611806979,0.012819421538369147,-0.0,0.0,0.0]",0.3853738832213678,0.20684289427240524,0.062449915495007356,57
s30screen_8e5befd9550a69f3,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,coupled_cross_pulse,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.37630143131902477,-0.0554810447227916,0.0662776861534766,-0.2622260734892686,-0.061610783542093706,0.053458264615107436,-0.1721507156595124,-0.04374052236139579,0.03613884307673829,-0.0900753578297562,-0.0178702611806979,0.017319421538369146,0.0,0.0,0.0]",0.38451813842557697,0.2069523526764853,0.062449915495007356,58
s30screen_d345f28c0c8b9f91,screen,nominal_04_s22g004_b65dbd2d777a03f8,s22g004_b65dbd2d777a03f8,speed_safe,opposite_cross_pulse,screen_template,"[-0.570376789148781,0.0306486940965105,0.06409710769184573,-0.5363014313190247,0.1045189552772084,0.03627768615347659,-0.4222260734892686,0.0983892164579063,0.023458264615107437,-0.2841507156595124,0.0682594776386042,0.015138843076738295,-0.1380753578297562,0.0301297388193021,0.008319421538369148,-0.0,0.0,0.0]",0.3865435415285733,0.2069523526764853,0.062449915495007356,59
s30screen_44a722421f1adb20,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,hold_last,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.49809345181810927,0.18286250362187767,0.16955042464019665]",0.3832630022900769,0.1988738783763977,0.04807504367787985,60
s30screen_d3ce6bdbf6bfd41d,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,zero_after_100,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3735007836529784,0.20281493210941043,0.04807504367787985,61
s30screen_58e561dbe6fd395d,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,linear_ramp_zero,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.39847476145448746,0.14629000289750213,0.13564033971215733,-0.29885607109086554,0.1097175021731266,0.10173025478411798,-0.19923738072724373,0.07314500144875107,0.06782016985607867,-0.09961869036362186,0.03657250072437553,0.03391008492803933,-0.0,0.0,0.0]",0.3758668405669652,0.19966831230239096,0.04807504367787985,62
s30screen_162a405a0ff20960,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,fast_ramp_zero,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.24904672590905463,0.09143125181093884,0.08477521232009833,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0]",0.37399494657834575,0.20085407163786223,0.04807504367787985,63
s30screen_12214acd1900520e,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,slow_ramp_zero,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.44828410663629836,0.16457625325968991,0.152595382176177,-0.37357008886358195,0.13714687771640827,0.1271628184801475,-0.27395139849996014,0.10057437699203273,0.09325273355210817,-0.17433270813633822,0.06400187626765719,0.05934264862406882,-0.07471401777271638,0.02742937554328165,0.025432563696029496]",0.37708348655985224,0.19947992072222853,0.04807504367787985,64
s30screen_d7d3ae953924f030,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,continue_slope_decay,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.44848939157709905,0.426246140367281,0.18254087024233306,-0.4236873614565939,0.5479379587399826,0.18903609304340127,-0.4112863463963414,0.6087838679263334,0.1922837044439354,-0.4050858388662151,0.6392068225195089,0.19390751014420243,-0.40198558510115195,0.6544182998160966,0.19471941299433596]",0.3906162738387162,0.1999281326782572,0.04807504367787985,65
s30screen_1cc8979c23a17515,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,mode1_plus_pulse,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.31847476145448744,0.14629000289750213,0.13564033971215733,-0.21885607109086552,0.1097175021731266,0.10173025478411798,-0.14323738072724373,0.07314500144875107,0.06782016985607867,-0.07561869036362187,0.03657250072437553,0.03391008492803933,0.0,0.0,0.0]",0.37509222973093564,0.19977785172467427,0.04807504367787985,66
s30screen_73d2cc0ff10d4af1,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,mode1_minus_pulse,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.4784747614544875,0.14629000289750213,0.13564033971215733,-0.37885607109086555,0.1097175021731266,0.10173025478411798,-0.2552373807272437,0.07314500144875107,0.06782016985607867,-0.12361869036362186,0.03657250072437553,0.03391008492803933,-0.0,0.0,0.0]",0.3768485637678841,0.19977785172467427,0.04807504367787985,67
s30screen_93f35ba32f6b69a1,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,mode2_plus_pulse,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.39847476145448746,0.22629000289750212,0.13564033971215733,-0.29885607109086554,0.1897175021731266,0.10173025478411798,-0.19923738072724373,0.12914500144875107,0.06782016985607867,-0.09961869036362186,0.06057250072437553,0.03391008492803933,-0.0,0.0,0.0]",0.37629368031179317,0.19977785172467427,0.04807504367787985,68
s30screen_1b31439e5aea7523,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,mode2_minus_pulse,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.39847476145448746,0.06629000289750213,0.13564033971215733,-0.29885607109086554,0.029717502173126603,0.10173025478411798,-0.19923738072724373,0.01714500144875107,0.06782016985607867,-0.09961869036362186,0.012572500724375532,0.03391008492803933,-0.0,0.0,0.0]",0.3756488878937991,0.19977785172467427,0.04807504367787985,69
s30screen_181b10926ff7dca6,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,coupled_cross_pulse,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.31847476145448744,0.06629000289750213,0.15064033971215735,-0.21885607109086552,0.029717502173126603,0.11673025478411798,-0.14323738072724373,0.01714500144875107,0.07832016985607866,-0.07561869036362187,0.012572500724375532,0.03841008492803933,0.0,0.0,0.0]",0.3749337216356547,0.19989117891260955,0.04807504367787985,70
s30screen_48c8667e0bc5265b,screen,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,opposite_cross_pulse,screen_template,"[-0.49809345181810927,0.18286250362187767,0.16955042464019665,-0.4784747614544875,0.22629000289750212,0.12064033971215733,-0.37885607109086555,0.1897175021731266,0.08673025478411799,-0.2552373807272437,0.12914500144875107,0.05732016985607867,-0.12361869036362186,0.06057250072437553,0.029410084928039332,-0.0,0.0,0.0]",0.37722209759393094,0.19989117891260955,0.04807504367787985,71
s30screen_2e6fa3150cbe86d9,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,hold_last,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.6123570383020945,-0.06513165996609745,0.04384139339374735]",0.3933860913580309,0.20041390889614868,0.05253984056323568,72
s30screen_26788caf646ec2df,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,zero_after_100,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3816775180026265,0.2052080748345765,0.05253984056323568,73
s30screen_4628f604fbe30f50,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,linear_ramp_zero,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.4898856306416757,-0.05210532797287796,0.035073114714997876,-0.3674142229812567,-0.039078995979658464,0.02630483603624841,-0.24494281532083784,-0.02605266398643898,0.017536557357498938,-0.12247140766041892,-0.01302633199321949,0.008768278678749469,-0.0,-0.0,0.0]",0.38452009198313447,0.2013818728155284,0.05253984056323568,74
s30screen_f0db7a7270ddc6f2,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,fast_ramp_zero,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.30617851915104727,-0.03256582998304872,0.021920696696873673,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0]",0.38227146402119855,0.2028251572862042,0.05253984056323568,75
s30screen_4a2ded35c0ceab4d,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,slow_ramp_zero,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.551121334471885,-0.058618493969487706,0.039457254054372615,-0.4592677787265709,-0.04884874497457309,0.03288104504531051,-0.336796371066152,-0.0358224129813536,0.024112766366561043,-0.21432496340573307,-0.022796080988134106,0.01534448768781157,-0.09185355574531417,-0.009769748994914616,0.006576209009062102]",0.3859805531244493,0.20115240314627464,0.05253984056323568,76
s30screen_3b205e3d60a6e68f,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,continue_slope_decay,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.5611473959578307,0.1424974938292175,0.0204034572229512,-0.5355425747856988,0.246312070726875,0.008684489137553125,-0.5227401641996328,0.29821935917570375,0.0028250050948540883,-0.5163389589065998,0.3241730034001181,-0.0001047369264954301,-0.5131383562600833,0.3371498255123253,-0.0015696079371701893]",0.3927095105062924,0.2011970885384041,0.05253984056323568,77
s30screen_13496d1a514d4aef,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,mode1_plus_pulse,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.40988563064167566,-0.05210532797287796,0.035073114714997876,-0.2874142229812567,-0.039078995979658464,0.02630483603624841,-0.18894281532083784,-0.02605266398643898,0.017536557357498938,-0.09847140766041892,-0.01302633199321949,0.008768278678749469,0.0,-0.0,0.0]",0.38356553447424335,0.20149048067025518,0.05253984056323568,78
s30screen_1887b447e9ce7a1c,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,mode1_minus_pulse,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.5698856306416756,-0.05210532797287796,0.035073114714997876,-0.4474142229812567,-0.039078995979658464,0.02630483603624841,-0.30094281532083783,-0.02605266398643898,0.017536557357498938,-0.1464714076604189,-0.01302633199321949,0.008768278678749469,-0.0,-0.0,0.0]",0.38567621158658666,0.20149048067025518,0.05253984056323568,79
s30screen_15761b3161f17a73,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,mode2_plus_pulse,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.4898856306416757,0.027894672027122043,0.035073114714997876,-0.3674142229812567,0.04092100402034154,0.02630483603624841,-0.24494281532083784,0.029947336013561015,0.017536557357498938,-0.12247140766041892,0.01097366800678051,0.008768278678749469,-0.0,0.0,0.0]",0.3845100567450446,0.20149048067025518,0.05253984056323568,80
s30screen_781ef37a02bfadf8,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,mode2_minus_pulse,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.4898856306416757,-0.13210532797287797,0.035073114714997876,-0.3674142229812567,-0.11907899597965846,0.02630483603624841,-0.24494281532083784,-0.08205266398643897,0.017536557357498938,-0.12247140766041892,-0.03702633199321949,0.008768278678749469,-0.0,-0.0,0.0]",0.3847345522333757,0.20149048067025518,0.05253984056323568,81
s30screen_96759b551bd5f257,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,coupled_cross_pulse,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.40988563064167566,-0.13210532797287797,0.050073114714997875,-0.2874142229812567,-0.11907899597965846,0.041304836036248405,-0.18894281532083784,-0.08205266398643897,0.028036557357498937,-0.09847140766041892,-0.03702633199321949,0.013268278678749468,0.0,-0.0,0.0]",0.38379832696809746,0.20160284513884574,0.05253984056323568,82
s30screen_cc1f1bc51ed029f3,screen,nominal_06_s22g002_e66fb8b248b46533,s22g002_e66fb8b248b46533,gate,opposite_cross_pulse,screen_template,"[-0.6123570383020945,-0.06513165996609745,0.04384139339374735,-0.5698856306416756,0.027894672027122043,0.020073114714997876,-0.4474142229812567,0.04092100402034154,0.01130483603624841,-0.30094281532083783,0.029947336013561015,0.007036557357498939,-0.1464714076604189,0.01097366800678051,0.004268278678749469,-0.0,0.0,0.0]",0.38565566163492093,0.20160284513884574,0.05253984056323568,83
s30screen_9d24c71da296b840,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,hold_last,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044]",0.3985459242006193,0.2078959390725037,0.06147467148340888,84
s30screen_0803181b62756a85,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,zero_after_100,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.3899529657995212,0.21135898967717462,0.06147467148340888,85
s30screen_bdb286ef17a448f8,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,linear_ramp_zero,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.39262275335512176,-0.1655086720433651,-0.024098107730739237,-0.2944670650163413,-0.12413150403252382,-0.018073580798054427,-0.19631137667756088,-0.08275433602168256,-0.012049053865369619,-0.09815568833878044,-0.04137716801084128,-0.006024526932684809,-0.0,-0.0,-0.0]",0.3920324536240623,0.208593148712372,0.06147467148340888,86
s30screen_8588c215969448d8,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,fast_ramp_zero,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.24538922084695108,-0.10344292002710319,-0.015061317331712022,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0]",0.39038710588836917,0.20963461546246862,0.06147467148340888,87
s30screen_e8c8180134407453,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,slow_ramp_zero,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.44170059752451196,-0.18619725604878573,-0.02711037119708164,-0.36808383127042665,-0.15516438004065478,-0.022591975997568032,-0.2699281429316462,-0.11378721202981351,-0.016567449064883225,-0.17177245459286575,-0.07241004401897223,-0.010542922132198415,-0.07361676625408532,-0.031032876008130955,-0.004518395199513607]",0.3931025456881154,0.20842777259905204,0.06147467148340888,88
s30screen_64582bc034679122,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,continue_slope_decay,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.39120639489894676,-0.009473829385928029,-0.06726019062161794,-0.3414203715014691,0.08923217594821115,-0.08582896860071489,-0.3165273598027302,0.13858517861528075,-0.09511335759026336,-0.3040808539533608,0.16326167994881555,-0.0997555520850376,-0.2978576010286761,0.17559993061558293,-0.10207664933242472]",0.3940651146841452,0.20871590337528742,0.06147467148340888,89
s30screen_f59402e097932342,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,mode1_plus_pulse,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.31262275335512174,-0.1655086720433651,-0.024098107730739237,-0.21446706501634127,-0.12413150403252382,-0.018073580798054427,-0.14031137667756088,-0.08275433602168256,-0.012049053865369619,-0.07415568833878045,-0.04137716801084128,-0.006024526932684809,0.0,-0.0,-0.0]",0.39130223775830486,0.20869800380401954,0.06147467148340888,90
s30screen_4ad6e6cbc8edff16,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,mode1_minus_pulse,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.47262275335512177,-0.1655086720433651,-0.024098107730739237,-0.3744670650163413,-0.12413150403252382,-0.018073580798054427,-0.2523113766775609,-0.08275433602168256,-0.012049053865369619,-0.12215568833878043,-0.04137716801084128,-0.006024526932684809,-0.0,-0.0,-0.0]",0.39296145518002823,0.20869800380401954,0.06147467148340888,91
s30screen_55123041e93bc1cc,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,mode2_plus_pulse,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.39262275335512176,-0.08550867204336511,-0.024098107730739237,-0.2944670650163413,-0.04413150403252382,-0.018073580798054427,-0.19631137667756088,-0.026754336021682562,-0.012049053865369619,-0.09815568833878044,-0.017377168010841278,-0.006024526932684809,-0.0,0.0,-0.0]",0.3917828502528655,0.20869800380401954,0.06147467148340888,92
s30screen_c0e50478c8e9f2e6,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,mode2_minus_pulse,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.39262275335512176,-0.24550867204336513,-0.024098107730739237,-0.2944670650163413,-0.20413150403252384,-0.018073580798054427,-0.19631137667756088,-0.13875433602168255,-0.012049053865369619,-0.09815568833878044,-0.06537716801084129,-0.006024526932684809,-0.0,-0.0,-0.0]",0.39248228594371365,0.20869800380401954,0.06147467148340888,93
s30screen_b1c537be53300990,screen,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,coupled_cross_pulse,screen_template,"[-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.31262275335512174,-0.24550867204336513,-0.009098107730739238,-0.21446706501634127,-0.20413150403252384,-0.0030735807980544275,-0.14031137667756088,-0.13875433602168255,-0.0015490538653696196,-0.07415568833878045,-0.06537716801084129,-0.0015245269326848096,0.0,-0.0,0.0]",0.3917468800375327,0.2088064897438044,0.06147467148340888,94
