candidate_id,vector,source_name,source_type,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,predicted_terminal_velocity_m_per_s,predicted_late_velocity_rms_m_per_s,proposal_rank_score,population_index,generation
s21g002_808e7e4641469075,"[2.388055851527881,1.2111965248487515,0.497491459683687,1.1409288444038208,1.880784942916907,0.09717718092685362,-0.5444278149553825,2.3377948146149787,-0.29624829455095064,-0.6094051387529014,-1.3792699491603142,0.22354102576572088,-0.6326281176216254,0.16899663618650482,-0.011895193660773774]",stage2_1_best,anchor_best,2.994963185313355,-0.02650956013367045,0.03314525038801812,981.51867553802,0.04210879704298456,0.4594815378590509,0.258796882692368,0.10026266213458629,0.02324361596145646,0.07701424510576398,3.3994000909157784,0,2
s21g002_2f8aa7e5bc414234,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",damped_archive_00,anchor_damped,2.9028302099068126,-0.026928492075072752,0.03182384360467314,930.6328003107774,0.041622378989452063,0.4606512347627406,0.24640745213051055,0.06575194255408535,0.038466036469913194,0.10481722494328326,3.6687497604791814,1,2
s21g002_5665bd9c10e74563,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.46147750995002296,-0.22123391397199035,0.06203426961659384]",damped_archive_01,anchor_damped,2.905724042286828,-0.02694721939754996,0.031858741348043604,919.2945067614419,0.04163427506393312,0.46297306869405075,0.24510726023316964,0.06575194255408535,0.03824441584657803,0.10514525693496367,3.6755254079422066,2,2
s21g002_dd0aa93bda40e35b,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.22123391397199035,0.027034269616593838]",damped_archive_02,anchor_damped,2.9045968013631254,-0.026954204227737977,0.03183289547917745,934.5710087356056,0.04162965400323321,0.46162799297411133,0.24550768797581515,0.06575194255408535,0.03819113356245716,0.10533846329859019,3.6768989655176636,3,2
s21g002_148c8d0e6df122c5,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.19477816185308458,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",damped_archive_03,anchor_damped,2.905353918609371,-0.026976448700130717,0.03182564548728138,897.9476332961167,0.04163372136399865,0.4618567213243987,0.2457311188413073,0.06575194255408535,0.039118853968953086,0.10531822327832704,3.6798892144066513,4,2
s21g002_bd35696f7b749e38,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",damped_archive_04,anchor_damped,2.904674654523741,-0.02695800829421313,0.03183113554108735,917.7573506530716,0.04163010218179959,0.4617039613440122,0.2454642201904484,0.06575194255408535,0.038278994835983175,0.10520486259143966,3.675383607459044,5,2
s21g002_7c91e2a982568638,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",damped_archive_05,anchor_damped,2.9102833330253035,-0.0270686899267496,0.03185603458378783,917.7406843927274,0.04167729255917371,0.46128277503248355,0.24488333701959233,0.05335603024723167,0.03841777399847034,0.10351597583615627,3.658451942055477,6,2
s21g002_a6e2d53b4b22f02a,"[2.32469939401476,1.4142008745076244,0.5857940880045588,1.2975057094179323,1.940379085803052,0.07790872491419515,0.28670945159681394,1.946832424155062,-0.3061769448926297,-1.2216821495534371,-1.0321195404836176,0.13550073692037523,-0.44790644195034857,-0.6404605508172465,0.17442053619596462]",precise_archive_00,anchor_precise,2.718239169097874,-0.026405121528454423,0.03007561825201286,845.9691904907304,0.040477425621981825,0.4742172528047087,0.23094802713650184,0.04595037485225734,0.09068303830593691,0.1563467970770009,4.594939501527133,7,2
s21g002_ea023a37b923f803,"[2.322758309646906,1.4308406360843704,0.5997018582620294,1.281875236156665,1.9328697783597217,0.0856682885260331,0.04513322861476793,1.8468177480204557,-0.18779167480382203,-0.8972904606294464,-1.0318539392660229,0.07999671066322822,-0.44946963664677453,-0.4418277543739529,0.029514385972582095]",precise_archive_01,anchor_precise,2.7464134482642995,-0.026078756313551166,0.030653694648844418,933.1654892361803,0.040701686327094436,0.45795852235816464,0.22272936522508907,0.03413394014556501,0.08234026056920721,0.14276103361619488,4.308456922881153,8,2
s21g002_df34565d09d1b846,"[2.2320557342082394,1.333761942697636,0.5875059090422605,1.1374219513077242,1.9365820722815337,0.03763430588736755,0.2668072519678571,2.1565857953588314,-0.17886387463365935,-1.1625088954282303,-0.9244893992248366,0.2612762346700543,-0.41979367641549215,-0.6244316668321191,-0.03751096802160182]",precise_archive_02,anchor_precise,2.672520053901292,-0.024807721454559672,0.030721942576908974,860.4129925538,0.04023055906500914,0.4719786996182372,0.23030769231829648,0.04623011241754076,0.08600426971049059,0.14674032204747858,4.331032695645362,9,2
s21g002_46261a350131ad70,"[2.318598194909734,1.3374512932664322,0.574558559950427,1.1964576812115744,1.8234452501909102,0.10521470787144416,-0.0215364361177653,1.8517852883086172,-0.4188591875971501,-0.6103390022064451,-0.901881653767449,0.31380941777069893,-0.64880594644225,-0.6309414571240329,0.08126849830297136]",precise_archive_03,anchor_precise,2.773372790426576,-0.027073945519585307,0.03001817021111937,823.4505018375494,0.0409142585947553,0.45289903685147653,0.20880257565171437,0.0339808579101658,0.08298929124367989,0.1258572145055157,4.0440280753667475,10,2
s21g002_470edb922d4abf1a,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.12477816185308457,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",damped_archive_fill_06,anchor_damped,2.9039971616133022,-0.026939567888295546,0.03183662559489333,937.5670680100302,0.041626486224078586,0.46158537891835916,0.245230071002952,0.06575194255408535,0.037530777804281844,0.10507948368771007,3.6710070994890276,11,2
s21g002_c44979738c3802c3,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.34590544639889226,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n2_m0_m,sensitivity,2.9282682249096843,-0.026775589473322148,0.03227987615346539,931.1721986022058,0.04176816857646834,0.4607959535084084,0.24709107530974783,0.06666684661029114,0.033619258920035554,0.0984955468970963,3.598416364177594,12,2
s21g002_1931d05bf483e312,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.18590544639889223,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n2_m0_p,sensitivity,2.8778070990746514,-0.027081852622420466,0.031366384689497456,930.0922216539402,0.04147810860489668,0.460624422091571,0.24586713569971944,0.06483960193625792,0.04459997043069679,0.1117608182444711,3.7593088389131077,13,2
s21g002_479d9cb1bf5f62d6,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.0986969706242533,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n2_m1_m,sensitivity,2.908432788371706,-0.02703917370760922,0.03184874264737361,930.6161340504332,0.04166955361847717,0.46022908503195803,0.24582879778739541,0.05335603024723167,0.0386358327114831,0.10318782682596454,3.652780547626787,14,2
s21g002_07161ff50618d517,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.2586969706242535,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n2_m1_p,sensitivity,2.8985861623060942,-0.02682233731712047,0.03180192688021938,930.6907910745795,0.041578697711634256,0.46105676955968744,0.24706585325167946,0.0786609648395056,0.03848438140826132,0.10673654766372857,3.690947718205414,15,2
s21g002_5032821b3149aa1b,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.29696053187390903,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n2_m2_m,sensitivity,2.9154057643636566,-0.027035702346510204,0.03187280379715059,940.5429063221382,0.04168943496655153,0.4595997145323493,0.24562276077636405,0.07097993545052682,0.036483150437318285,0.1030597040856015,3.65237614307154,16,2
s21g002_65b0aceac73d1303,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.226960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n2_m2_p,sensitivity,2.8919290186095212,-0.02683215424951302,0.0317834317282392,920.4177663395494,0.041564885481100135,0.46161018679916177,0.24721655879504234,0.060653041006048194,0.040531870182352686,0.10648518199857335,3.686469265168793,17,2
s21g002_179a66a7a4398ab6,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.9151852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n3_m0_m,sensitivity,2.9127538896874183,-0.026834040050778163,0.03205604815394617,931.5369104885867,0.04167067864335281,0.4628987331839216,0.2476709143466022,0.06575194255408535,0.03475593158538728,0.10359375925398713,3.6525913591645502,18,2
s21g002_9d3d1cb113710919,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.755185220165065,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n3_m0_p,sensitivity,2.8930247968138243,-0.027022944099367452,0.03159163905540009,929.7286901329717,0.041574511380259825,0.45857274489297223,0.24531008785264782,0.06575194255408535,0.04271035657400809,0.1061806251438043,3.6897020415029766,19,2
s21g002_1fb6156d9ad01715,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.3573135959693288,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n3_m1_m,sensitivity,2.920349309590149,-0.027158167541716516,0.03189360816497022,922.3677180085906,0.041709692936993156,0.46299792575255216,0.2513985011359627,0.06575194255408535,0.03487515290870421,0.10265690218340374,3.647917551537381,20,2
s21g002_daf58679e0dcc632,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.1973135959693286,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n3_m1_p,sensitivity,2.8854217675601257,-0.026698816608428988,0.03175407904437604,938.8978826129678,0.041535349803147215,0.45847259491793907,0.24148853935983622,0.06575194255408535,0.0423566527709587,0.107081256161918,3.69353048112764,21,2
s21g002_640111a7e83b3189,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.12477816185308457,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n3_m2_m,sensitivity,2.9021538606550403,-0.026910051669155166,0.03182933365847912,950.442517667736,0.041618765910579975,0.46053238127073065,0.24617420010199645,0.06575194255408535,0.03771781943821189,0.10469184603955364,3.664370918032139,22,2
s21g002_010c7f79354c87f0,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.19477816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",tail_fd_n3_m2_p,sensitivity,2.9035083303337696,-0.026946932480990338,0.03181835355086715,910.8230829538188,0.04162599529390058,0.4608043437297523,0.24667333021375776,0.06575194255408535,0.03930589560288313,0.10493058563017062,3.673259507398723,23,2
s21g002_0740e70a35417d80,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.46147750995002296,-0.14123391397199037,0.06203426961659384]",tail_fd_n4_m0_m,sensitivity,2.9038798175674816,-0.02691770317840958,0.03185144941162939,932.1699564191476,0.041626553401903285,0.4619232344271834,0.24605186057161943,0.06575194255408535,0.038449896362508305,0.10477179840493639,3.6691370592928494,24,2
