stage,phase,candidate_id,nominal_id,source_candidate_id,nominal_category,source_name,source_type,control_vector,probe_center_candidate_id,probe_center_nominal_id,probe_variable_index,probe_sign,probe_requested_delta,probe_actual_delta,probe_scheme,population_index
Stage3.1,round_002_probes,s31r002p_2e044d765a893773,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v5_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2909804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,5,-1,0.007,-0.007000000000000006,two_sided,10
Stage3.1,round_002_probes,s31r002p_01ab2999e5d5fbf2,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v5_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.3049804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,5,1,0.007,0.007000000000000006,two_sided,11
Stage3.1,round_002_probes,s31r002p_8570261644a09834,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v6_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.8914999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,6,-1,0.03,-0.030000000000000027,two_sided,12
Stage3.1,round_002_probes,s31r002p_89721d3ed99f7a00,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v6_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9514999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,6,1,0.03,0.030000000000000027,two_sided,13
Stage3.1,round_002_probes,s31r002p_22ffa2e46a273e5f,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7574395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,7,-1,0.03,-0.030000000000000027,two_sided,14
Stage3.1,round_002_probes,s31r002p_c86567f16aa39973,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.8174395968077806,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,7,1,0.03,0.030000000000000027,two_sided,15
Stage3.1,round_002_probes,s31r002p_8befb2841d5675c9,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.02739373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,8,-1,0.011,-0.011,two_sided,16
Stage3.1,round_002_probes,s31r002p_abb3c7e96b4a1e15,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.00539373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,8,1,0.011,0.011,two_sided,17
Stage3.1,round_002_probes,s31r002p_d129f057252402ce,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.22389999999999946,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,9,-1,0.04,-0.04000000000000001,two_sided,18
Stage3.1,round_002_probes,s31r002p_5deb59c25f701a2a,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.30389999999999945,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,9,1,0.04,0.03999999999999998,two_sided,19
Stage3.1,round_002_probes,s31r002p_4ba1418591bbcac5,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.22389999999999974,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,10,-1,0.04,-0.04000000000000001,two_sided,20
Stage3.1,round_002_probes,s31r002p_089ccf2497a15765,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.3038999999999997,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,10,1,0.04,0.03999999999999998,two_sided,21
Stage3.1,round_002_probes,s31r002p_efa885b11393dec8,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.13196186690376185,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,11,-1,0.014,-0.014000000000000012,two_sided,22
Stage3.1,round_002_probes,s31r002p_a548a02bcb1616f3,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.15996186690376188,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,11,1,0.014,0.014000000000000012,two_sided,23
Stage3.1,round_002_probes,s31r002p_cd968c19388ce781,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.2575999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,12,-1,0.05,-0.04999999999999999,two_sided,24
Stage3.1,round_002_probes,s31r002p_3be21ce9ef088f98,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3575999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,12,1,0.05,0.04999999999999999,two_sided,25
Stage3.1,round_002_probes,s31r002p_9aebadb539ef7880,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.05917542890172274,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,13,-1,0.05,-0.05,two_sided,26
Stage3.1,round_002_probes,s31r002p_07ed14a0044e443b,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,0.040824571098277265,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,13,1,0.05,0.05,two_sided,27
Stage3.1,round_002_probes,s31r002p_ba9236ed2332bc13,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.347025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,14,-1,0.018,-0.018000000000000016,two_sided,28
Stage3.1,round_002_probes,s31r002p_d4e05a2f0c050e64,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.383025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,14,1,0.018,0.018000000000000016,two_sided,29
Stage3.1,round_002_probes,s31r002p_70a77b6a9eb66469,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.2575999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,15,-1,0.05,-0.04999999999999999,two_sided,30
Stage3.1,round_002_probes,s31r002p_e1a66bfe794b9915,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.35759999999999986,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,15,1,0.05,0.04999999999999999,two_sided,31
Stage3.1,round_002_probes,s31r002p_6f5fefa6a947de22,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7824000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,16,-1,0.05,-0.050000000000000044,two_sided,32
Stage3.1,round_002_probes,s31r002p_448802987bd8860f,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.6824000000000005,0.4622249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,16,1,0.05,0.050000000000000044,two_sided,33
Stage3.1,round_002_probes,s31r002p_52cdee8dee399809,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4442249999999957,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,17,-1,0.018,-0.018000000000000016,two_sided,34
Stage3.1,round_002_probes,s31r002p_537c6db28bbab4c5,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.48022499999999574,0.08377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,17,1,0.018,0.018000000000000016,two_sided,35
Stage3.1,round_002_probes,s31r002p_5ff3508fc166c648,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v18_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.03377257688794898,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,18,-1,0.05,-0.05,two_sided,36
Stage3.1,round_002_probes,s31r002p_aa3046420a6e37ae,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v18_p,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.13377257688794897,-0.7323999999999997,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,18,1,0.05,0.04999999999999999,two_sided,37
Stage3.1,round_002_probes,s31r002p_400a20c3bc4f0fe4,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v19_m,real_tsc_fd_probe,"[-0.3153015723001298,-0.021904769868929086,0.24226953343592372,0.060406548181889896,0.7413625036218756,0.2979804246401969,0.9214999999999991,0.7874395968077805,-0.01639373223780221,0.26389999999999947,0.26389999999999975,0.14596186690376187,0.3075999999999992,-0.009175428901722738,0.365025,0.3075999999999999,-0.7324000000000005,0.4622249999999957,0.08377257688794898,-0.7823999999999998,0.45984071874292176]",s31r001s_8fd81934c26f4bed,nominal_05_s22g000_571ab4a158d29207,19,-1,0.05,-0.050000000000000044,two_sided,38
