step_index,delta_a_tsc_CS1U,action_norm_tsc_CS1U,delta_a_tsc_CS2U,action_norm_tsc_CS2U,delta_a_tsc_CS3U,action_norm_tsc_CS3U,delta_a_tsc_CS1L,action_norm_tsc_CS1L,delta_a_tsc_CS2L,action_norm_tsc_CS2L,delta_a_tsc_CS3L,action_norm_tsc_CS3L,delta_a_tsc_CS4U,action_norm_tsc_CS4U,delta_a_tsc_CS4L,action_norm_tsc_CS4L,delta_a_tsc_PF2U,action_norm_tsc_PF2U,delta_a_tsc_PF2L,action_norm_tsc_PF2L,delta_a_tsc_PF3U,action_norm_tsc_PF3U,delta_a_tsc_PF3L,action_norm_tsc_PF3L,delta_a_tsc_PF4U,action_norm_tsc_PF4U,delta_a_tsc_PF4L,action_norm_tsc_PF4L,delta_a_display_CS1U,action_norm_display_CS1U,delta_a_display_CS1L,action_norm_display_CS1L,delta_a_display_CS2U,action_norm_display_CS2U,delta_a_display_CS2L,action_norm_display_CS2L,delta_a_display_CS3U,action_norm_display_CS3U,delta_a_display_CS3L,action_norm_display_CS3L,delta_a_display_CS4U,action_norm_display_CS4U,delta_a_display_CS4L,action_norm_display_CS4L,delta_a_display_PF2U,action_norm_display_PF2U,delta_a_display_PF2L,action_norm_display_PF2L,delta_a_display_PF3U,action_norm_display_PF3U,delta_a_display_PF3L,action_norm_display_PF3L,delta_a_display_PF4U,action_norm_display_PF4U,delta_a_display_PF4L,action_norm_display_PF4L
0,-3.0000000000000004,-1.0000000000000002,-3.0,-1.0,-3.0,-1.0,0.4729497974427414,0.1576499324809138,3.0,1.0,2.5974883651993603,0.8658294550664535,-2.0070727872214023,-0.6690242624071341,1.5987736713674068,0.5329245571224689,-3.0,-1.0,3.0,1.0,-2.151030539716857,-0.717010179905619,3.0,1.0,1.5031366700238815,0.5010455566746271,3.0,1.0,-3.0000000000000004,-1.0000000000000002,0.4729497974427414,0.1576499324809138,-3.0,-1.0,3.0,1.0,-3.0,-1.0,2.5974883651993603,0.8658294550664535,-2.0070727872214023,-0.6690242624071341,1.5987736713674068,0.5329245571224689,-3.0,-1.0,3.0,1.0,-2.151030539716857,-0.717010179905619,3.0,1.0,1.5031366700238815,0.5010455566746271,3.0,1.0
1,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,0.16548879215985585,0.05516293071995195,2.4292339587710843,0.8097446529236948,1.9228255780838666,0.6409418593612889,-1.5494222182106332,-0.5164740727368777,1.1825465122785839,0.39418217075952794,-2.523974912555296,-0.8413249708517654,2.820847425904051,0.9402824753013502,-1.452363666856141,-0.48412122228538035,3.0,1.0,1.4039827547622292,0.46799425158740976,3.0,1.0,-3.0,-1.0,0.16548879215985585,0.05516293071995195,-3.0,-1.0,2.4292339587710843,0.8097446529236948,-3.0,-1.0,1.9228255780838666,0.6409418593612889,-1.5494222182106332,-0.5164740727368777,1.1825465122785839,0.39418217075952794,-2.523974912555296,-0.8413249708517654,2.820847425904051,0.9402824753013502,-1.452363666856141,-0.48412122228538035,3.0,1.0,1.4039827547622292,0.46799425158740976,3.0,1.0
2,-3.0,-1.0,-3.0,-1.0,-2.278694166390844,-0.7595647221302814,-0.13600960562359646,-0.045336535207865486,1.6385631411210098,0.5461877137070033,1.2967644708873731,0.4322548236291244,-1.040332407638217,-0.346777469212739,0.7967284777862866,0.26557615926209555,-1.714207234244281,-0.5714024114147603,1.9123395622960728,0.6374465207653576,-0.7073405828522383,-0.23578019428407945,2.586502665352343,0.8621675551174476,1.2653615975740828,0.42178719919136093,3.0,1.0,-3.0,-1.0,-0.13600960562359646,-0.045336535207865486,-3.0,-1.0,1.6385631411210098,0.5461877137070033,-2.278694166390844,-0.7595647221302814,1.2967644708873731,0.4322548236291244,-1.040332407638217,-0.346777469212739,0.7967284777862866,0.26557615926209555,-1.714207234244281,-0.5714024114147603,1.9123395622960728,0.6374465207653576,-0.7073405828522383,-0.23578019428407945,2.586502665352343,0.8621675551174476,1.2653615975740828,0.42178719919136093,3.0,1.0
3,-2.672796711447067,-0.8909322371490224,-2.8261976699032476,-0.9420658899677492,-1.3968788253329387,-0.4656262751109796,-0.2821174837209134,-0.09403916124030447,0.9331212517543153,0.31104041725143844,0.7254741952922791,0.24182473176409303,-0.5910678692761812,-0.1970226230920604,0.44516206422975013,0.14838735474325004,-0.955687238731483,-0.3185624129104943,1.0866264337682519,0.36220881125608395,-0.2935587868588681,-0.09785292895295604,1.5134075174952568,0.5044691724984189,1.0445648172409638,0.34818827241365463,2.5247369483745863,0.8415789827915288,-2.672796711447067,-0.8909322371490224,-0.2821174837209134,-0.09403916124030447,-2.8261976699032476,-0.9420658899677492,0.9331212517543153,0.31104041725143844,-1.3968788253329387,-0.4656262751109796,0.7254741952922791,0.24182473176409303,-0.5910678692761812,-0.1970226230920604,0.44516206422975013,0.14838735474325004,-0.955687238731483,-0.3185624129104943,1.0866264337682519,0.36220881125608395,-0.2935587868588681,-0.09785292895295604,1.5134075174952568,0.5044691724984189,1.0445648172409638,0.34818827241365463,2.5247369483745863,0.8415789827915288
4,-1.5522080972077303,-0.5174026990692434,-1.4874707225587924,-0.49582357418626416,-0.618505412848627,-0.20616847094954235,-0.36418852994484385,-0.12139617664828128,0.320975138632929,0.10699171287764299,0.24808200238298378,0.08269400079432793,-0.21491207507452964,-0.07163735835817654,0.16140670152146813,0.05380223384048938,-0.3286653249179453,-0.10955510830598177,0.4223077617923734,0.14076925393079112,0.04882668030494069,0.016275560101646897,0.6515218811539778,0.21717396038465928,0.7251011932090988,0.24170039773636628,1.2979083510936562,0.43263611703121874,-1.5522080972077303,-0.5174026990692434,-0.36418852994484385,-0.12139617664828128,-1.4874707225587924,-0.49582357418626416,0.320975138632929,0.10699171287764299,-0.618505412848627,-0.20616847094954235,0.24808200238298378,0.08269400079432793,-0.21491207507452964,-0.07163735835817654,0.16140670152146813,0.05380223384048938,-0.3286653249179453,-0.10955510830598177,0.4223077617923734,0.14076925393079112,0.04882668030494069,0.016275560101646897,0.6515218811539778,0.21717396038465928,0.7251011932090988,0.24170039773636628,1.2979083510936562,0.43263611703121874
5,-0.6740588469917438,-0.22468628233058127,-0.5536137570733233,-0.18453791902444108,-0.11889105921727718,-0.039630353072425725,-0.3618177182534365,-0.12060590608447884,-0.0438956523229423,-0.014631884107647432,-0.04709486262832441,-0.015698287542774803,0.00023432316671924538,7.810772223974847e-05,-0.015952937417071277,-0.005317645805690426,0.033682507457848405,0.011227502485949468,0.014852126273681142,0.004950708757893714,0.19631204450149833,0.0654373481671661,0.12493943263081063,0.041646477543603545,0.41205652938862364,0.13735217646287454,0.4620274993893843,0.1540091664631281,-0.6740588469917438,-0.22468628233058127,-0.3618177182534365,-0.12060590608447884,-0.5536137570733233,-0.18453791902444108,-0.0438956523229423,-0.014631884107647432,-0.11889105921727718,-0.039630353072425725,-0.04709486262832441,-0.015698287542774803,0.00023432316671924538,7.810772223974847e-05,-0.015952937417071277,-0.005317645805690426,0.033682507457848405,0.011227502485949468,0.014852126273681142,0.004950708757893714,0.19631204450149833,0.0654373481671661,0.12493943263081063,0.041646477543603545,0.41205652938862364,0.13735217646287454,0.4620274993893843,0.1540091664631281
6,-0.18527944452766112,-0.06175981484255371,-0.15021392765519512,-0.05007130921839837,0.04359999814232354,0.014533332714107847,-0.23469281108009296,-0.07823093702669766,-0.185648135964212,-0.06188271198807067,-0.12371081692845327,-0.04123693897615109,0.059927181923199846,0.019975727307733282,-0.06342951833929433,-0.02114317277976478,0.14406086546667646,0.04802028848889215,-0.1078679668076487,-0.0359559889358829,0.16942294154842913,0.056474313849476376,-0.05606260855613991,-0.01868753618537997,0.17344203319972343,0.057814011066574474,0.11101995404287386,0.03700665134762462,-0.18527944452766112,-0.06175981484255371,-0.23469281108009296,-0.07823093702669766,-0.15021392765519512,-0.05007130921839837,-0.185648135964212,-0.06188271198807067,0.04359999814232354,0.014533332714107847,-0.12371081692845327,-0.04123693897615109,0.059927181923199846,0.019975727307733282,-0.06342951833929433,-0.02114317277976478,0.14406086546667646,0.04802028848889215,-0.1078679668076487,-0.0359559889358829,0.16942294154842913,0.056474313849476376,-0.05606260855613991,-0.01868753618537997,0.17344203319972343,0.057814011066574474,0.11101995404287386,0.03700665134762462
7,-0.03393263393949813,-0.01131087797983271,-0.012797056958590876,-0.004265685652863625,0.08795107599902433,0.029317025333008107,-0.07354765447314794,-0.024515884824382647,-0.14223590995954488,-0.04741196998651496,-0.09953069685441872,-0.033176898951472904,0.06870528536608865,0.022901761788696216,-0.057821273288886345,-0.019273757762962116,0.1224539471037995,0.040817982367933166,-0.11464003594808778,-0.03821334531602926,0.11309784719371907,0.037699282397906354,-0.10770946458769959,-0.03590315486256653,0.017364808253935184,0.0057882694179783945,-0.043181000260498835,-0.014393666753499611,-0.03393263393949813,-0.01131087797983271,-0.07354765447314794,-0.024515884824382647,-0.012797056958590876,-0.004265685652863625,-0.14223590995954488,-0.04741196998651496,0.08795107599902433,0.029317025333008107,-0.09953069685441872,-0.033176898951472904,0.06870528536608865,0.022901761788696216,-0.057821273288886345,-0.019273757762962116,0.1224539471037995,0.040817982367933166,-0.11464003594808778,-0.03821334531602926,0.11309784719371907,0.037699282397906354,-0.10770946458769959,-0.03590315486256653,0.017364808253935184,0.0057882694179783945,-0.043181000260498835,-0.014393666753499611
8,0.15776438701877238,0.05258812900625746,0.1395876307390114,0.04652921024633713,0.13550664137066504,0.04516888045688835,0.0267633744834029,0.008921124827800967,-0.11323913088120849,-0.03774637696040283,-0.09271331465071488,-0.03090443821690496,0.07838784884886835,0.026129282949622783,-0.05749743280794429,-0.01916581093598143,0.12462961887300075,0.04154320629100025,-0.12605204623965197,-0.04201734874655066,0.07743772345009069,0.025812574483363562,-0.14533988909069911,-0.0484466296968997,-0.06244055022048027,-0.02081351674016009,-0.14757114336262903,-0.04919038112087634,0.15776438701877238,0.05258812900625746,0.0267633744834029,0.008921124827800967,0.1395876307390114,0.04652921024633713,-0.11323913088120849,-0.03774637696040283,0.13550664137066504,0.04516888045688835,-0.09271331465071488,-0.03090443821690496,0.07838784884886835,0.026129282949622783,-0.05749743280794429,-0.01916581093598143,0.12462961887300075,0.04154320629100025,-0.12605204623965197,-0.04201734874655066,0.07743772345009069,0.025812574483363562,-0.14533988909069911,-0.0484466296968997,-0.06244055022048027,-0.02081351674016009,-0.14757114336262903,-0.04919038112087634
9,0.13939050637017938,0.046463502123393126,0.1246371374695409,0.04154571248984697,0.09452203402429235,0.03150734467476412,0.034614212221296924,0.011538070740432308,-0.06633105624480154,-0.022110352081600514,-0.05682477002206744,-0.018941590007355815,0.04931993332065448,0.01643997777355149,-0.03601393245767431,-0.012004644152558102,0.07779392447111681,0.025931308157038938,-0.08106091120152735,-0.02702030373384245,0.04099687524421775,0.013665625081405917,-0.09700173066656113,-0.03233391022218705,-0.05530679333657181,-0.018435597778857272,-0.11769622250307565,-0.03923207416769189,0.13939050637017938,0.046463502123393126,0.034614212221296924,0.011538070740432308,0.1246371374695409,0.04154571248984697,-0.06633105624480154,-0.022110352081600514,0.09452203402429235,0.03150734467476412,-0.05682477002206744,-0.018941590007355815,0.04931993332065448,0.01643997777355149,-0.03601393245767431,-0.012004644152558102,0.07779392447111681,0.025931308157038938,-0.08106091120152735,-0.02702030373384245,0.04099687524421775,0.013665625081405917,-0.09700173066656113,-0.03233391022218705,-0.05530679333657181,-0.018435597778857272,-0.11769622250307565,-0.03923207416769189
