step_index,delta_a_tsc_CS1U,action_norm_tsc_CS1U,delta_a_tsc_CS2U,action_norm_tsc_CS2U,delta_a_tsc_CS3U,action_norm_tsc_CS3U,delta_a_tsc_CS1L,action_norm_tsc_CS1L,delta_a_tsc_CS2L,action_norm_tsc_CS2L,delta_a_tsc_CS3L,action_norm_tsc_CS3L,delta_a_tsc_CS4U,action_norm_tsc_CS4U,delta_a_tsc_CS4L,action_norm_tsc_CS4L,delta_a_tsc_PF2U,action_norm_tsc_PF2U,delta_a_tsc_PF2L,action_norm_tsc_PF2L,delta_a_tsc_PF3U,action_norm_tsc_PF3U,delta_a_tsc_PF3L,action_norm_tsc_PF3L,delta_a_tsc_PF4U,action_norm_tsc_PF4U,delta_a_tsc_PF4L,action_norm_tsc_PF4L,delta_a_display_CS1U,action_norm_display_CS1U,delta_a_display_CS1L,action_norm_display_CS1L,delta_a_display_CS2U,action_norm_display_CS2U,delta_a_display_CS2L,action_norm_display_CS2L,delta_a_display_CS3U,action_norm_display_CS3U,delta_a_display_CS3L,action_norm_display_CS3L,delta_a_display_CS4U,action_norm_display_CS4U,delta_a_display_CS4L,action_norm_display_CS4L,delta_a_display_PF2U,action_norm_display_PF2U,delta_a_display_PF2L,action_norm_display_PF2L,delta_a_display_PF3U,action_norm_display_PF3U,delta_a_display_PF3L,action_norm_display_PF3L,delta_a_display_PF4U,action_norm_display_PF4U,delta_a_display_PF4L,action_norm_display_PF4L
0,-2.206445367211565,-0.7354817890705218,-3.0,-1.0,-1.8938104012486958,-0.6312701337495653,0.6283211507300472,0.2094403835766824,1.6406633103620587,0.5468877701206862,1.2010631105530825,0.4003543701843608,-0.959974836342619,-0.31999161211420635,0.7131797786493584,0.23772659288311948,-1.7012711515630583,-0.5670903838543527,1.6018481506029487,0.5339493835343162,-1.1696258023535506,-0.38987526745118356,1.9769873065564192,0.6589957688521397,0.18066571964790334,0.06022190654930112,2.5799573375269365,0.8599857791756454,-2.206445367211565,-0.7354817890705218,0.6283211507300472,0.2094403835766824,-3.0,-1.0,1.6406633103620587,0.5468877701206862,-1.8938104012486958,-0.6312701337495653,1.2010631105530825,0.4003543701843608,-0.959974836342619,-0.31999161211420635,0.7131797786493584,0.23772659288311948,-1.7012711515630583,-0.5670903838543527,1.6018481506029487,0.5339493835343162,-1.1696258023535506,-0.38987526745118356,1.9769873065564192,0.6589957688521397,0.18066571964790334,0.06022190654930112,2.5799573375269365,0.8599857791756454
1,-2.410931470116204,-0.803643823372068,-2.9999999999999996,-0.9999999999999999,-1.8262762877498724,-0.6087587625832908,0.33124673123127546,0.11041557707709182,1.456000013833062,0.485333337944354,1.121860045371199,0.37395334845706635,-0.9015239885007411,-0.3005079961669137,0.6836516222990265,0.2278838740996755,-1.5360206838686297,-0.5120068946228765,1.5725528934936017,0.5241842978312006,-0.933520781704291,-0.31117359390143035,2.0044409983500926,0.6681469994500309,0.5291467716984417,0.1763822572328139,2.746620478205799,0.915540159401933,-2.410931470116204,-0.803643823372068,0.33124673123127546,0.11041557707709182,-2.9999999999999996,-0.9999999999999999,1.456000013833062,0.485333337944354,-1.8262762877498724,-0.6087587625832908,1.121860045371199,0.37395334845706635,-0.9015239885007411,-0.3005079961669137,0.6836516222990265,0.2278838740996755,-1.5360206838686297,-0.5120068946228765,1.5725528934936017,0.5241842978312006,-0.933520781704291,-0.31117359390143035,2.0044409983500926,0.6681469994500309,0.5291467716984417,0.1763822572328139,2.746620478205799,0.915540159401933
2,-2.57656640123381,-0.8588554670779366,-3.0,-1.0,-1.77157326354151,-0.5905244211805033,0.09061472586987152,0.030204908623290505,1.3064216710212075,0.4354738903404025,1.0577051025200346,0.3525683675066782,-0.8541784622349784,-0.28472615407832613,0.6597336441399047,0.21991121471330155,-1.4021668451728861,-0.46738894839096207,1.548823565072481,0.516274521690827,-0.7422743435539272,-0.2474247811846424,2.0266786481687196,0.6755595493895732,0.8114184480240416,0.27047281600801387,2.881618590224496,0.960539530074832,-2.57656640123381,-0.8588554670779366,0.09061472586987152,0.030204908623290505,-3.0,-1.0,1.3064216710212075,0.4354738903404025,-1.77157326354151,-0.5905244211805033,1.0577051025200346,0.3525683675066782,-0.8541784622349784,-0.28472615407832613,0.6597336441399047,0.21991121471330155,-1.4021668451728861,-0.46738894839096207,1.548823565072481,0.516274521690827,-0.7422743435539272,-0.2474247811846424,2.0266786481687196,0.6755595493895732,0.8114184480240416,0.27047281600801387,2.881618590224496,0.960539530074832
3,-2.6440222790937167,-0.8813407596979056,-3.0000000000000004,-1.0000000000000002,-1.7492951094428033,-0.5830983698142678,-0.007384186879505039,-0.00246139562650168,1.2455049407450347,0.4151683135816782,1.0315775945126529,0.3438591981708843,-0.8348966959104063,-0.2782988986368021,0.6499928956005037,0.21666429853350122,-1.3476540190847184,-0.4492180063615728,1.5391596453372403,0.5130532151124134,-0.6643880167630329,-0.22146267225434432,2.03573507231751,0.67857835743917,0.9263753812811404,0.30879179376038013,2.936597428892201,0.9788658096307338,-2.6440222790937167,-0.8813407596979056,-0.007384186879505039,-0.00246139562650168,-3.0000000000000004,-1.0000000000000002,1.2455049407450347,0.4151683135816782,-1.7492951094428033,-0.5830983698142678,1.0315775945126529,0.3438591981708843,-0.8348966959104063,-0.2782988986368021,0.6499928956005037,0.21666429853350122,-1.3476540190847184,-0.4492180063615728,1.5391596453372403,0.5130532151124134,-0.6643880167630329,-0.22146267225434432,2.03573507231751,0.67857835743917,0.9263753812811404,0.30879179376038013,2.936597428892201,0.9788658096307338
4,-2.195958324041862,-0.7319861080139539,-2.420564968635367,-0.8068549895451224,-1.390747844510623,-0.4635826148368743,-0.09692522207483101,-0.032308407358277,0.9483960682061681,0.3161320227353894,0.8080807330375299,0.2693602443458433,-0.655742311833557,-0.21858077061118567,0.5154081846808162,0.17180272822693873,-1.0367599703361325,-0.34558665677871087,1.2329081293954063,0.4109693764651354,-0.4637669916067309,-0.15458899720224364,1.6509496043320875,0.5503165347773625,0.8541590942007319,0.2847196980669106,2.420442261981281,0.8068140873270937,-2.195958324041862,-0.7319861080139539,-0.09692522207483101,-0.032308407358277,-2.420564968635367,-0.8068549895451224,0.9483960682061681,0.3161320227353894,-1.390747844510623,-0.4635826148368743,0.8080807330375299,0.2693602443458433,-0.655742311833557,-0.21858077061118567,0.5154081846808162,0.17180272822693873,-1.0367599703361325,-0.34558665677871087,1.2329081293954063,0.4109693764651354,-0.4637669916067309,-0.15458899720224364,1.6509496043320875,0.5503165347773625,0.8541590942007319,0.2847196980669106,2.420442261981281,0.8068140873270937
5,-1.0743328817710471,-0.358110960590349,-1.0869528551342178,-0.3623176183780726,-0.5953720628893561,-0.19845735429645203,-0.17171720752115816,-0.05723906917371938,0.3461909638071465,0.1153969879357155,0.3286904756720375,0.10956349189067917,-0.2692379825718038,-0.08974599419060127,0.2187017166387168,0.07290057221290559,-0.3942476951493186,-0.13141589838310622,0.540995020462658,0.18033167348755266,-0.10637060741349161,-0.035456869137830534,0.7532044289928657,0.25106814299762187,0.533935397021076,0.177978465673692,1.158815927575321,0.3862719758584403,-1.0743328817710471,-0.358110960590349,-0.17171720752115816,-0.05723906917371938,-1.0869528551342178,-0.3623176183780726,0.3461909638071465,0.1153969879357155,-0.5953720628893561,-0.19845735429645203,0.3286904756720375,0.10956349189067917,-0.2692379825718038,-0.08974599419060127,0.2187017166387168,0.07290057221290559,-0.3942476951493186,-0.13141589838310622,0.540995020462658,0.18033167348755266,-0.10637060741349161,-0.035456869137830534,0.7532044289928657,0.25106814299762187,0.533935397021076,0.177978465673692,1.158815927575321,0.3862719758584403
6,-0.40999903557802064,-0.13666634519267354,-0.3481634390990934,-0.1160544796996978,-0.16894747237593422,-0.05631582412531141,-0.15070946307188088,-0.05023648769062696,0.05139719008478547,0.01713239669492849,0.07976699994131128,0.026588999980437095,-0.0674092888865882,-0.022469762962196067,0.060539774376601144,0.02017992479220038,-0.07304441217986671,-0.024348137393288904,0.1638490396563289,0.05461634655210964,0.04199265045138195,0.01399755015046065,0.2501045706661517,0.08336819022205057,0.2832934251147204,0.0944311417049068,0.42487475156429405,0.14162491718809803,-0.40999903557802064,-0.13666634519267354,-0.15070946307188088,-0.05023648769062696,-0.3481634390990934,-0.1160544796996978,0.05139719008478547,0.01713239669492849,-0.16894747237593422,-0.05631582412531141,0.07976699994131128,0.026588999980437095,-0.0674092888865882,-0.022469762962196067,0.060539774376601144,0.02017992479220038,-0.07304441217986671,-0.024348137393288904,0.1638490396563289,0.05461634655210964,0.04199265045138195,0.01399755015046065,0.2501045706661517,0.08336819022205057,0.2832934251147204,0.0944311417049068,0.42487475156429405,0.14162491718809803
7,-0.07730337420782707,-0.025767791402609024,-0.019909358440846854,-0.006636452813615618,0.008126204914679778,0.002708734971559926,-0.08686229427603075,-0.028954098092010248,-0.0456979428945406,-0.015232647631513533,-0.0162992909140865,-0.005433096971362166,0.011540187602498198,0.0038467292008327325,-0.004315289598807254,-0.0014384298662690846,0.039347074581386074,0.013115691527128692,0.0016536831222446723,0.0005512277074148907,0.06458717996713453,0.021529059989044846,0.021532781114629616,0.0071775937048765386,0.10798356328287337,0.035994521094291125,0.06819212893105829,0.022730709643686096,-0.07730337420782707,-0.025767791402609024,-0.08686229427603075,-0.028954098092010248,-0.019909358440846854,-0.006636452813615618,-0.0456979428945406,-0.015232647631513533,0.008126204914679778,0.002708734971559926,-0.0162992909140865,-0.005433096971362166,0.011540187602498198,0.0038467292008327325,-0.004315289598807254,-0.0014384298662690846,0.039347074581386074,0.013115691527128692,0.0016536831222446723,0.0005512277074148907,0.06458717996713453,0.021529059989044846,0.021532781114629616,0.0071775937048765386,0.10798356328287337,0.035994521094291125,0.06819212893105829,0.022730709643686096
8,0.13628275003584417,0.04542758334528139,0.17214937752806084,0.05738312584268695,0.10547911526474404,0.03515970508824801,-0.022006571142040007,-0.0073355237140133355,-0.08541377925680887,-0.028471259752269624,-0.06517529299560838,-0.021725097665202794,0.0523222533882495,0.0174407511294165,-0.03952811723677746,-0.01317603907892582,0.08980966697505814,0.029936555658352713,-0.09053369991411467,-0.030177899971371557,0.055951528213514,0.018650509404504665,-0.11474397904078974,-0.03824799301359658,-0.02684661123258139,-0.008948870410860463,-0.15592741058342974,-0.051975803527809915,0.13628275003584417,0.04542758334528139,-0.022006571142040007,-0.0073355237140133355,0.17214937752806084,0.05738312584268695,-0.08541377925680887,-0.028471259752269624,0.10547911526474404,0.03515970508824801,-0.06517529299560838,-0.021725097665202794,0.0523222533882495,0.0174407511294165,-0.03952811723677746,-0.01317603907892582,0.08980966697505814,0.029936555658352713,-0.09053369991411467,-0.030177899971371557,0.055951528213514,0.018650509404504665,-0.11474397904078974,-0.03824799301359658,-0.02684661123258139,-0.008948870410860463,-0.15592741058342974,-0.051975803527809915
9,0.12578480191648692,0.04192826730549564,0.1420118223058145,0.047337274101938165,0.08260078001075599,0.027533593336918665,0.001256077447720369,0.0004186924825734563,-0.05839530401529902,-0.019465101338433006,-0.04859038117501305,-0.01619679372500435,0.039343369487859256,0.013114456495953086,-0.030678785940995518,-0.010226261980331839,0.06329000167832946,0.02109666722610982,-0.07277022679358794,-0.024256742264529313,0.030729837166070955,0.010243279055356986,-0.09644992475806723,-0.03214997491935574,-0.04491548416497856,-0.014971828054992852,-0.13951909424382833,-0.04650636474794278,0.12578480191648692,0.04192826730549564,0.001256077447720369,0.0004186924825734563,0.1420118223058145,0.047337274101938165,-0.05839530401529902,-0.019465101338433006,0.08260078001075599,0.027533593336918665,-0.04859038117501305,-0.01619679372500435,0.039343369487859256,0.013114456495953086,-0.030678785940995518,-0.010226261980331839,0.06329000167832946,0.02109666722610982,-0.07277022679358794,-0.024256742264529313,0.030729837166070955,0.010243279055356986,-0.09644992475806723,-0.03214997491935574,-0.04491548416497856,-0.014971828054992852,-0.13951909424382833,-0.04650636474794278
