recovery_family,recovery_level,controller_scale,baseline_experiment_id,feedback_experiment_id,baseline_pass,feedback_pass,preserved,recovered,lost,baseline_signed_margin,feedback_signed_margin,signed_margin_gain
nominal__m1__s04__p,4,0.5,s41r3_d507f2c78fb588afa22c,s41r3_d3435c296082297d1bde,True,True,True,False,False,0.05123937932968403,0.51929851,0.468059130670316
nominal__m2__s04__m,4,0.5,s41r3_f01cdb8531bb175070b5,s41r3_fdac060c0d976822fe0a,True,True,True,False,False,0.2553872333333327,0.34794009013533567,0.09255285680200298
nominal__m2__s04__p,4,0.5,s41r3_0ad112b82357c42531cf,s41r3_a929d4cf5a7c017a116d,False,True,False,True,False,-0.009405660253787751,0.460511251128497,0.46991691138228475
nominal__m2__s12__m,4,0.5,s41r3_bd5d8d40629f33ff18b3,s41r3_4edbf4b09cc8c162cf61,True,True,True,False,False,0.15128160000000002,0.3477055999999987,0.1964239999999987
nominal__m2__s12__p,4,0.5,s41r3_9fab3a8bc65161a745ad,s41r3_4f684dcb0d52d6072bb8,True,True,True,False,False,0.3239999295470004,0.4503345099999999,0.1263345804529995
nominal__m2__s24__m,4,0.5,s41r3_3d52e02ae78bc9ed2420,s41r3_1f5af0985b966a257ef0,True,True,True,False,False,0.3942568833333333,0.45179333666666666,0.05753645333333335
nominal__m2__s24__p,4,0.5,s41r3_dfabc0cff3aacb9f47b5,s41r3_0b957c1797c2013713c5,True,True,True,False,False,0.07100681587066626,0.07561929629047659,0.0046124804198103275
RZ_p10_m10__m1__s04__p,4,0.5,s41r3_3dead39de38522d63ab4,s41r3_4689cd960799569e9ab5,False,True,False,True,False,-0.053900722297546055,0.361666925,0.41556764729754603
RZ_p10_m10__m2__s04__m,4,0.5,s41r3_ae889bdfbcf80c53c609,s41r3_6b67fe09b3a0a0894429,True,True,True,False,False,0.0126892666666647,0.003235456126801761,-0.009453810539862939
RZ_p10_m10__m2__s12__m,4,0.5,s41r3_eb93027d26dbe093f431,s41r3_df937ed0c333392e4714,False,True,False,True,False,-0.015004000000000906,0.13542363333333418,0.1504276333333351
RZ_p10_m10__m2__s12__p,4,0.5,s41r3_0804fe76d5fcecebf7bb,s41r3_d79fd082e3b23a80bc2e,True,True,True,False,False,0.19366525214197094,0.20867134811929244,0.015006095977321499
RZ_p10_m10__m2__s24__m,4,0.5,s41r3_ec36766e4f690714c8ad,s41r3_adb90a54cdeac0cb0880,True,True,True,False,False,0.2542708433333333,0.23769536779953826,-0.016575475533795014
RZ_p10_m10__m2__s24__p,4,0.5,s41r3_dbc619aab2a462568ad8,s41r3_419e1e76f5ea7ca1172b,False,True,False,True,False,-0.08431652909798326,0.06574728371246175,0.150063812810445
