mode_count,max_principal_angle_p50_deg,max_principal_angle_p90_deg,max_principal_angle_p95_deg,max_principal_angle_p99_deg,max_principal_angle_max_deg
1,0.4520469070114323,0.8336799812424364,0.9535216715128394,1.1263543956830364,1.2592013280160295
2,0.31684996861456727,0.470890498846496,0.5139083035490456,0.5828708762556377,0.6654307159755419
3,0.7633330297967227,1.1819970344103115,1.2726010012000286,1.4955650920827608,1.6612514447696058
4,11.188917857908624,19.515179373224015,24.18506067678931,32.86082662796951,49.23931934865255
5,14.036039851056572,21.760813019418276,25.799917510964487,31.48340994081213,46.42596612365818
8,62.04819766540972,85.53555219323421,88.45555886221214,89.4736013762444,89.89366095332589
