stage,phase,candidate_id,nominal_id,source_candidate_id,nominal_category,source_name,source_type,control_vector,probe_center_candidate_id,probe_center_nominal_id,probe_variable_index,probe_sign,probe_requested_delta,probe_actual_delta,probe_scheme,population_index
Stage3.1,round_000_probes,s31r000p_fe798d69e3e3acde,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v20_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.14459999999999984]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,20,-1,0.018,-0.017999999999999988,two_sided,40
Stage3.1,round_000_probes,s31r000p_a18694bc1cee7fa1,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v20_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.18059999999999982]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,20,1,0.018,0.017999999999999988,two_sided,41
Stage3.1,round_000_probes,s31r000p_aca56bc88ef2ae19,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v0_m,real_tsc_fd_probe,"[-0.703922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,0,-1,0.014,-0.014000000000000012,two_sided,42
Stage3.1,round_000_probes,s31r000p_96b36e240eb6d5c9,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v0_p,real_tsc_fd_probe,"[-0.675922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,0,1,0.014,0.014000000000000012,two_sided,43
Stage3.1,round_000_probes,s31r000p_d1a7d918e1e0719f,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v1_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6157098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,1,-1,0.014,-0.014000000000000012,two_sided,44
Stage3.1,round_000_probes,s31r000p_df1be30adffd2e78,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v1_p,real_tsc_fd_probe,"[-0.689922535283813,-0.5877098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,1,1,0.014,0.014000000000000012,two_sided,45
Stage3.1,round_000_probes,s31r000p_04c02a9cd1a74656,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v2_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.03915247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,2,-1,0.005,-0.0049999999999999975,two_sided,46
Stage3.1,round_000_probes,s31r000p_c2fc33b3a215c445,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v2_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04915247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,2,1,0.005,0.0049999999999999975,two_sided,47
Stage3.1,round_000_probes,s31r000p_1c6771102eef9042,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v3_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.5107784416939022,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,3,-1,0.02,-0.020000000000000018,two_sided,48
Stage3.1,round_000_probes,s31r000p_f985bf0dba2bb534,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v3_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.47077844169390215,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,3,1,0.02,0.020000000000000018,two_sided,49
Stage3.1,round_000_probes,s31r000p_8c629d3fa44f0493,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v4_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.22688584005420637,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,4,-1,0.02,-0.01999999999999999,two_sided,50
Stage3.1,round_000_probes,s31r000p_f008a56440bcdc2d,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v4_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.1868858400542064,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,4,1,0.02,0.01999999999999999,two_sided,51
Stage3.1,round_000_probes,s31r000p_69f29094047a5572,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v5_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.037122634663424046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,5,-1,0.007,-0.007000000000000003,two_sided,52
Stage3.1,round_000_probes,s31r000p_3c42310264c787ee,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v5_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.023122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,5,1,0.007,0.006999999999999999,two_sided,53
Stage3.1,round_000_probes,s31r000p_021800ac30a415f5,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v6_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,6,-1,0.03,-0.03,two_sided,54
Stage3.1,round_000_probes,s31r000p_b862d065808772b3,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v6_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,6,1,0.03,0.03,two_sided,55
Stage3.1,round_000_probes,s31r000p_0442b2e3c1c27254,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v7_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,7,-1,0.03,-0.03,two_sided,56
Stage3.1,round_000_probes,s31r000p_1f2e6d40a739cee2,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v7_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,7,1,0.03,0.03,two_sided,57
Stage3.1,round_000_probes,s31r000p_5694aa51cd29ec61,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v8_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,-0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,8,-1,0.011,-0.011,two_sided,58
Stage3.1,round_000_probes,s31r000p_674739679e5781fd,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v8_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,8,1,0.011,0.011,two_sided,59
Stage3.1,round_000_probes,s31r000p_fcdbf2cbfadc6431,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v9_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,9,-1,0.04,-0.04,two_sided,60
Stage3.1,round_000_probes,s31r000p_72dec3264ee74812,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v9_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,9,1,0.04,0.04,two_sided,61
Stage3.1,round_000_probes,s31r000p_da45c80895c0fdbd,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v10_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,10,-1,0.04,-0.04,two_sided,62
Stage3.1,round_000_probes,s31r000p_686179412ed2f5bc,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v10_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,10,1,0.04,0.04,two_sided,63
Stage3.1,round_000_probes,s31r000p_f254c479ff596207,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v11_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,11,-1,0.014,-0.014,two_sided,64
Stage3.1,round_000_probes,s31r000p_e5745ceec2e6ab37,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v11_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,11,1,0.014,0.014,two_sided,65
Stage3.1,round_000_probes,s31r000p_e127dfa3e2c4f59c,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v12_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,12,-1,0.05,-0.05,two_sided,66
Stage3.1,round_000_probes,s31r000p_92255ed52b8834bb,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v12_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,12,1,0.05,0.05,two_sided,67
Stage3.1,round_000_probes,s31r000p_8ce3ea296fac9f19,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v13_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,13,-1,0.05,-0.05,two_sided,68
Stage3.1,round_000_probes,s31r000p_c2093da88425f400,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v13_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,13,1,0.05,0.05,two_sided,69
Stage3.1,round_000_probes,s31r000p_255f721f07b0eead,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v14_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,14,-1,0.018,-0.018,two_sided,70
Stage3.1,round_000_probes,s31r000p_5f1cd28fbe4f7891,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v14_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,14,1,0.018,0.018,two_sided,71
Stage3.1,round_000_probes,s31r000p_10f894e4083738b5,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v15_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,15,-1,0.05,-0.05,two_sided,72
Stage3.1,round_000_probes,s31r000p_8a3ba17ea82dbe87,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v15_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,15,1,0.05,0.05,two_sided,73
Stage3.1,round_000_probes,s31r000p_88b7700f9035f298,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v16_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,16,-1,0.05,-0.05,two_sided,74
Stage3.1,round_000_probes,s31r000p_7f0d610771659ace,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v16_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,16,1,0.05,0.05,two_sided,75
Stage3.1,round_000_probes,s31r000p_1420a5f655b14e63,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v17_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,17,-1,0.018,-0.018,two_sided,76
Stage3.1,round_000_probes,s31r000p_59412d3b131b4673,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v17_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,17,1,0.018,0.018,two_sided,77
Stage3.1,round_000_probes,s31r000p_e0cfe1227f05fab2,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v18_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,18,-1,0.05,-0.05,two_sided,78
Stage3.1,round_000_probes,s31r000p_326b41fc89365ab2,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v18_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,18,1,0.05,0.05,two_sided,79
Stage3.1,round_000_probes,s31r000p_d28c7b14eee31652,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v19_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,19,-1,0.05,-0.05,two_sided,80
Stage3.1,round_000_probes,s31r000p_cc81e4a7c42f8baa,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v19_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,19,1,0.05,0.05,two_sided,81
Stage3.1,round_000_probes,s31r000p_7d6a63b486dacb93,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v20_m,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,20,-1,0.018,-0.018,two_sided,82
Stage3.1,round_000_probes,s31r000p_0c8f2e96299a62cb,nominal_07_s22g005_a2acc95ca222cec3,s22g005_a2acc95ca222cec3,position_front,center1_v20_p,real_tsc_fd_probe,"[-0.689922535283813,-0.6017098613907631,0.04415247725296375,-0.49077844169390217,-0.20688584005420638,-0.030122634663424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018]",s30screen_0803181b62756a85,nominal_07_s22g005_a2acc95ca222cec3,20,1,0.018,0.018,two_sided,83
