candidate_id,hall_of_fame_rank,repeats,successful_repeats,all_repeats_strict_gate,all_repeats_relaxed_gate,worst_gate_tier,mean_terminal_RZ_error_m,max_terminal_velocity_m_per_s,max_late_velocity_rms_m_per_s
s21g006_0b291509e6d6e307,1,3,3,False,True,1,0.0413714872218536,0.006700890761681473,0.08755994037695924
s21g007_323fc938dc836042,2,3,3,False,True,1,0.04114636528900571,0.007557913849789627,0.09255851116651777
s21g005_aa1fa1d922105141,3,3,3,False,True,1,0.0417315637597945,0.020548192225691465,0.08446084559187891
s21g006_9899bd6e9447845c,4,3,3,False,True,1,0.04135532298764527,0.015557429159375911,0.09097722079043526
s21g004_15b2028657dc017a,5,3,3,False,True,1,0.04096780824443958,0.012673803284980406,0.08772622789392835
