candidate_id,vector,source_name,source_type,linear_prefilter_score,predicted_terminal_R_error_m,predicted_terminal_Z_error_m,predicted_terminal_Ip_error_A,predicted_late_RZ_rms_m,action_rms,delta_action_rms,repair_excess_rms,predicted_terminal_velocity_m_per_s,predicted_late_velocity_rms_m_per_s,proposal_rank_score,population_index,generation
s21g001_bc460db25d98c5d6,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.34590544639889226,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.3573135959693288,0.15977816185308458,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",stage2_1_best,anchor_best,2.947634467971685,-0.027034781159106402,0.032356932650176695,910.0316666423132,0.04186285671224476,0.46423275701462735,0.2510738098680628,0.06666684661029114,0.025682655346729942,0.0956928808711816,3.565933709682447,0,1
s21g001_bd35696f7b749e38,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.2773135959693287,0.15977816185308458,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",damped_archive_00,anchor_damped,2.904674654523741,-0.02695800829421313,0.03183113554108735,917.7573506530716,0.04163010218179959,0.4617039613440122,0.2454642201904484,0.06575194255408535,0.03517376481220182,0.10426167924073138,3.6545587893872993,1,1
s21g001_1fb6156d9ad01715,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.3573135959693288,0.15977816185308458,-0.38147750995002294,-0.14123391397199037,0.06203426961659384]",damped_archive_01,anchor_damped,2.920349309590149,-0.027158167541716516,0.03189360816497022,922.3677180085906,0.041709692936993156,0.46299792575255216,0.2513985011359627,0.06575194255408535,0.030994647724665807,0.10155512628158578,3.6243465349697876,2,1
s21g001_63c19d8845bea51c,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.226960531873909,-0.8351852201650649,-1.3573135959693288,0.15977816185308458,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",damped_archive_02,anchor_damped,2.9112512525363368,-0.027091345935297273,0.031860488224950495,899.2772343796569,0.041659837034064215,0.46504097289640595,0.2512337419564906,0.060653041006048194,0.03284121340936838,0.10379887733093392,3.6493237887588728,3,1
s21g001_a873691f2698c894,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.2586969706242535,-0.261960531873909,-0.8351852201650649,-1.3573135959693288,0.15977816185308458,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",damped_archive_03,anchor_damped,2.917906291630747,-0.027081529002904725,0.031878983376930674,909.5502591146869,0.041673615726633306,0.46446703815194074,0.2510631699624203,0.0786609648395056,0.03161302262011721,0.10435060386552025,3.660672857863466,4,1
s21g001_1b61c9b23e72f941,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.3573135959693288,0.15977816185308458,-0.46147750995002296,-0.22123391397199035,0.06203426961659384]",damped_archive_04,anchor_damped,2.923254681216331,-0.027176894864193724,0.03192850590834069,911.0294244592515,0.04172160976297543,0.4653517125995663,0.250056554589371,0.06575194255408535,0.030563725275131744,0.10189670308455158,3.6308406032781932,5,1
s21g001_794cbf5904d43420,"[2.415683345523593,1.2134774513649513,0.47907036778035206,1.171504546461472,1.8784632928826452,0.10337591932725043,-0.26590544639889224,2.1786969706242534,-0.261960531873909,-0.8351852201650649,-1.3573135959693288,0.12477816185308457,-0.38147750995002294,-0.22123391397199035,0.06203426961659384]",damped_archive_05,anchor_damped,2.9215212784274502,-0.02716924335493942,0.03190639015519042,929.3019857078434,0.041713808058674015,0.4639711371567938,0.2501769357838752,0.06575194255408535,0.030035932333028058,0.10189205785762714,3.627926226056481,6,1
s21g001_ea023a37b923f803,"[2.322758309646906,1.4308406360843704,0.5997018582620294,1.281875236156665,1.9328697783597217,0.0856682885260331,0.04513322861476793,1.8468177480204557,-0.18779167480382203,-0.8972904606294464,-1.0318539392660229,0.07999671066322822,-0.44946963664677453,-0.4418277543739529,0.029514385972582095]",precise_archive_00,anchor_precise,2.7464134482642995,-0.026078756313551166,0.030653694648844418,933.1654892361803,0.040701686327094436,0.45795852235816464,0.22272936522508907,0.03413394014556501,0.08079354958570406,0.1414294799262161,4.275028722670314,7,1
s21g001_46261a350131ad70,"[2.318598194909734,1.3374512932664322,0.574558559950427,1.1964576812115744,1.8234452501909102,0.10521470787144416,-0.0215364361177653,1.8517852883086172,-0.4188591875971501,-0.6103390022064451,-0.901881653767449,0.31380941777069893,-0.64880594644225,-0.6309414571240329,0.08126849830297136]",precise_archive_01,anchor_precise,2.773372790426576,-0.027073945519585307,0.03001817021111937,823.4505018375494,0.0409142585947553,0.45289903685147653,0.20880257565171437,0.0339808579101658,0.07910587482881934,0.1229807573945993,3.9754710053694287,8,1
s21g001_f79bcef630f797d0,"[2.220974234746594,1.2737054564415586,0.4486918949954881,1.3448137536553675,2.062484208689524,0.04658160163475672,0.30859869457205164,1.7658500522590823,-0.23676304935122824,-1.007892673107946,-0.647590666666096,0.028988913296983693,-0.3187899187357653,-0.37152809739327,0.11836190539686756]",precise_archive_02,anchor_precise,2.6955261833751663,-0.026289904587391777,0.029405324934066057,1016.1945031772811,0.04049852748033753,0.44552252246364543,0.20385926431193485,0.052321481616354,0.11294676348055441,0.15790736032415487,4.762777920596058,9,1
